,UID,Name,Position,Tck R,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Amb,Cons,Cont,Dirt,Imp M,Inj Pr,Prof,Spor,Vers,Temp
51,83209334.0,Lucas Silva,D/WB/M (L),81.0,14.0,11.0,11.0,11.0,13.0,14.0,12.0,9.0,11.0,12.0,10.0,9.0,9.0,11.0,12.0,6.0,5.0,13.0,11.0,11.0,9.0,10.0,9.0,13.0,13.0,9.0,11.0,6.0,10.0,10.0,9.0,11.0,12.0,7.0,12.0,12.0,4.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,13.0,11.0,8.0,8.0,10.0,7.0,14.0,13.0,12.0,11.0
52,70131625.0,Kazımcan Karataş,D/WB (L),78.0,14.0,13.0,12.0,11.0,14.0,14.0,13.0,12.0,6.0,8.0,8.0,8.0,12.0,9.0,18.0,12.0,7.0,9.0,8.0,12.0,9.0,14.0,10.0,10.0,12.0,8.0,10.0,9.0,8.0,9.0,14.0,9.0,9.0,9.0,11.0,11.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,12.0,16.0,3.0,6.0,11.0,9.0,9.0,14.0,14.0,13.0
53,8442281.0,Pierre Gibaud,D (RLC),85.0,11.0,10.0,13.0,12.0,13.0,10.0,12.0,13.0,13.0,13.0,15.0,12.0,13.0,8.0,15.0,6.0,13.0,8.0,13.0,14.0,9.0,12.0,3.0,10.0,9.0,8.0,12.0,5.0,13.0,6.0,10.0,14.0,11.0,6.0,12.0,9.0,4.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,14.0,13.0,6.0,10.0,14.0,7.0,16.0,14.0,14.0,15.0
54,14076483.0,Germán Ferreyra,"D (RC), WB/M (R)",76.0,14.0,12.0,12.0,9.0,13.0,12.0,12.0,12.0,14.0,13.0,12.0,9.0,10.0,9.0,10.0,9.0,1.0,8.0,10.0,12.0,9.0,12.0,10.0,10.0,10.0,8.0,11.0,9.0,13.0,8.0,4.0,13.0,12.0,11.0,13.0,12.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,12.0,12.0,2.0,14.0,4.0,8.0,12.0,9.0,16.0,13.0
55,16336974.0,Ziad El Sheiwi,D/WB (L),65.0,18.0,13.0,9.0,9.0,12.0,16.0,13.0,9.0,10.0,12.0,9.0,9.0,8.0,11.0,18.0,5.0,6.0,11.0,13.0,13.0,9.0,13.0,6.0,12.0,7.0,6.0,13.0,3.0,7.0,6.0,8.0,8.0,9.0,5.0,10.0,10.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,3.0,12.0,16.0,8.0,8.0,8.0,8.0,12.0,12.0,9.0,10.0
56,38035635.0,Barnabás Bese,D/WB/M (R),82.0,11.0,11.0,14.0,13.0,14.0,12.0,9.0,15.0,10.0,13.0,14.0,12.0,13.0,11.0,13.0,8.0,8.0,10.0,11.0,13.0,10.0,12.0,8.0,11.0,9.0,6.0,12.0,8.0,12.0,8.0,10.0,9.0,11.0,8.0,12.0,11.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,1.0,13.0,14.0,7.0,8.0,12.0,7.0,13.0,12.0,11.0,10.0
57,18032128.0,Fayçal Rherras,D/WB/M/AM (L),75.0,14.0,10.0,12.0,11.0,10.0,14.0,12.0,12.0,12.0,10.0,16.0,10.0,9.0,9.0,14.0,14.0,7.0,12.0,8.0,11.0,6.0,10.0,7.0,10.0,10.0,8.0,12.0,10.0,8.0,10.0,12.0,8.0,11.0,9.0,10.0,12.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,12.0,12.0,10.0,13.0,10.0,15.0,9.0,8.0,15.0,8.0
58,25003119.0,Jan Krob,D/WB (L),58.0,8.0,9.0,10.0,7.0,6.0,11.0,10.0,6.0,14.0,16.0,15.0,12.0,13.0,16.0,14.0,6.0,12.0,10.0,13.0,15.0,13.0,13.0,15.0,15.0,8.0,9.0,13.0,15.0,5.0,10.0,11.0,10.0,11.0,15.0,14.0,13.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,4.0,1.0,3.0,3.0,10.0,14.0,4.0,12.0,10.0,14.0,11.0,10.0,7.0,7.0
59,91108200.0,Herbert Paul,D (RC),73.0,12.0,11.0,13.0,13.0,15.0,14.0,13.0,13.0,13.0,11.0,12.0,11.0,10.0,11.0,12.0,9.0,3.0,9.0,14.0,13.0,9.0,12.0,4.0,10.0,9.0,7.0,9.0,4.0,11.0,6.0,10.0,12.0,9.0,6.0,14.0,10.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,12.0,16.0,6.0,7.0,15.0,6.0,13.0,13.0,11.0,13.0
60,34011563.0,Mohamed Youssouf,"D (R), M/AM (RL)",79.0,13.0,14.0,7.0,6.0,13.0,14.0,11.0,6.0,8.0,10.0,10.0,9.0,9.0,10.0,12.0,13.0,6.0,13.0,8.0,9.0,12.0,13.0,10.0,11.0,10.0,8.0,13.0,8.0,7.0,10.0,8.0,8.0,9.0,10.0,8.0,12.0,1.0,2.0,1.0,3.0,3.0,2.0,4.0,1.0,2.0,4.0,1.0,12.0,13.0,7.0,6.0,14.0,6.0,13.0,14.0,13.0,14.0
61,91143486.0,Niko Kijewski,D/WB (L),77.0,14.0,12.0,10.0,8.0,15.0,13.0,12.0,9.0,11.0,12.0,9.0,10.0,9.0,11.0,13.0,8.0,7.0,9.0,10.0,14.0,8.0,12.0,7.0,11.0,9.0,7.0,11.0,7.0,8.0,9.0,14.0,11.0,10.0,8.0,13.0,12.0,1.0,1.0,4.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,14.0,12.0,6.0,8.0,11.0,4.0,14.0,12.0,14.0,16.0
62,1408506.0,Gaetano Berardi,D (RLC),47.0,10.0,9.0,12.0,9.0,15.0,12.0,15.0,11.0,19.0,12.0,20.0,9.0,13.0,11.0,18.0,2.0,14.0,9.0,12.0,13.0,4.0,17.0,1.0,9.0,5.0,2.0,10.0,1.0,10.0,2.0,11.0,13.0,8.0,1.0,16.0,9.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,4.0,1.0,8.0,18.0,14.0,18.0,10.0,14.0,16.0,9.0,16.0,2.0
63,18076749.0,Ali Yaşar,"D/WB (L), DM, M (L)",86.0,14.0,13.0,12.0,6.0,10.0,14.0,12.0,11.0,9.0,10.0,10.0,11.0,11.0,10.0,12.0,5.0,5.0,12.0,8.0,13.0,11.0,13.0,8.0,12.0,11.0,7.0,13.0,5.0,6.0,12.0,11.0,9.0,9.0,6.0,11.0,12.0,4.0,4.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,14.0,14.0,8.0,9.0,5.0,13.0,7.0,14.0,14.0,8.0
64,36130584.0,Abdul Rahman Weiss,D/WB (R),87.0,14.0,16.0,8.0,7.0,15.0,15.0,14.0,9.0,16.0,10.0,13.0,9.0,10.0,8.0,16.0,6.0,7.0,11.0,9.0,13.0,7.0,15.0,6.0,10.0,7.0,6.0,9.0,6.0,7.0,6.0,12.0,12.0,8.0,6.0,9.0,9.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,14.0,13.0,4.0,13.0,8.0,10.0,15.0,12.0,13.0,10.0
65,67127223.0,Cifu,D/WB/AM (R),81.0,14.0,12.0,12.0,10.0,11.0,13.0,14.0,8.0,14.0,12.0,12.0,12.0,11.0,10.0,13.0,11.0,12.0,12.0,12.0,15.0,8.0,14.0,7.0,7.0,10.0,7.0,8.0,4.0,8.0,9.0,11.0,10.0,8.0,11.0,10.0,8.0,2.0,3.0,3.0,2.0,1.0,4.0,1.0,3.0,3.0,2.0,3.0,13.0,14.0,1.0,6.0,10.0,14.0,18.0,16.0,17.0,16.0
66,57042759.0,Andrei Peteleu,"D (RL), WB (R)",59.0,11.0,9.0,9.0,12.0,12.0,13.0,12.0,10.0,12.0,12.0,12.0,11.0,10.0,12.0,8.0,10.0,6.0,14.0,11.0,15.0,7.0,16.0,10.0,12.0,12.0,9.0,11.0,8.0,12.0,9.0,12.0,13.0,12.0,7.0,14.0,11.0,2.0,2.0,3.0,2.0,4.0,3.0,1.0,2.0,2.0,3.0,2.0,12.0,13.0,13.0,7.0,11.0,12.0,11.0,11.0,12.0,9.0
67,57034870.0,Valentin Creţu,D (R),83.0,14.0,11.0,11.0,10.0,13.0,12.0,15.0,9.0,11.0,12.0,13.0,12.0,12.0,9.0,14.0,10.0,7.0,8.0,11.0,14.0,9.0,14.0,4.0,2.0,9.0,7.0,8.0,6.0,9.0,8.0,11.0,13.0,12.0,8.0,12.0,11.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,12.0,13.0,9.0,13.0,12.0,7.0,14.0,13.0,10.0,11.0
68,57148588.0,Ştefan Vlădoiu,D/WB (R),74.0,13.0,13.0,11.0,9.0,11.0,13.0,11.0,10.0,10.0,12.0,10.0,10.0,11.0,12.0,13.0,9.0,7.0,11.0,11.0,14.0,11.0,14.0,8.0,12.0,11.0,7.0,12.0,9.0,11.0,8.0,14.0,11.0,12.0,8.0,12.0,12.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,12.0,13.0,6.0,8.0,7.0,6.0,14.0,12.0,8.0,12.0
69,2000168791.0,Isaac Annan,D (L),76.0,13.0,12.0,10.0,13.0,15.0,13.0,15.0,8.0,14.0,8.0,10.0,10.0,8.0,15.0,18.0,7.0,9.0,8.0,13.0,10.0,10.0,10.0,8.0,13.0,5.0,1.0,11.0,4.0,10.0,5.0,7.0,12.0,9.0,6.0,10.0,11.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,10.0,13.0,3.0,6.0,12.0,5.0,9.0,12.0,14.0,18.0
70,38037430.0,Szilveszter Hangya,D/WB (L),71.0,13.0,13.0,10.0,8.0,14.0,13.0,13.0,7.0,10.0,12.0,14.0,9.0,11.0,11.0,18.0,8.0,3.0,13.0,11.0,14.0,11.0,15.0,13.0,12.0,10.0,8.0,12.0,13.0,7.0,11.0,7.0,9.0,11.0,8.0,11.0,10.0,4.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,9.0,12.0,8.0,9.0,2.0,8.0,15.0,5.0,9.0,16.0
71,37076293.0,Hamdi Akujobi,"D (R), DM, M (C)",88.0,13.0,11.0,13.0,8.0,11.0,12.0,12.0,12.0,16.0,11.0,10.0,11.0,7.0,15.0,12.0,5.0,6.0,4.0,15.0,12.0,11.0,11.0,7.0,10.0,9.0,8.0,14.0,9.0,9.0,9.0,2.0,11.0,13.0,7.0,8.0,11.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,12.0,10.0,2.0,10.0,10.0,6.0,9.0,11.0,12.0,16.0
72,22017444.0,Aleksandar Dyulgerov,D (RLC),75.0,12.0,11.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,15.0,11.0,12.0,11.0,15.0,7.0,13.0,10.0,12.0,17.0,9.0,15.0,8.0,9.0,9.0,7.0,9.0,7.0,12.0,8.0,12.0,12.0,11.0,6.0,13.0,9.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,12.0,14.0,8.0,9.0,13.0,9.0,10.0,11.0,14.0,10.0
73,55011464.0,João Aurélio,D/WB/M (R),83.0,12.0,11.0,10.0,11.0,14.0,13.0,9.0,8.0,11.0,14.0,13.0,8.0,14.0,11.0,14.0,13.0,13.0,13.0,12.0,13.0,10.0,14.0,11.0,11.0,10.0,9.0,12.0,9.0,8.0,8.0,12.0,11.0,10.0,11.0,14.0,12.0,3.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,11.0,14.0,5.0,7.0,12.0,9.0,14.0,12.0,13.0,12.0
74,42078573.0,Shay Konstantin,D/WB/M (R),65.0,13.0,11.0,12.0,13.0,12.0,13.0,12.0,9.0,11.0,11.0,10.0,12.0,11.0,10.0,12.0,12.0,11.0,12.0,12.0,11.0,10.0,12.0,12.0,11.0,10.0,12.0,7.0,12.0,9.0,12.0,12.0,10.0,12.0,14.0,11.0,13.0,1.0,3.0,1.0,3.0,1.0,3.0,4.0,3.0,3.0,1.0,3.0,11.0,11.0,5.0,11.0,12.0,8.0,11.0,12.0,13.0,10.0
75,58100108.0,Jamaldin Khodjaniyazov,"D (LC), WB (L)",66.0,14.0,11.0,11.0,13.0,13.0,13.0,12.0,12.0,16.0,10.0,15.0,8.0,6.0,5.0,16.0,12.0,8.0,9.0,9.0,9.0,9.0,13.0,11.0,12.0,10.0,6.0,13.0,14.0,12.0,12.0,15.0,13.0,11.0,11.0,12.0,12.0,2.0,4.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,8.0,9.0,5.0,13.0,8.0,4.0,10.0,12.0,13.0,10.0
76,22055350.0,Aleksandar Vasilev,D/WB/M/AM (L),77.0,14.0,14.0,11.0,5.0,13.0,13.0,12.0,8.0,14.0,10.0,14.0,10.0,11.0,9.0,13.0,9.0,8.0,11.0,10.0,13.0,10.0,15.0,10.0,11.0,12.0,8.0,10.0,8.0,5.0,9.0,12.0,9.0,11.0,10.0,11.0,12.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,12.0,13.0,8.0,7.0,12.0,9.0,13.0,11.0,16.0,11.0
77,16015049.0,Michael Huber,"D (RC), DM",88.0,10.0,11.0,11.0,14.0,12.0,10.0,10.0,10.0,12.0,12.0,11.0,11.0,11.0,11.0,13.0,5.0,12.0,11.0,13.0,12.0,8.0,11.0,6.0,7.0,8.0,6.0,11.0,9.0,13.0,8.0,5.0,11.0,13.0,8.0,13.0,9.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,12.0,12.0,3.0,7.0,10.0,8.0,10.0,12.0,10.0,16.0
78,70048011.0,Murat Uçar,D/M/AM (R),79.0,16.0,15.0,11.0,7.0,12.0,13.0,13.0,11.0,7.0,10.0,12.0,10.0,11.0,10.0,14.0,13.0,6.0,10.0,10.0,10.0,10.0,12.0,6.0,10.0,12.0,9.0,12.0,7.0,7.0,7.0,6.0,8.0,9.0,10.0,10.0,10.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,13.0,13.0,7.0,8.0,11.0,6.0,12.0,11.0,13.0,13.0
79,22028484.0,Diego Ferraresso,D/WB (RL),75.0,13.0,14.0,10.0,7.0,12.0,12.0,13.0,7.0,12.0,10.0,13.0,11.0,10.0,8.0,13.0,11.0,7.0,11.0,10.0,12.0,11.0,13.0,10.0,10.0,12.0,8.0,11.0,6.0,6.0,12.0,13.0,9.0,11.0,7.0,12.0,13.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,13.0,12.0,6.0,13.0,10.0,8.0,14.0,9.0,18.0,18.0
80,37017706.0,Ömer Bayram,"D/WB (L), M (LC), AM (L)",82.0,11.0,11.0,15.0,9.0,15.0,12.0,13.0,13.0,16.0,8.0,16.0,10.0,12.0,9.0,15.0,8.0,5.0,12.0,7.0,15.0,9.0,16.0,15.0,13.0,14.0,8.0,12.0,13.0,7.0,12.0,10.0,8.0,12.0,9.0,11.0,11.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,10.0,13.0,7.0,12.0,10.0,8.0,12.0,10.0,14.0,8.0
81,69010958.0,Dragan Mihajlovic,"D/WB (R), DM, M (RC), AM (R)",77.0,12.0,12.0,11.0,8.0,12.0,11.0,12.0,8.0,11.0,12.0,12.0,11.0,12.0,11.0,11.0,8.0,9.0,11.0,10.0,13.0,8.0,12.0,10.0,11.0,9.0,7.0,12.0,8.0,7.0,9.0,13.0,11.0,11.0,10.0,12.0,12.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,1.0,13.0,14.0,3.0,9.0,11.0,7.0,12.0,11.0,16.0,10.0
82,5120064.0,Martin Cranie,D (RC),79.0,7.0,11.0,13.0,12.0,13.0,6.0,11.0,13.0,10.0,12.0,13.0,13.0,13.0,13.0,12.0,8.0,12.0,10.0,13.0,15.0,10.0,15.0,6.0,9.0,10.0,6.0,11.0,5.0,12.0,5.0,10.0,12.0,12.0,7.0,13.0,11.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,13.0,14.0,7.0,7.0,12.0,10.0,12.0,12.0,14.0,16.0
83,69005389.0,Ermir Lenjani,D/WB/M (L),79.0,12.0,12.0,10.0,8.0,12.0,12.0,11.0,6.0,12.0,11.0,12.0,11.0,11.0,11.0,10.0,13.0,10.0,13.0,15.0,13.0,14.0,16.0,11.0,13.0,10.0,10.0,11.0,10.0,6.0,10.0,13.0,11.0,11.0,8.0,11.0,12.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,13.0,13.0,7.0,6.0,10.0,5.0,14.0,11.0,14.0,13.0
84,91177334.0,Fabrice Hartmann,"D/WB (RL), M/AM (L)",72.0,13.0,12.0,11.0,8.0,15.0,12.0,11.0,8.0,9.0,8.0,8.0,11.0,8.0,10.0,11.0,11.0,6.0,12.0,5.0,9.0,9.0,13.0,7.0,9.0,11.0,12.0,11.0,8.0,8.0,9.0,8.0,5.0,9.0,12.0,6.0,11.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,12.0,11.0,10.0,7.0,9.0,6.0,12.0,8.0,15.0,12.0
85,85075646.0,Antoine Conte,D (RC),86.0,12.0,12.0,13.0,12.0,13.0,13.0,11.0,12.0,14.0,12.0,13.0,10.0,10.0,11.0,12.0,7.0,9.0,12.0,11.0,12.0,10.0,13.0,4.0,11.0,8.0,8.0,11.0,6.0,13.0,11.0,8.0,13.0,11.0,8.0,13.0,12.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,13.0,10.0,17.0,12.0,12.0,18.0,8.0,10.0,13.0,6.0
86,37075179.0,Brian Plat,"D (RC), WB (R)",71.0,11.0,10.0,13.0,14.0,13.0,12.0,12.0,12.0,14.0,11.0,11.0,12.0,10.0,14.0,14.0,6.0,8.0,7.0,11.0,13.0,7.0,13.0,5.0,9.0,6.0,9.0,10.0,1.0,13.0,11.0,3.0,11.0,12.0,6.0,11.0,9.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,1.0,13.0,13.0,3.0,7.0,9.0,5.0,12.0,12.0,16.0,20.0
87,24024494.0,Mato Miloš,D/WB (RL),82.0,14.0,14.0,10.0,7.0,16.0,12.0,13.0,10.0,14.0,10.0,15.0,9.0,8.0,10.0,16.0,12.0,8.0,12.0,11.0,14.0,8.0,16.0,7.0,11.0,10.0,6.0,9.0,6.0,9.0,8.0,13.0,11.0,10.0,7.0,11.0,9.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,13.0,12.0,5.0,14.0,10.0,5.0,14.0,13.0,18.0,11.0
88,55082299.0,João Lucas,D/WB (L),83.0,13.0,12.0,12.0,10.0,13.0,12.0,13.0,10.0,12.0,13.0,10.0,12.0,11.0,10.0,13.0,11.0,6.0,12.0,10.0,12.0,10.0,13.0,12.0,12.0,12.0,7.0,11.0,10.0,9.0,9.0,11.0,10.0,12.0,6.0,12.0,11.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,3.0,14.0,13.0,6.0,3.0,11.0,5.0,13.0,12.0,7.0,10.0
89,28059104.0,Kristián Koštrna,"D (RL), WB/M (R)",74.0,11.0,13.0,9.0,10.0,13.0,12.0,12.0,11.0,14.0,10.0,13.0,11.0,10.0,11.0,13.0,10.0,9.0,10.0,12.0,12.0,10.0,13.0,9.0,10.0,10.0,6.0,10.0,10.0,10.0,8.0,12.0,13.0,11.0,4.0,12.0,12.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,14.0,13.0,9.0,5.0,12.0,7.0,12.0,12.0,15.0,17.0
90,67289962.0,José Salinas,D/WB (L),87.0,14.0,12.0,11.0,10.0,17.0,14.0,10.0,7.0,15.0,11.0,10.0,11.0,15.0,13.0,12.0,5.0,1.0,8.0,12.0,15.0,9.0,12.0,7.0,12.0,10.0,5.0,12.0,2.0,11.0,9.0,6.0,11.0,6.0,5.0,16.0,12.0,3.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,3.0,1.0,3.0,10.0,13.0,2.0,10.0,8.0,7.0,11.0,10.0,13.0,15.0
91,92096942.0,Sascha Härtel,D/WB (L),70.0,13.0,15.0,11.0,10.0,7.0,13.0,10.0,9.0,9.0,10.0,10.0,12.0,9.0,11.0,14.0,5.0,8.0,11.0,10.0,13.0,12.0,12.0,8.0,15.0,10.0,8.0,9.0,5.0,10.0,7.0,11.0,12.0,7.0,5.0,15.0,11.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,13.0,13.0,7.0,6.0,3.0,8.0,15.0,14.0,18.0,14.0
92,92025705.0,Phil Ofosu-Ayeh,D/WB (R),82.0,13.0,12.0,15.0,12.0,17.0,13.0,15.0,12.0,16.0,11.0,14.0,8.0,12.0,10.0,13.0,10.0,8.0,10.0,9.0,12.0,7.0,16.0,6.0,10.0,11.0,6.0,9.0,6.0,10.0,5.0,14.0,11.0,9.0,7.0,12.0,9.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,13.0,15.0,6.0,10.0,15.0,16.0,13.0,13.0,11.0,10.0
93,70111794.0,Mehmet Zahit Çınar,D/WB/M (R),88.0,13.0,13.0,10.0,11.0,12.0,13.0,11.0,8.0,13.0,11.0,13.0,10.0,13.0,11.0,14.0,8.0,8.0,9.0,10.0,13.0,9.0,13.0,9.0,12.0,11.0,6.0,10.0,10.0,10.0,5.0,8.0,12.0,9.0,7.0,11.0,10.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,4.0,3.0,15.0,13.0,5.0,10.0,12.0,8.0,15.0,13.0,15.0,12.0
94,70111198.0,Ogün Bayrak,D/WB (R),76.0,14.0,13.0,11.0,7.0,11.0,14.0,12.0,8.0,11.0,10.0,9.0,11.0,12.0,10.0,10.0,11.0,7.0,13.0,9.0,12.0,10.0,13.0,7.0,10.0,13.0,9.0,12.0,6.0,9.0,10.0,12.0,8.0,11.0,6.0,9.0,12.0,1.0,3.0,1.0,3.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,13.0,12.0,6.0,11.0,1.0,8.0,12.0,12.0,6.0,16.0
95,70085501.0,Serkan Göksu,"D (R), DM, M (C)",68.0,11.0,11.0,11.0,11.0,13.0,11.0,11.0,12.0,10.0,12.0,12.0,12.0,12.0,12.0,11.0,10.0,11.0,11.0,12.0,13.0,10.0,14.0,4.0,8.0,11.0,6.0,12.0,6.0,8.0,7.0,3.0,9.0,11.0,8.0,11.0,13.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,11.0,13.0,7.0,9.0,12.0,5.0,13.0,12.0,15.0,14.0
96,37076239.0,Thomas Poll,"D (LC), WB/M (L)",74.0,12.0,11.0,8.0,9.0,7.0,11.0,14.0,12.0,13.0,11.0,12.0,10.0,12.0,11.0,12.0,8.0,8.0,11.0,11.0,13.0,11.0,14.0,9.0,10.0,10.0,7.0,9.0,10.0,7.0,10.0,10.0,10.0,10.0,4.0,11.0,12.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,12.0,9.0,1.0,6.0,7.0,12.0,11.0,12.0,14.0,14.0
97,7868740.0,Sheran Yeini,"D (RLC), WB (R), DM, M (C)",79.0,8.0,7.0,11.0,12.0,15.0,9.0,13.0,9.0,10.0,10.0,13.0,12.0,14.0,14.0,14.0,7.0,15.0,10.0,10.0,15.0,9.0,15.0,6.0,6.0,6.0,7.0,8.0,7.0,12.0,9.0,8.0,10.0,11.0,12.0,10.0,9.0,7.0,5.0,11.0,15.0,5.0,11.0,4.0,2.0,12.0,13.0,11.0,16.0,17.0,1.0,6.0,16.0,8.0,18.0,15.0,20.0,18.0
98,22039247.0,Milen Zhelev,"D/WB (R), DM",70.0,13.0,14.0,12.0,10.0,15.0,13.0,13.0,11.0,13.0,10.0,14.0,9.0,11.0,8.0,14.0,6.0,12.0,8.0,11.0,14.0,7.0,15.0,7.0,7.0,9.0,8.0,9.0,8.0,8.0,8.0,12.0,10.0,8.0,9.0,11.0,9.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,13.0,13.0,8.0,9.0,11.0,8.0,14.0,10.0,16.0,10.0
99,42057285.0,Raz Meir,"D/WB (RL), AM (R)",80.0,13.0,12.0,8.0,10.0,14.0,14.0,13.0,10.0,10.0,12.0,11.0,10.0,10.0,9.0,12.0,10.0,8.0,12.0,11.0,13.0,12.0,15.0,7.0,11.0,11.0,8.0,11.0,8.0,10.0,7.0,6.0,11.0,12.0,7.0,11.0,11.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,12.0,10.0,8.0,3.0,9.0,5.0,13.0,12.0,17.0,8.0
100,37019498.0,Sven Nieuwpoort,"D (RC), WB (R)",83.0,13.0,12.0,13.0,14.0,13.0,12.0,12.0,12.0,12.0,12.0,8.0,11.0,10.0,13.0,9.0,8.0,14.0,9.0,9.0,11.0,11.0,13.0,6.0,11.0,9.0,6.0,7.0,6.0,12.0,9.0,10.0,11.0,12.0,5.0,10.0,9.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,2.0,1.0,10.0,14.0,4.0,5.0,11.0,4.0,11.0,12.0,12.0,10.0
101,63011974.0,Patrik Šimko,"D (RLC), WB (RL)",82.0,7.0,11.0,8.0,7.0,13.0,9.0,14.0,12.0,10.0,9.0,14.0,15.0,15.0,12.0,13.0,11.0,11.0,8.0,11.0,15.0,10.0,10.0,10.0,10.0,10.0,9.0,12.0,10.0,14.0,9.0,14.0,15.0,12.0,11.0,14.0,12.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,8.0,12.0,10.0,10.0,9.0,9.0,12.0,12.0,15.0,10.0
102,92084893.0,Marin Šverko,"D (LC), WB (L), DM",74.0,12.0,10.0,12.0,13.0,7.0,11.0,13.0,11.0,13.0,12.0,10.0,8.0,9.0,11.0,15.0,5.0,11.0,9.0,12.0,12.0,10.0,14.0,6.0,9.0,11.0,7.0,9.0,4.0,11.0,10.0,12.0,11.0,11.0,9.0,11.0,10.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,12.0,11.0,7.0,10.0,12.0,15.0,12.0,13.0,13.0,13.0
