UID,Name,Position,Conv %,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Amb,Cons,Cont,Dirt,Imp M,Inj Pr,Prof,Spor,Vers,Temp,Rec,Inf
48036788,Saïd Benrahma,AM (RLC),5%,14,15,13,7,14,13,14,9,10,11,10,13,11,12,14,18,6,14,6,10,13,13,10,13,17,13,17,13,8,11,6,5,13,12,6,17,1,4,3,4,3,2,1,2,3,1,2,13,12,6,4,11,5,14,13,13,12,- -  -,Set
52071817,Mark Sykes,"WB (R), M/AM (RC)",9%,12,13,14,11,14,13,13,8,14,10,7,14,11,11,18,14,4,10,11,10,12,12,2,11,13,12,12,5,8,11,3,10,12,6,9,12,3,2,2,1,2,3,3,1,3,1,3,16,13,6,8,12,2,14,13,15,11,- -  -,
52079649,Ronan Curtis,"M (L), AM (LC), ST (C)",9%,12,12,13,11,12,12,12,12,14,11,8,9,10,11,11,13,7,11,10,12,11,13,9,12,12,12,11,13,11,13,4,4,11,13,7,12,2,3,3,1,3,2,4,3,3,3,3,15,11,11,12,11,4,9,10,5,7,- -  -,Wnt
52097526,Darragh Burns,AM (RLC),9%,15,14,14,8,13,13,13,8,10,10,9,13,9,12,13,13,5,13,9,12,13,12,8,11,13,10,12,6,8,13,4,6,13,11,6,12,3,3,3,2,1,4,1,1,1,3,1,18,11,5,5,11,6,14,11,14,14,- -  -,
52100881,Ben McCormack,M/AM (C),7%,12,13,13,8,13,12,12,9,3,8,8,12,8,11,12,11,5,11,7,11,10,10,7,9,11,7,11,5,8,8,3,5,11,6,5,11,1,1,3,2,3,2,2,1,4,3,1,15,8,9,3,8,4,14,12,11,11,- -  -,
28116339,Will Harris,"AM (RLC), ST (C)",25%,9,12,10,13,17,10,11,13,10,12,14,10,8,8,13,6,7,9,7,13,9,15,4,6,6,11,7,5,9,8,3,4,9,11,4,10,1,2,1,1,3,1,3,3,3,2,2,13,13,1,5,13,5,10,10,7,19,- -  -,
52100976,Conan Noonan,M/AM (RL),100%,13,12,14,6,12,12,12,9,5,7,8,11,8,9,16,11,4,10,8,10,10,10,8,8,9,6,11,7,6,6,4,5,9,9,5,10,1,3,3,1,3,3,2,3,1,2,2,13,8,5,4,9,5,13,8,10,11,- -  -,
53179963,Elias Hoff Melkersen,"AM (R), ST (C)",5%,13,14,8,6,10,12,13,7,11,12,10,12,10,11,14,13,6,12,6,9,10,12,8,11,12,11,12,9,11,10,6,7,8,11,5,11,1,3,3,3,2,2,2,2,2,3,2,15,11,10,10,12,6,14,11,10,8,- -  -,Set
28121373,George Nunn,"WB/M (L), AM (RL), ST (C)",25%,13,8,9,12,11,15,9,8,8,9,10,8,8,8,16,6,4,9,6,9,8,13,5,9,6,10,7,4,8,5,9,4,6,8,6,7,2,1,1,3,3,1,2,2,2,1,2,12,11,6,13,9,15,13,13,10,17,- -  -,Loa
55063406,Daniel Podence,"M (L), AM (RLC)",50%,16,17,16,3,14,16,14,5,15,11,13,9,9,9,15,18,6,14,6,8,14,14,12,13,17,9,16,10,4,8,4,6,13,10,5,16,1,3,1,1,1,2,3,3,1,1,2,13,13,9,13,12,11,11,8,7,10,- -  -,Wnt
61006904,James McShane,"AM (RLC), ST (C)",11%,10,10,8,8,12,12,9,8,12,8,11,12,8,10,12,8,8,12,7,13,10,14,8,8,8,12,9,7,10,8,4,5,9,10,4,11,2,3,2,1,2,3,2,1,3,2,1,9,9,4,8,9,6,10,13,12,17,- -  -,
61036775,Ryan Fraser,M/AM (RL),8%,15,13,14,3,12,15,12,12,7,13,13,12,10,12,13,12,10,15,10,15,11,17,13,14,13,13,13,12,2,12,2,6,14,6,7,12,3,3,3,3,3,2,1,3,3,3,3,12,12,3,5,10,13,12,13,16,8,- -  -,
61075183,Jack Aitchison,"M (L), AM (RLC), ST (C)",5%,12,12,10,8,13,14,11,8,8,10,8,11,9,9,15,11,6,11,8,11,10,12,7,7,14,11,14,5,8,8,3,5,10,11,6,14,2,1,2,3,3,2,3,2,3,3,3,8,9,3,6,6,12,11,11,12,19,- -  -,
61087406,Connor Smith,"M (C), AM (RLC)",3%,11,12,13,6,12,12,13,12,6,11,12,12,7,11,12,13,6,12,6,10,13,10,8,8,12,7,13,11,5,8,4,5,11,8,4,12,2,1,3,3,1,3,1,2,2,1,1,11,7,4,6,11,8,12,12,10,19,- -  -,
61094101,Alex Lowry,M/AM (C),12%,16,14,12,12,12,16,14,4,4,9,5,13,9,6,11,11,3,11,5,7,14,6,10,10,13,12,12,14,10,12,6,6,11,8,7,14,2,1,2,2,2,1,1,2,1,3,1,10,11,3,5,5,9,13,9,7,20,- -  -,
67172040,Ayoze Pérez,"M (R), AM (RLC), ST (C)",6%,12,14,13,8,15,13,14,9,6,14,10,12,12,13,13,15,10,15,8,14,13,16,7,12,14,14,15,9,11,9,4,5,13,11,10,14,1,3,3,1,2,3,3,1,3,1,2,15,12,5,7,14,8,13,12,17,14,- -  -,Wnt
67201783,Emiliano Buendía,"M (R), AM (RC)",14%,14,16,15,8,14,14,13,10,15,14,12,16,11,11,16,18,5,15,8,12,16,14,14,15,16,11,15,13,5,11,4,4,15,9,7,16,2,1,3,4,1,2,2,1,2,1,1,16,13,12,14,14,6,13,5,15,3,- -  -,Wnt
2002084884,Blair Watson,"M (C), AM (L), ST (C)",20%,13,10,11,7,14,13,5,5,12,6,10,6,5,4,15,13,9,6,3,5,5,6,4,6,7,5,8,2,6,5,1,1,7,5,3,13,2,3,3,1,3,2,3,2,1,2,4,13,14,5,14,15,13,12,5,13,15,- -  -,
74057941,Jack Wilson,"AM (L), ST (C)",18%,14,8,5,8,14,9,9,4,5,8,6,6,6,11,14,7,1,9,5,5,3,6,4,8,8,9,8,5,8,2,3,4,6,3,5,6,2,2,1,1,2,1,1,4,3,3,3,12,8,7,14,11,7,11,11,9,14,- -  -,
89008104,Inih Effiong,ST (C),13%,13,10,12,11,14,13,14,15,6,8,10,7,6,7,11,8,2,9,5,12,4,14,2,4,11,12,7,8,12,6,6,3,7,6,3,9,1,1,2,2,2,3,1,1,3,3,2,7,7,9,6,9,5,11,14,6,11,- -  -,
89052079,Shilow Tracey,"M/AM (RL), ST (C)",13%,13,13,11,8,14,13,11,13,8,9,12,7,8,7,14,10,7,10,7,12,7,14,8,9,11,10,9,8,8,8,10,4,12,9,7,11,3,1,1,1,4,3,1,3,3,1,1,12,11,6,11,6,10,14,13,15,13,- -  -,
90043991,Nick Freeman,M/AM (RC),7%,12,13,14,13,12,12,14,9,11,11,7,13,6,11,12,14,8,12,9,13,12,12,9,12,12,9,11,10,9,9,6,7,11,10,6,12,3,3,1,1,1,3,4,3,1,2,3,15,11,11,7,10,6,10,10,15,9,- -  -,Wnt
90057559,Alex Newby,"M (C), AM (RLC)",18%,12,12,11,6,8,12,10,7,5,9,7,11,7,7,10,12,6,11,5,8,10,10,8,10,12,10,11,11,6,10,5,5,11,9,4,11,3,4,3,3,3,2,2,2,3,2,2,11,12,2,5,11,6,10,13,11,17,- -  -,
90059564,Ashley Hunter,"AM (RLC), ST (C)",10%,13,14,9,6,12,12,9,7,18,11,9,11,9,6,15,15,7,12,9,6,8,13,7,11,12,10,8,10,8,11,13,6,8,9,6,13,2,3,3,2,2,3,1,2,2,1,3,12,6,15,18,9,5,11,5,13,3,- -  -,Wnt
90085941,Jake Young,"AM (RLC), ST (C)",4%,12,10,11,11,11,13,8,8,6,9,7,12,8,7,10,14,3,11,11,9,11,8,8,7,13,11,11,9,7,11,1,5,8,6,6,12,1,3,3,1,3,2,2,1,2,2,2,12,8,11,5,12,3,9,12,6,14,- -  -,
92023622,Elias Kachunga,AM (RL),15%,13,13,14,11,16,14,10,13,10,12,12,11,9,9,15,9,10,11,9,12,10,12,7,9,10,10,10,8,9,10,5,7,11,11,8,11,2,3,2,2,1,3,2,1,1,2,1,17,12,12,9,12,5,14,10,15,8,- -  -,Set
94044706,Ryan Hill,"M/AM (RC), ST (C)",9%,13,9,8,11,12,12,13,9,8,10,8,9,8,11,10,13,8,9,7,3,9,6,6,8,9,7,7,5,6,7,6,6,9,4,6,8,3,2,3,3,3,1,3,2,1,1,4,9,13,4,6,1,3,15,12,13,14,- -  -,
95031723,Ebou Adams,"DM, M/AM (C)",20%,13,13,11,16,15,12,16,17,12,13,15,9,9,9,17,8,12,8,10,12,11,16,6,7,10,6,10,6,12,7,5,11,10,6,15,9,3,2,3,3,2,4,1,2,2,1,2,12,13,4,7,13,5,17,6,12,6,- -  -,
95034174,Tom Crawford,"DM, M/AM (C)",23%,10,10,11,10,12,10,13,8,12,10,10,11,10,13,12,11,9,10,10,13,12,15,6,9,11,8,10,8,8,6,3,8,11,12,9,11,2,1,2,2,2,1,1,3,2,1,1,10,12,6,13,9,4,11,7,11,8,- -  -,
95037869,Isaac Hutchinson,M/AM (LC),18%,12,11,10,10,10,12,11,9,6,10,6,8,10,10,13,12,8,13,9,12,11,13,9,10,12,10,12,13,5,10,4,7,11,9,7,12,3,3,1,3,2,1,1,1,3,3,1,9,7,11,6,7,8,13,12,7,14,- -  -,
2000034625,Mitchell Henry,AM (RL),14%,12,10,10,4,9,13,12,9,8,9,8,7,8,6,13,8,6,6,6,7,8,8,5,7,7,8,7,6,6,7,4,4,6,6,3,8,4,3,1,3,3,3,2,2,2,1,2,11,9,7,5,7,5,10,9,9,16,- -  -,
2000035470,Enoch Muwonge,M/AM (C),9%,10,8,6,4,13,8,7,4,9,8,4,6,11,7,11,11,11,8,3,7,8,9,6,6,5,9,15,6,6,5,2,7,8,3,4,13,1,1,1,2,2,2,3,3,1,1,1,10,8,4,15,11,13,10,10,11,19,- -  -,
2000035919,Jesurun Uchegbulam,"AM (RL), ST (C)",14%,14,11,10,6,9,14,12,10,6,7,3,6,6,8,8,11,2,8,3,7,6,12,6,9,11,7,8,3,4,7,1,4,8,5,4,10,3,3,4,1,2,2,1,1,4,2,4,14,6,1,6,9,1,10,12,12,12,- -  -,
2000052146,Mitch Picksley,"M (R), AM (RLC)",5%,8,10,5,12,14,7,6,3,5,7,7,9,5,12,10,12,8,8,4,14,9,9,7,8,11,8,8,6,6,7,5,6,9,3,8,10,1,2,3,2,3,1,2,1,3,1,1,9,6,8,7,5,14,10,10,20,12,- -  -,
2000053239,Yaser Asprilla,"AM (RLC), ST (C)",19%,13,12,10,12,13,13,13,11,13,11,12,12,11,12,10,13,6,13,5,11,13,13,11,12,14,11,12,11,8,11,4,5,13,8,6,13,1,2,1,4,1,1,1,3,3,1,3,10,11,3,10,10,8,12,9,11,15,- -  -,
2000053511,Harry Leonard,"AM (RLC), ST (C)",11%,12,11,12,10,13,12,11,8,8,12,10,12,6,11,9,9,8,10,10,11,11,12,4,6,8,12,12,12,7,11,2,4,10,12,4,10,2,4,3,3,2,3,2,3,1,2,3,9,10,5,4,14,9,10,13,12,12,- -  -,Loa
2000053798,Temi Babalola,ST (C),17%,14,7,5,15,11,11,6,7,5,7,7,7,6,6,3,14,12,10,6,5,6,5,4,7,9,10,8,6,13,7,5,5,6,2,1,6,1,3,1,4,1,2,3,2,2,1,1,11,5,5,5,13,8,12,12,9,12,- -  -,
2000055704,Charles Nduwuisi-Ondo,"D (C), ST (C)",33%,9,8,15,14,12,9,10,14,13,11,15,10,4,11,9,7,11,9,10,7,7,10,6,5,7,9,11,7,9,7,1,8,7,3,9,8,3,1,1,1,3,2,2,2,2,2,2,11,20,6,7,5,11,12,9,10,15,- -  -,Inj
2000063144,Josh Waite,"AM (R), ST (C)",33%,12,8,15,11,15,2,13,7,11,8,7,4,5,7,17,9,7,1,7,7,8,11,5,8,7,15,7,6,7,6,1,3,11,4,3,7,1,1,2,3,2,2,1,3,2,3,1,11,7,8,12,1,5,11,11,9,20,- -  -,
2000066261,Teddy Stevenson,"AM (R), ST (C)",5%,13,10,6,5,12,10,6,5,9,6,2,10,2,7,6,9,7,8,5,5,3,6,4,10,9,8,9,4,9,5,3,1,8,4,1,5,1,2,2,1,3,2,3,1,3,1,3,11,3,3,15,4,10,13,8,7,19,- -  -,
2000081949,David Moir,M/AM (L),4%,5,7,9,15,12,5,9,9,9,7,6,10,6,9,5,9,14,7,8,16,8,13,6,10,8,7,8,8,6,8,8,8,13,6,7,13,3,1,3,1,3,2,3,3,2,1,1,12,17,1,7,9,12,12,14,10,12,- -  -,
2000084912,Tyler Pasnik,"AM (C), ST (C)",25%,9,9,16,9,14,9,8,9,5,12,7,12,7,8,14,10,10,14,7,13,13,10,6,9,10,16,12,6,10,7,5,6,10,8,2,11,2,4,2,2,2,2,2,1,3,1,2,10,12,2,6,2,8,15,9,11,12,- -  -,
2000109169,Finn O'Boyle,"AM (C), ST (C)",25%,11,11,6,2,5,10,13,5,10,8,5,10,4,10,14,12,1,11,6,6,8,7,5,5,9,6,7,5,7,7,3,5,12,2,4,11,1,2,2,3,2,1,2,4,1,2,3,11,7,2,9,12,6,12,12,10,16,- -  -,Loa
29120437,Jake Beesley,"AM (L), ST (C)",33%,12,12,9,14,11,13,13,13,6,12,15,11,13,11,10,4,6,13,5,14,9,16,6,8,9,11,11,8,13,7,5,5,10,10,7,10,1,2,2,2,1,1,2,2,2,2,1,8,14,6,5,9,5,11,11,10,15,- -  -,Lst
2000109409,Louis Baker,M/AM (C),4%,10,9,8,12,7,9,7,7,11,10,8,9,6,8,14,12,11,9,5,7,10,10,7,8,7,8,11,10,6,11,4,4,10,5,6,10,3,2,3,2,2,1,2,1,2,1,2,11,8,7,12,8,10,11,9,11,8,- -  -,
2000112404,Jewison Bennette,AM (RL),8%,17,14,9,8,13,18,13,11,6,11,9,10,8,8,16,14,7,13,6,11,13,12,6,12,14,8,12,7,4,9,1,6,10,4,5,12,1,2,3,3,3,2,2,2,1,2,1,12,11,3,11,8,7,13,2,13,8,- -  -,
2000112826,Joseph Gbode,ST (C),50%,11,9,9,16,6,12,12,13,8,9,10,7,8,8,9,7,4,8,8,12,8,13,4,6,8,9,9,6,12,7,3,5,9,8,7,9,1,3,1,1,3,2,3,3,3,1,3,9,8,3,7,5,4,10,9,6,12,- -  -,Loa
2000155560,Luke Rudden,"AM (RL), ST (C)",21%,11,11,9,10,13,11,12,12,11,8,10,10,8,9,11,10,3,11,8,12,8,10,4,8,9,11,9,5,10,6,4,5,8,10,5,7,1,2,1,1,3,1,1,3,3,1,3,13,8,4,5,8,5,12,11,8,8,- -  -,
28025033,Tom Cairney,M/AM (C),25%,10,12,13,10,15,10,9,9,13,14,9,14,12,15,11,15,15,14,12,14,14,11,12,14,13,13,15,14,7,15,6,7,15,13,10,15,3,2,2,3,3,3,3,1,3,2,1,14,14,7,5,14,7,11,7,14,18,- -  -,Req
29141475,James Tilley,"M/AM (RLC), ST (C)",3%,12,11,10,7,13,12,9,8,8,7,9,11,9,8,12,15,5,9,7,9,10,10,7,11,13,10,10,8,6,12,4,5,9,8,7,9,1,1,3,4,2,4,4,1,3,1,1,11,10,5,8,11,6,14,9,13,9,- -  -,
29175220,Morgan Gibbs-White,"M (C), AM (RC)",11%,13,15,15,10,11,14,12,12,12,13,9,13,12,12,13,16,8,15,8,13,17,14,13,12,14,11,14,8,9,11,5,6,15,10,9,15,3,3,1,1,1,2,2,1,4,4,2,13,12,12,11,12,10,12,13,13,13,- -  -,
29038157,Luke Berry,M/AM (C),19%,11,10,11,10,12,12,15,12,12,11,12,11,12,12,14,12,11,12,8,15,13,15,9,10,11,12,12,13,12,11,3,9,13,8,11,12,1,2,2,1,1,1,3,3,3,3,4,13,13,2,6,11,14,14,10,12,13,- -  -,
28122832,J'Neil Bennett,AM (RL),13%,15,14,13,10,14,13,11,8,7,7,10,8,10,9,8,14,12,10,6,9,11,11,10,8,12,8,8,10,9,13,10,9,6,5,7,10,3,1,1,1,2,3,1,2,2,1,2,9,13,5,8,16,5,9,11,13,18,- -  -,Wnt
28121775,Jayden Major,M/AM (L),20%,10,12,6,9,11,12,6,4,11,7,3,6,4,7,4,13,3,4,3,7,10,10,7,10,8,8,9,5,3,6,5,3,7,3,3,14,3,2,1,1,1,1,3,3,2,3,3,10,7,8,8,8,7,10,10,10,14,- -  -,
19290889,Gabriel Sara,M/AM (C),9%,14,14,12,9,14,13,14,12,11,13,10,13,13,13,11,13,11,13,8,13,13,14,12,12,13,12,13,13,14,15,11,8,14,12,7,13,1,3,1,1,1,3,1,2,3,1,1,12,12,10,15,12,12,10,9,12,11,- -  -,
29120982,Charles Vernam,"M (L), AM (RLC)",14%,14,12,9,5,11,13,11,10,9,11,11,11,9,10,13,14,6,12,7,12,11,12,8,10,13,10,11,4,7,9,6,8,10,10,7,12,2,2,2,3,2,2,3,2,3,3,1,14,12,2,5,10,12,10,7,14,9,- -  -,Wnt
28027646,Tom Ince,"M (R), AM (RLC), ST (C)",8%,13,13,12,9,16,11,14,9,10,11,9,12,9,8,11,14,12,13,5,12,12,16,11,12,13,9,12,11,5,11,1,5,12,11,7,12,1,2,3,2,3,3,3,1,1,2,1,14,12,7,3,9,3,14,13,12,7,- -  -,
28019954,Danny Mayor,"M (C), AM (LC)",15%,11,14,14,10,12,10,7,8,7,12,9,12,8,10,10,15,5,13,7,11,14,11,8,8,15,9,14,8,7,9,4,4,12,8,6,14,3,3,3,1,1,2,3,2,3,3,2,9,10,14,11,12,10,11,12,11,9,- -  -,
5104411,Ian Henderson,"AM (LC), ST (C)",11%,7,8,10,8,19,6,10,8,13,14,11,12,10,11,15,12,13,15,6,10,13,14,7,10,9,12,13,8,9,11,2,5,11,12,6,13,1,3,3,2,1,1,2,1,3,1,1,9,11,11,10,8,7,19,10,12,6,- -  -,
28047215,Akwasi Asante,"AM (LC), ST (C)",18%,11,8,9,12,12,12,10,14,10,9,11,11,8,11,11,9,6,11,6,11,9,13,5,7,10,12,11,8,10,11,7,6,9,9,5,9,3,3,2,3,1,3,1,3,1,3,2,11,10,3,7,10,12,9,12,10,9,- -  -,
29120249,Brandon Hanlan,"AM (RL), ST (C)",40%,15,9,11,11,13,16,13,14,8,9,10,10,9,8,10,11,6,11,5,9,11,14,8,10,13,12,10,8,9,9,5,8,12,13,3,14,3,2,4,1,3,1,3,3,3,2,2,11,13,6,7,7,5,12,11,12,10,- -  -,Wnt
5118434,Chris Holroyd,"AM (RC), ST (C)",11%,10,11,10,9,11,11,8,6,8,11,9,9,9,7,13,10,6,11,7,11,9,13,4,8,7,11,9,9,10,8,4,4,10,9,7,11,3,1,2,3,2,1,3,1,1,3,2,11,11,7,2,6,3,13,12,11,13,- -  -,
29174573,Tom Knowles,"M/AM (RLC), ST (C)",15%,12,10,9,11,12,12,14,8,11,10,10,8,10,9,14,9,8,9,7,9,8,12,6,9,10,10,8,8,7,9,12,5,8,6,9,9,1,1,2,3,4,3,3,2,2,2,4,13,8,2,11,12,3,13,8,10,10,- -  -,
28122160,Harry Pinchard,"DM, M/AM (C)",33%,12,12,10,7,8,12,8,3,3,7,4,11,5,8,11,10,3,8,3,8,11,8,11,10,10,7,10,12,2,10,2,3,11,4,3,11,1,4,2,3,2,3,3,1,2,1,2,11,7,1,3,4,12,12,10,8,10,- -  -,
29012384,Daniel Powell,"M/AM (RL), ST (C)",14%,12,9,9,11,12,12,11,10,8,10,8,8,7,7,11,13,6,11,9,12,7,14,5,11,10,9,9,5,6,9,10,6,8,8,6,8,2,2,2,3,1,4,2,2,1,2,1,10,11,5,8,10,7,14,12,14,13,- -  -,
27088214,Emiliano Marcondes,"M/AM (C), ST (C)",50%,13,14,12,11,11,12,12,8,13,14,10,13,10,11,12,16,6,13,5,8,13,11,12,12,14,12,14,12,6,13,6,4,13,12,4,15,2,1,3,1,2,3,1,2,3,3,3,16,10,10,12,14,12,13,10,14,12,- -  -,Lst
29083588,Wes Burns,"WB/M (R), AM (RL)",3%,15,13,12,8,13,14,11,10,9,9,10,8,9,11,12,14,7,12,8,12,8,14,8,12,12,12,9,4,6,8,8,5,10,9,10,11,3,1,1,3,3,3,2,1,3,3,4,13,14,4,5,10,8,13,10,16,11,- -  -,
29066682,Nick Powell,"M/AM (C), ST (C)",6%,11,13,14,11,8,12,8,12,13,13,7,12,7,10,12,16,8,13,6,9,14,7,10,12,13,13,15,12,12,12,7,7,15,12,10,14,3,1,1,2,3,1,3,3,1,2,2,10,12,10,12,12,18,9,9,12,9,- -  -,
28101020,Kyle Edwards,"M (L), AM (RLC)",9%,15,13,11,7,11,14,11,6,9,11,11,9,8,8,11,13,6,13,8,8,11,12,10,11,14,10,12,6,7,10,9,6,9,3,6,12,2,1,1,1,3,2,3,3,2,3,3,14,9,7,9,11,9,10,12,10,13,- -  -,
28094954,Sergi Canos,"WB/M (R), AM (RL)",5%,13,14,13,9,13,12,12,11,14,13,13,13,12,13,15,15,9,12,10,12,13,14,12,13,14,11,14,11,9,12,5,5,13,11,9,14,2,2,1,3,3,1,1,3,1,1,2,14,13,7,9,12,8,13,8,14,10,- -  -,Wnt
28122646,Matthew Dennis,"AM (RL), ST (C)",23%,15,10,8,11,16,14,11,10,8,11,12,12,6,7,12,9,5,8,10,12,6,12,7,8,12,13,12,6,7,12,3,7,9,8,8,13,2,2,1,3,2,3,1,3,1,1,2,13,9,6,6,11,4,12,12,14,12,- -  -,
29158527,Sam Nombe,"AM (RL), ST (C)",10%,15,12,12,10,10,14,13,14,9,10,8,9,7,9,11,10,8,11,7,12,9,14,4,8,12,13,9,6,9,10,5,4,8,9,6,10,2,2,2,2,3,2,1,3,2,1,2,12,10,6,5,8,10,11,13,11,10,- -  -,Unh
2000141205,Keegan Horan,"AM (C), ST (C)",14%,13,13,2,6,11,13,4,3,13,3,6,7,2,7,10,12,2,9,4,5,6,6,5,3,7,13,10,3,9,3,1,1,6,7,3,12,3,2,2,2,2,2,4,2,3,3,3,12,9,1,8,6,6,11,10,6,10,- -  -,
28106932,Shayne Lavery,"AM (RL), ST (C)",3%,14,14,12,12,10,14,12,12,17,12,16,12,11,11,15,10,3,14,6,12,10,20,6,8,11,15,10,5,11,8,4,6,8,10,9,11,4,3,1,2,2,2,3,1,2,1,1,12,13,3,10,7,5,13,11,12,16,- -  -,
95039162,Idris Kanu,"M (R), AM (RLC), ST (C)",13%,13,13,13,10,13,13,13,10,8,9,8,9,8,6,12,13,5,10,8,8,8,7,5,8,13,8,8,4,7,8,4,4,8,10,7,10,2,2,1,1,2,3,1,1,2,1,3,14,8,3,3,5,5,10,9,9,9,- -  -,
18106037,Anass Zaroury,AM (RL),4%,15,15,9,10,12,14,12,10,5,13,14,11,12,13,17,16,7,13,9,11,10,12,9,11,14,7,14,8,5,9,6,7,12,9,5,14,2,2,2,2,3,3,2,1,3,3,1,14,12,3,14,2,12,8,11,17,8,- -  -,Set
2000015400,Henry Okenla,ST (C),7%,8,10,10,11,9,9,8,10,10,9,10,8,7,6,5,8,7,6,5,10,5,11,5,7,10,8,7,5,7,7,5,6,6,5,6,7,2,1,2,1,1,2,1,2,1,4,1,10,6,1,5,10,7,11,10,7,16,- -  -,
52094857,Dara Costelloe,"M/AM (L), ST (C)",8%,14,12,12,10,12,14,11,10,12,10,10,9,11,8,14,13,4,13,6,12,11,12,5,11,13,9,12,4,11,8,4,4,11,5,5,9,1,1,3,2,3,1,3,2,1,3,1,13,9,7,13,9,5,15,13,11,13,- -  -,Loa
5112501,Jordan Bowery,"AM (RL), ST (C)",11%,13,9,12,12,10,12,13,12,9,9,8,12,11,8,12,11,5,10,6,15,8,15,4,7,11,10,11,6,8,8,7,5,11,11,6,11,3,3,1,1,2,3,3,1,1,3,2,9,10,8,5,14,5,13,8,10,8,- -  -,
29219120,Sam Burns,"AM (L), ST (C)",17%,14,11,10,9,14,13,13,10,11,10,13,10,7,9,15,6,11,10,5,14,7,15,5,8,10,12,11,5,9,5,4,5,7,11,6,10,1,1,1,3,1,3,2,2,4,3,2,12,10,4,12,12,5,9,11,12,19,- -  -,Loa
28100540,Tahvon Campbell,ST (C),9%,14,13,11,9,12,13,11,11,5,8,2,9,8,8,7,15,6,12,7,10,9,10,6,8,10,11,10,5,8,8,3,3,8,8,3,12,3,4,2,3,1,1,2,1,2,2,3,14,12,4,2,10,4,7,11,8,7,- -  -,Inj
28044977,Omar Bogle,ST (C),13%,13,11,13,13,15,12,12,15,14,11,12,9,9,9,15,11,8,11,6,12,7,12,4,11,9,12,10,11,12,12,6,6,8,13,6,9,3,2,3,3,3,2,1,1,2,3,1,16,9,14,12,10,8,9,10,9,7,- -  -,
29074541,Ellis Harrison,"AM (RL), ST (C)",7%,13,13,12,15,13,12,13,13,11,10,10,10,11,9,8,12,7,12,9,11,11,12,9,11,10,11,10,7,13,10,6,5,9,12,6,12,3,1,1,1,2,1,2,1,1,2,2,11,9,13,6,11,4,7,8,10,7,- -  -,Wnt
29141779,Victor Adeboyejo,"AM (RL), ST (C)",16%,12,13,13,14,14,13,12,14,13,12,14,10,13,10,15,8,5,13,9,13,11,14,6,8,10,11,11,8,11,11,3,8,8,11,6,10,4,3,1,1,2,1,1,1,2,3,1,13,10,2,7,10,4,16,15,12,16,- -  -,
18089592,Manuel Benson Hedilazio,"M (L), AM (RLC), ST (C)",16%,15,12,6,6,12,16,10,8,15,10,14,8,12,12,12,12,5,8,5,8,10,9,13,13,15,9,13,11,4,10,6,4,12,12,4,14,3,1,2,1,3,4,1,2,1,4,1,14,13,1,7,16,10,11,10,12,13,- -  -,Set
89063107,Iliman N'Diaye,"AM (RLC), ST (C)",7%,14,15,13,8,12,14,11,8,6,11,11,13,12,12,8,15,10,14,8,10,11,12,8,10,15,13,14,10,12,12,6,5,12,10,7,13,3,2,3,3,2,2,1,3,3,2,1,10,12,2,11,11,5,10,12,11,15,- -  -,
29071195,Freddie Ladapo,"AM (L), ST (C)",25%,13,9,14,15,12,14,13,14,8,13,13,11,10,9,7,13,6,13,7,8,7,9,5,7,11,13,9,5,12,9,8,5,10,11,6,10,1,1,1,2,3,4,3,1,3,1,1,10,10,13,5,10,5,7,10,8,10,- -  -,Lst
29111430,Nicke Kabamba,ST (C),19%,12,13,13,10,5,12,12,10,8,8,8,10,8,10,10,8,3,12,5,7,8,7,5,5,9,12,8,5,10,8,7,5,7,12,3,10,2,1,3,1,2,3,1,2,4,2,3,8,10,5,5,8,5,13,10,7,10,- -  -,
29223444,Allahyar Sayyadmanesh,"AM (RL), ST (C)",15%,14,14,10,12,13,14,12,11,12,9,13,9,10,12,12,12,6,13,8,12,10,13,7,10,13,12,13,5,13,11,5,8,10,12,6,14,1,2,3,3,3,2,1,2,2,3,3,15,11,6,8,9,9,12,9,12,13,- -  -,
29087449,Sullay Kaikai,"M (L), AM (LC), ST (C)",17%,12,13,12,10,14,13,11,11,6,11,8,12,11,10,13,13,5,13,4,10,13,10,11,13,14,12,13,11,7,11,5,6,13,11,7,13,3,1,1,2,1,1,2,1,2,3,1,16,7,4,5,9,11,12,13,14,14,- -  -,Wnt
29086008,Mason Bennett,"AM (RLC), ST (C)",10%,15,13,13,11,15,14,13,15,13,10,14,9,10,9,15,11,3,12,6,12,8,13,8,11,12,11,8,4,9,9,3,3,9,9,9,11,3,2,1,2,1,3,1,2,1,3,3,15,10,2,10,8,15,9,9,12,11,- -  -,
90037889,Conor Washington,"AM (RL), ST (C)",12%,14,12,14,10,14,13,13,12,12,12,12,11,9,12,14,11,7,13,6,13,11,16,7,9,10,12,11,8,10,11,6,5,10,13,6,11,2,3,1,1,4,1,3,1,3,2,3,12,11,10,9,8,7,13,10,11,14,- -  -,
