UID,Name,Position,Conv %,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Amb,Cons,Cont,Dirt,Imp M,Inj Pr,Prof,Spor,Vers,Temp,Rec,Inf
2000068141,Alan Lubaski,"AM (C), ST (C)",8%,10,9,9,12,11,9,8,12,10,10,9,7,8,10,12,11,5,9,9,10,9,9,6,8,9,12,11,7,12,12,5,7,10,10,7,11,1,4,1,1,4,2,3,2,3,2,1,10,9,9,4,10,9,10,10,10,9,- -  -,Inj
2000114854,Neđeljko Kovinić,"AM (L), ST (C)",24%,10,9,9,13,10,10,9,13,9,10,5,13,8,13,4,10,5,6,8,8,8,9,8,10,13,10,13,6,14,9,6,7,13,7,4,11,3,1,1,2,3,3,1,2,3,3,3,9,20,2,11,10,12,11,11,13,13,- -  -,
96117682,Bartosz Bida,"AM (RL), ST (C)",16%,11,11,9,8,7,12,10,9,15,11,12,11,11,11,14,11,10,12,10,12,12,14,9,9,12,11,11,10,10,10,5,6,11,7,7,13,2,3,2,1,1,1,1,2,4,3,2,14,8,5,5,13,12,14,15,12,13,- -  -,
91190770,Lars Kehl,"M/AM (LC), ST (C)",8%,13,13,10,5,12,12,10,7,9,10,9,10,10,12,12,15,7,10,6,12,13,10,10,10,12,12,14,9,5,9,1,7,13,8,8,12,3,2,3,4,1,2,1,4,2,3,3,12,13,2,3,12,3,14,10,14,12,- -  -,
25061796,Oliver Velich,ST (C),12%,13,12,7,12,14,13,7,12,5,7,6,8,7,6,13,6,2,8,6,9,5,10,9,6,16,9,9,9,16,10,9,7,9,5,2,9,1,3,3,4,1,3,2,1,1,1,3,10,14,8,5,5,6,12,11,11,13,- -  -,
2000058361,Kryštof Daněk,M/AM (C),2%,15,15,13,12,16,14,11,12,8,10,5,7,8,10,11,13,3,9,10,9,14,13,8,8,10,14,15,8,9,7,5,9,13,5,8,13,2,1,3,3,2,1,4,1,2,1,3,11,12,3,5,16,6,13,12,10,19,- -  -,
2000167236,Graham Metuk,ST (C),29%,12,14,8,4,9,14,7,4,7,10,3,9,7,11,6,11,7,13,7,6,7,7,3,6,9,10,7,5,12,7,6,6,7,1,6,11,3,2,1,1,2,2,1,1,2,2,1,9,11,1,9,15,5,11,10,10,18,- -  -,
2000127912,Gabriel Kirejczyk,ST (C),10%,8,7,9,16,10,7,10,13,8,10,6,10,5,9,9,9,8,14,6,7,8,8,7,6,12,9,13,6,11,5,3,3,8,6,6,10,1,4,1,1,3,2,1,1,1,3,2,12,10,6,11,15,11,11,12,10,19,- -  -,
2000130463,Ayman Aourir,"AM (C), ST (C)",25%,11,16,8,3,9,11,8,5,14,9,13,7,7,9,8,13,5,14,5,10,10,12,7,12,10,11,15,8,10,12,5,5,12,2,7,14,3,3,1,3,2,2,3,2,1,3,1,12,5,3,9,14,10,12,9,13,13,- -  -,
43486452,Roman Cerepkai,ST (C),24%,13,13,6,5,12,13,7,6,13,7,5,7,7,13,12,10,8,13,7,6,6,7,7,5,13,14,12,6,13,3,5,3,2,3,1,11,3,1,1,2,1,3,1,3,1,1,4,9,12,6,8,10,9,9,10,11,13,- -  -,
37084922,Mike Frimpong,"AM (RL), ST (C)",5%,12,13,13,11,14,12,12,11,5,7,3,15,8,7,8,12,5,12,7,9,10,9,7,9,11,8,9,7,5,5,3,7,10,5,5,11,3,3,1,1,2,3,3,2,3,2,2,13,11,5,10,9,8,8,12,8,14,- -  -,
83261140,Francisco Conceição,AM (R),16%,15,16,11,6,13,14,11,8,13,12,15,12,11,11,14,19,8,14,5,8,12,13,13,12,16,11,14,12,6,11,3,4,13,11,5,15,1,2,2,2,2,2,1,1,1,2,3,13,11,16,14,13,3,15,5,6,7,- -  -,
2000175468,Emirhan Demircan,"M (L), AM (RL)",17%,14,12,10,12,13,14,10,9,7,9,7,8,7,8,12,16,3,11,5,9,13,9,7,9,14,11,13,8,7,9,3,4,11,7,5,13,4,2,1,1,2,1,2,2,1,3,3,10,13,6,3,5,6,13,14,12,15,- -  -,Wnt
2000104850,Mathys Tel,"AM (RL), ST (C)",14%,15,12,12,12,15,15,11,13,8,11,10,12,10,9,16,16,12,12,7,11,12,11,11,8,14,12,12,12,12,11,3,5,12,14,6,14,3,3,4,3,1,2,4,3,2,1,3,17,13,7,6,14,5,11,15,17,16,- -  -,Int
2000056924,Ladislav Krobot,ST (C),15%,13,14,3,11,14,14,7,7,10,10,8,11,8,11,13,11,7,11,8,7,5,8,6,3,12,10,13,5,14,8,4,5,6,8,1,12,2,3,1,4,1,2,1,2,3,3,3,9,10,3,6,4,10,11,13,11,16,- -  -,
2000228315,Adam Kamil,"M (C), AM (RC)",33%,13,15,7,8,12,14,6,5,14,7,4,7,7,8,7,7,8,3,4,6,12,7,5,8,11,9,11,5,6,5,3,5,11,4,7,8,2,3,1,3,3,3,2,4,2,3,3,8,6,7,11,8,5,12,11,8,12,- -  -,
2000127928,Irsan Murić,"AM (C), ST (C)",17%,13,13,6,6,13,13,7,8,13,10,5,8,7,10,4,13,5,11,5,6,9,8,4,2,11,12,10,5,13,5,1,4,8,3,3,14,3,1,2,3,2,3,2,2,2,1,2,12,13,6,8,5,6,10,8,8,16,- -  -,
2000158501,Krystian Bociek,"AM (C), ST (C)",100%,14,12,6,9,12,10,5,5,14,9,7,12,5,9,15,11,10,11,3,6,7,7,4,5,10,13,13,6,9,1,4,1,7,7,3,10,2,2,4,3,2,3,1,1,3,3,1,10,9,2,15,5,11,9,8,8,16,- -  -,
2000196913,Aleksander Tobolik,"AM (RLC), ST (C)",100%,13,10,8,4,14,12,9,5,12,11,6,9,2,12,17,10,7,8,4,6,11,8,6,10,14,13,14,5,5,5,6,3,13,7,5,11,2,2,3,2,3,3,2,1,1,3,2,11,7,8,8,14,12,12,12,6,19,- -  -,Inj
2000197403,Nico Hayer,AM (C),100%,15,12,5,5,10,11,14,6,12,9,5,7,7,7,12,14,8,11,6,8,9,13,5,6,11,12,11,1,3,6,1,2,12,5,4,14,2,3,3,1,1,2,3,3,2,3,3,11,7,6,9,13,8,13,10,12,17,- -  -,
16190835,Amir Abdijanovic,"AM (C), ST (C)",6%,12,12,9,10,11,11,11,10,5,10,10,10,11,10,6,12,7,11,11,11,10,12,2,2,12,10,10,6,7,9,3,7,8,2,9,11,2,2,3,2,3,3,3,3,1,1,2,6,8,1,13,16,10,7,12,12,16,- -  -,
2000052090,Petr Jaroň,M/AM (RL),20%,13,14,10,6,10,12,11,6,9,12,10,10,9,12,15,14,7,12,8,11,11,12,11,11,14,12,12,10,7,9,6,9,11,12,9,13,3,2,2,3,3,2,2,3,2,3,2,11,11,4,8,11,5,12,8,10,17,- -  -,
37080541,Fodé Fofana,"AM (RL), ST (C)",22%,12,15,11,16,14,12,11,8,5,10,7,14,7,11,11,15,12,9,5,11,12,8,11,12,14,12,14,11,13,10,8,6,13,9,5,15,3,2,3,1,1,2,1,1,3,2,2,13,9,1,7,10,17,11,13,10,17,- -  -,
42094298,Osher Davida,"AM (RLC), ST (C)",15%,13,12,11,7,11,13,11,12,13,12,12,10,10,10,7,13,10,12,11,11,11,13,11,12,13,10,9,10,9,10,8,11,12,5,11,13,3,2,2,1,2,1,3,3,3,3,4,14,12,4,7,11,8,15,9,13,12,- -  -,
96137843,Piotr Samiec-Talar,"AM (RL), ST (C)",28%,12,11,9,12,7,12,10,8,7,8,9,10,11,10,12,12,3,12,5,5,11,11,8,8,13,9,12,9,11,11,10,3,11,7,3,12,1,1,1,2,3,3,2,2,4,1,3,13,7,6,11,4,13,15,14,13,20,- -  -,
25062522,Adam Karabec,M/AM (C),8%,15,13,13,12,13,14,13,11,5,12,7,11,12,11,13,16,7,12,7,8,9,12,9,6,12,10,14,10,8,7,7,5,12,12,7,13,2,1,1,2,1,1,2,1,3,2,2,14,10,5,5,13,8,14,13,10,10,- -  -,
43390711,Nicolas Penner,M/AM (C),3%,14,11,9,5,15,11,9,8,6,6,3,9,8,14,8,9,10,10,8,9,12,14,5,9,10,9,13,8,5,7,8,9,9,4,10,8,3,2,4,1,1,2,3,3,3,3,2,11,17,1,6,6,10,11,10,15,10,- -  -,
37078917,Mohammed Tahiri,"AM (C), ST (C)",11%,12,12,11,6,15,12,11,8,13,7,10,7,5,8,10,12,6,10,9,9,10,10,8,5,12,9,14,8,11,8,4,8,12,12,8,15,3,3,2,2,3,2,3,2,1,3,1,11,12,4,13,9,13,9,14,12,12,- -  -,
92095068,Maximilian Breunig,"AM (RL), ST (C)",10%,11,9,15,17,12,11,12,15,9,9,12,11,12,11,4,9,9,14,7,11,9,12,4,9,9,9,9,7,13,8,4,6,8,7,9,8,2,3,3,2,3,3,3,3,2,3,3,11,9,3,5,8,11,12,11,4,12,- -  -,
2000069588,Cameron Arnold,ST (C),15%,10,13,9,12,12,14,11,11,6,7,8,14,9,12,15,14,8,8,6,7,6,8,5,8,9,4,11,7,12,8,5,5,8,8,6,10,2,4,1,2,2,3,1,1,3,1,4,9,8,8,8,7,11,13,12,10,12,- -  -,
18111484,Johan Bakayoko,AM (RL),16%,14,14,12,10,12,14,13,8,5,12,10,9,9,10,12,14,4,12,5,9,8,11,12,12,14,8,12,14,9,12,11,4,12,5,5,14,3,2,1,2,2,2,1,3,1,3,3,12,11,6,7,13,5,12,13,13,14,- -  -,
2000167230,Frankline Tangiri,"M (R), AM (RL)",19%,12,14,7,3,7,13,8,5,11,9,8,9,5,12,18,11,10,6,4,6,8,7,8,11,13,8,9,5,6,6,3,4,11,6,7,10,3,2,3,1,3,3,1,1,3,1,2,12,16,5,6,14,11,13,11,11,11,- -  -,
37084880,Daan Rots,"M (R), AM (RLC)",6%,13,13,11,11,12,13,12,7,9,12,11,13,12,12,11,8,8,12,5,13,12,15,11,15,11,8,12,10,11,9,10,5,14,7,5,11,3,4,3,3,3,2,2,3,3,2,4,9,12,6,15,9,5,9,12,14,15,- -  -,
37078348,Jeremy Antonisse,"AM (L), ST (C)",11%,13,12,10,10,11,13,11,12,8,8,10,8,11,13,12,9,11,13,5,11,11,12,10,12,13,9,11,10,8,13,6,5,12,11,5,12,1,2,2,1,1,4,4,4,3,3,1,14,11,2,14,9,12,13,9,12,19,- -  -,
37077913,Derensili Sanches Fernandes,AM (RL),23%,13,13,9,9,6,11,9,6,12,13,8,9,11,14,10,15,5,9,4,6,13,12,6,9,13,7,10,8,10,12,8,4,7,1,5,12,2,2,2,4,3,2,1,2,1,3,1,13,12,3,12,9,9,11,12,16,13,- -  -,Inj
2000114473,Arijon Ibrahimović,"M (C), AM (RLC)",6%,13,13,11,9,14,14,12,12,8,11,10,11,9,11,15,15,5,12,9,11,13,12,12,12,15,12,14,14,8,13,2,7,13,12,8,14,3,2,1,3,3,3,4,3,2,2,1,17,14,11,6,13,4,12,10,12,10,- -  -,Loa
29193934,Leon Maloney,"M (R), AM (RL), ST (C)",18%,13,10,11,7,14,13,12,11,8,10,9,9,8,9,7,10,8,11,8,9,10,10,8,11,12,10,9,5,8,7,5,4,10,7,4,9,2,2,2,3,1,3,3,2,3,1,2,12,11,4,5,8,10,11,13,10,10,- -  -,
2000066007,Evan Rotundo,"M (C), AM (RLC)",2%,12,12,8,6,13,12,11,7,7,8,7,11,8,9,16,14,5,11,9,11,13,10,13,12,13,8,12,13,5,10,3,8,13,10,9,13,1,3,2,3,1,2,2,1,3,2,3,13,11,4,3,7,7,16,15,12,16,- -  -,
25048088,Jan Silný,ST (C),8%,11,8,12,11,15,12,10,13,13,10,11,12,11,13,13,7,8,9,8,14,11,13,9,7,8,12,10,10,14,6,1,10,11,10,5,12,2,3,2,4,1,3,1,1,1,2,2,11,9,3,4,12,6,12,15,12,14,- -  -,
84159765,Francis Momoh,ST (C),21%,13,11,13,12,13,15,13,14,13,11,12,10,12,12,12,13,6,12,6,12,11,13,6,7,11,11,11,6,10,9,4,4,9,7,6,12,1,1,1,1,1,1,3,3,3,2,3,12,9,6,7,9,7,14,10,2,20,- -  -,
96150940,Dawid Kocyła,"AM (RL), ST (C)",11%,14,14,7,10,13,12,9,7,11,9,12,8,10,7,12,12,8,12,7,12,11,13,9,9,12,7,11,6,8,7,8,6,10,9,8,12,3,3,2,3,3,2,1,2,1,3,3,11,10,3,13,9,6,13,12,14,12,- -  -,
2000013497,Przemysław Kapek,"AM (C), ST (C)",20%,9,8,11,9,12,11,11,10,11,12,6,11,9,10,4,8,5,12,10,9,8,10,8,7,10,12,13,9,12,9,4,8,11,4,6,9,2,3,3,2,1,3,1,1,4,3,3,12,9,1,10,6,10,12,12,10,20,- -  -,Inj
2000056930,Vojtěch Stránský,ST (C),19%,13,13,7,11,10,12,13,6,14,10,9,11,9,7,12,7,6,13,7,7,6,9,7,6,13,14,9,8,14,7,2,7,6,7,4,8,3,2,1,3,1,3,2,1,2,1,3,10,14,3,6,12,12,12,8,11,14,- -  -,
85023676,Thorgan Hazard,"M (RL), AM (RLC), ST (C)",21%,14,13,10,8,11,14,13,9,14,11,10,11,13,12,13,13,10,13,8,15,13,15,15,14,13,12,14,13,7,13,7,8,13,13,8,15,1,3,2,1,1,3,3,1,1,3,3,16,14,8,6,12,16,16,14,18,14,- -  -,Frt
2000116934,Iwan Seglias,ST (C),4%,12,10,6,12,14,9,4,6,8,9,4,7,6,11,2,8,3,13,4,5,6,6,5,2,13,13,9,5,13,5,3,2,6,3,2,7,3,3,1,2,3,2,3,2,2,3,1,12,7,1,10,14,8,11,11,7,13,- -  -,
2000059486,Miłosz Strzeboński,AM (C),13%,13,13,8,8,16,13,12,5,12,9,7,11,5,11,14,11,11,8,4,6,10,8,4,5,9,11,7,4,7,5,3,2,8,4,5,10,3,2,1,2,1,3,1,1,3,1,1,12,10,4,5,8,8,9,11,12,14,- -  -,
49039001,Noha Ndombasi,"AM (R), ST (C)",10%,14,14,9,5,11,14,10,7,7,12,6,8,9,9,12,10,2,6,9,8,6,10,8,8,14,8,14,8,13,8,4,7,6,5,8,9,1,3,2,3,3,2,3,3,3,1,3,14,13,1,7,9,12,10,12,14,16,- -  -,
2000047835,Dawid Krzyżański,M/AM (C),10%,10,13,9,9,6,11,7,5,9,11,9,10,10,9,3,11,1,12,9,9,14,10,8,5,11,10,7,5,8,11,6,7,8,4,10,11,2,4,2,1,3,3,4,3,1,1,2,10,11,7,10,13,7,11,12,14,20,- -  -,
96143996,Ernest Terpiłowski,AM (C),3%,13,13,8,7,12,14,12,8,9,11,8,10,10,9,12,12,6,12,8,12,11,14,9,11,13,10,12,8,9,8,3,6,11,8,7,12,3,3,1,1,4,2,2,1,3,2,1,9,10,5,7,10,6,12,12,7,12,- -  -,
96160095,Radosław Zyśk,"AM (L), ST (C)",20%,11,9,9,12,12,11,8,11,11,10,7,9,4,12,10,11,8,12,9,8,7,10,6,10,9,8,8,8,8,10,1,5,14,8,4,13,2,3,1,2,1,3,1,2,3,3,2,10,9,6,15,3,10,11,14,10,14,- -  -,
96145475,Filip Szymczak,ST (C),17%,14,14,10,7,11,12,9,11,12,12,9,10,9,9,8,14,4,8,8,7,9,5,7,6,9,13,14,8,7,9,2,5,9,13,1,11,3,3,2,1,2,1,1,2,2,2,1,11,16,3,5,14,6,11,14,10,12,- -  -,
2000083206,David Nekvasil,"AM (C), ST (C)",14%,11,9,7,4,17,13,9,6,10,10,8,9,7,12,6,9,8,12,5,7,7,8,6,7,11,12,14,5,11,8,1,4,8,8,3,10,2,1,2,3,3,2,2,2,3,2,1,12,9,2,14,7,11,14,11,10,19,- -  -,
2000138516,Paul Wanner,"M (C), AM (RC)",9%,15,14,13,12,14,14,11,7,6,10,8,13,9,11,13,16,5,12,7,11,14,12,13,11,13,11,14,12,7,11,4,7,14,13,7,15,2,1,1,2,2,2,3,3,1,3,1,19,14,2,4,13,4,15,14,16,17,- -  -,Loa
2000072137,Timon-Julian Widiker,AM (RLC),1%,12,12,6,11,16,12,11,5,7,6,5,12,4,10,10,15,3,10,4,5,9,7,5,9,11,8,9,5,3,5,1,3,7,6,5,10,2,3,1,2,2,3,1,2,2,1,1,10,8,5,7,9,5,10,13,8,12,- -  -,
19393073,Leandro Lima,"AM (RLC), ST (C)",23%,12,12,8,3,14,11,8,1,10,8,4,9,7,14,2,14,10,14,7,8,7,9,4,8,11,13,10,4,8,9,7,6,9,8,2,10,3,1,1,1,2,2,3,1,1,3,2,7,9,1,7,4,12,10,12,11,10,- -  -,
22071728,Martin Minchev,"M (R), AM (RL), ST (C)",14%,14,14,10,9,11,14,11,10,11,9,12,12,10,11,14,16,7,12,4,10,12,11,9,11,14,11,12,10,6,11,2,3,11,13,5,12,1,3,3,1,1,2,1,1,3,3,1,15,12,7,8,13,8,15,13,13,11,- -  -,
2000055723,Oldřich Pragr,"AM (R), ST (C)",8%,14,13,6,4,13,13,4,6,12,10,7,9,6,10,3,13,9,10,6,5,6,6,5,5,11,6,9,4,13,5,5,4,9,3,3,7,2,3,1,3,1,3,3,1,1,2,3,11,9,4,12,6,9,13,14,11,16,- -  -,
37071199,Sontje Hansen,"AM (RLC), ST (C)",12%,13,14,11,6,10,13,11,10,3,11,9,11,10,10,14,14,4,12,4,8,11,9,7,9,14,11,15,11,7,8,3,6,11,13,2,14,1,2,1,3,3,1,2,2,3,2,3,15,10,6,3,12,8,15,12,11,11,- -  -,
2000064133,Filip Vecheta,ST (C),28%,10,11,8,6,11,10,10,8,12,14,8,9,3,13,10,11,1,12,8,7,4,8,7,4,14,14,14,7,14,8,6,6,5,5,4,12,2,3,2,1,2,1,3,1,3,2,3,8,8,5,13,14,8,14,9,9,13,- -  -,
37088406,Julian Rijkhoff,ST (C),12%,11,12,11,11,14,13,13,11,6,12,10,12,10,14,15,14,8,13,9,6,10,10,8,5,12,12,12,8,12,10,7,7,11,11,5,13,1,3,3,2,3,1,2,3,3,2,3,12,11,7,12,11,3,9,9,10,15,- -  -,Loa
91150149,Michael Eberwein,"DM, M/AM (C), ST (C)",33%,8,7,11,14,15,11,13,12,10,11,11,12,12,14,6,10,8,13,8,13,10,12,6,8,10,11,12,7,12,8,9,7,11,13,6,12,2,1,3,2,1,2,3,2,1,2,3,12,12,6,6,11,6,12,12,13,17,- -  -,Lst
2000136061,Felix Geisler,ST (C),17%,13,11,5,4,12,13,7,5,13,5,6,9,5,10,4,7,2,8,5,4,5,5,4,2,8,13,12,4,10,4,1,4,5,5,3,7,1,1,3,2,2,3,3,1,1,4,2,11,16,4,7,6,14,10,12,9,14,- -  -,
13215218,Thibaut Klidjé,ST (C),10%,13,13,13,8,13,13,12,8,8,12,11,10,12,11,15,13,7,13,7,11,12,12,8,8,14,12,12,9,7,12,5,6,11,9,6,12,1,1,2,4,1,2,2,2,3,1,4,12,12,2,8,11,7,12,11,14,18,- -  -,
2000148457,Lukáš Bergmann,ST (C),25%,12,12,5,12,18,12,6,3,11,5,6,6,5,6,15,6,1,8,5,4,3,4,2,1,11,13,11,3,11,5,1,1,5,2,1,5,1,1,1,1,1,3,2,1,3,1,3,12,8,8,11,10,13,12,7,9,11,- -  -,
18110543,András Németh,"AM (C), ST (C)",33%,12,10,10,11,16,12,15,8,5,14,10,12,8,10,11,11,11,14,10,9,12,11,9,10,12,14,13,9,11,11,6,8,11,9,8,14,1,2,3,1,3,1,3,1,2,2,1,12,6,8,8,6,12,12,2,9,11,- -  -,
2000148019,Dia Tchadjobo,"M (R), AM (RL), ST (C)",9%,14,13,7,8,13,14,5,4,8,8,8,7,6,10,16,11,6,8,4,8,9,5,6,7,12,10,10,6,7,8,6,4,10,1,6,11,3,1,3,1,1,2,2,4,2,1,2,12,9,7,10,1,13,11,10,8,18,- -  -,
2000035859,Nilson Angulo,"AM (RLC), ST (C)",10%,15,10,10,10,14,13,13,10,9,9,10,13,9,15,8,13,5,14,5,8,13,8,7,10,14,10,12,9,9,9,2,5,12,7,5,14,1,3,1,2,3,3,2,1,1,3,1,14,12,6,11,5,6,10,10,10,17,- -  -,Wnt
91179557,Timo Bornemann,"AM (R), ST (C)",18%,13,12,13,13,13,14,13,12,11,11,11,10,12,11,13,12,8,14,6,12,11,12,7,9,12,10,13,8,10,8,9,5,9,11,5,11,2,2,3,2,3,1,3,3,3,1,1,13,13,6,13,13,5,13,13,11,13,- -  -,Loa
2000010943,Bartosz Krzysztofek,ST (C),13%,13,10,9,13,14,10,7,10,13,13,7,8,6,12,17,10,10,6,8,7,6,8,6,8,13,9,12,5,10,8,2,5,8,1,1,10,1,1,3,3,2,3,2,1,2,1,1,9,9,7,9,16,10,10,11,11,13,- -  -,
2000064578,Štěpán Miláček,ST (C),16%,12,12,4,4,8,12,5,5,15,5,6,12,4,12,5,10,4,9,1,3,4,4,3,2,12,12,6,3,8,5,2,1,3,8,1,8,3,2,2,2,2,1,2,2,2,2,1,9,8,3,8,15,8,14,11,8,18,- -  -,
96154410,Maciej Twarowski,ST (C),12%,10,9,12,14,11,10,12,14,12,10,9,8,10,10,17,10,5,7,8,11,10,7,9,6,8,11,11,9,12,8,8,8,10,5,7,7,2,4,3,1,1,3,3,3,2,1,2,11,11,6,11,3,13,14,13,10,15,- -  -,
2000130361,Daniel Smékal,"AM (C), ST (C)",17%,12,11,12,14,11,14,12,10,10,12,8,12,10,11,11,11,8,12,7,10,9,13,5,6,11,13,12,7,13,11,7,9,10,11,6,12,1,2,1,4,1,2,3,1,3,3,3,12,11,8,6,11,5,11,11,10,18,- -  -,
43486874,Kaly Sène,"AM (RL), ST (C)",17%,15,11,13,10,13,15,14,13,10,12,10,13,10,9,16,10,6,14,7,12,9,13,5,8,12,13,11,5,10,8,4,5,10,8,6,12,3,4,3,2,2,3,4,3,1,1,2,12,8,6,12,9,5,13,12,12,10,- -  -,Inj
16337587,Cem Üstündag,"M/AM (R), ST (C)",15%,13,11,9,11,12,11,9,7,8,11,5,13,4,12,16,8,8,14,8,9,10,10,5,8,14,14,11,6,10,7,5,5,9,10,8,10,3,2,1,3,4,1,2,4,2,3,2,13,14,4,11,9,7,11,11,12,18,- -  -,
12094016,Abdel Rachid Zagré,ST (C),23%,13,11,9,10,11,12,13,9,5,12,9,12,7,12,16,9,2,14,8,8,9,9,7,8,12,14,11,7,14,5,6,5,6,9,2,10,2,2,4,1,1,3,2,3,1,1,2,11,16,4,9,17,6,10,11,10,16,- -  -,
2000065818,Ohene Köhl,ST (C),20%,13,12,8,8,13,13,12,10,12,9,4,11,5,10,14,10,8,9,5,6,7,7,5,5,13,10,13,5,12,7,5,3,8,6,1,10,2,1,2,2,1,2,3,4,1,3,1,13,11,2,6,5,10,12,9,8,10,- -  -,Int
2000062433,Andréa Librici,"AM (RL), ST (C)",29%,13,10,9,9,15,13,7,7,8,12,7,12,9,8,4,12,10,10,9,8,8,11,6,9,10,11,10,5,9,10,7,8,10,9,7,10,1,3,3,1,2,2,3,3,3,3,2,10,9,6,9,10,6,12,13,8,15,- -  -,
2000044875,Alessio Besio,ST (C),16%,12,11,13,12,14,13,12,13,11,12,12,11,10,11,15,9,7,12,6,12,8,13,5,8,11,11,11,6,11,8,5,6,10,10,6,11,3,2,3,2,1,1,3,3,2,2,2,11,12,4,6,16,5,14,9,12,13,- -  -,Wnt
2000064819,Nando Toggenburger,ST (C),24%,11,12,9,10,13,12,10,10,9,8,10,9,8,9,13,13,6,11,5,11,8,11,6,8,12,12,12,6,9,8,4,5,10,11,7,12,1,2,2,3,2,3,4,2,2,1,4,10,17,2,7,11,6,10,8,9,20,- -  -,
91204663,Eren Dinkci,"AM (RL), ST (C)",14%,12,15,15,6,15,14,10,6,8,11,10,9,10,8,13,10,11,11,10,9,10,11,10,12,15,11,15,8,11,9,3,7,9,5,8,13,1,3,3,3,3,3,4,1,1,1,4,14,14,8,11,15,9,10,10,13,15,- -  -,
2000062312,Marco Arambasic,"AM (C), ST (C)",11%,14,10,10,15,8,11,7,8,9,10,5,9,10,10,12,12,2,16,9,9,13,11,8,6,14,11,10,9,13,9,5,8,11,7,4,11,1,1,3,3,1,3,1,2,3,2,2,13,15,8,7,13,6,11,9,11,13,- -  -,
96148402,Rafał Adamski,ST (C),21%,8,8,13,15,15,10,12,13,12,12,14,8,9,11,9,13,9,12,8,10,7,13,7,8,9,9,9,7,13,11,6,9,6,6,5,8,3,3,1,3,1,2,1,2,3,3,2,10,8,8,7,17,12,9,9,10,18,- -  -,
72051710,Simon Colyn,"AM (C), ST (C)",40%,13,13,13,8,9,13,8,7,8,12,9,9,12,7,12,10,13,14,11,14,11,12,10,8,11,10,10,12,12,12,7,5,10,6,6,11,2,1,2,3,2,1,3,4,1,3,2,15,19,4,12,14,7,11,10,12,13,- -  -,
2000026526,Kamil Chiliński,ST (C),14%,9,8,12,14,8,8,11,14,11,9,13,11,8,11,9,12,6,11,7,10,8,7,6,8,7,12,7,6,11,11,8,4,6,9,4,6,3,1,4,2,1,1,1,2,1,3,2,12,8,6,7,11,6,10,14,6,13,- -  -,
96142651,Hubert Turski,ST (C),17%,8,11,10,14,12,10,14,13,11,8,12,10,13,11,16,14,11,13,8,12,12,15,4,2,7,11,10,2,10,6,6,5,8,6,8,10,1,2,3,2,2,2,2,3,2,2,3,15,11,8,11,10,14,14,14,12,8,- -  -,
2000052649,Kevin Halabaku,"AM (L), ST (C)",18%,13,10,8,9,17,12,9,7,13,8,7,6,8,11,10,13,10,12,6,8,9,9,8,12,13,11,13,7,8,8,6,7,6,6,8,13,3,2,1,3,3,3,2,3,3,2,1,10,20,4,10,3,10,11,7,11,8,- -  -,
37065620,Brian Brobbey,ST (C),15%,14,13,17,12,13,13,12,17,6,13,14,15,12,14,14,14,8,11,5,11,9,14,5,6,11,14,13,10,13,10,4,5,11,12,4,13,1,3,3,3,1,1,4,3,1,1,1,14,13,7,4,11,12,15,9,6,15,- -  -,
2000049711,Mateusz Kempski,ST (C),12%,13,10,3,13,12,11,6,7,11,9,4,8,6,9,9,12,2,13,6,5,5,6,5,4,10,13,10,4,14,6,3,1,1,2,2,9,2,3,3,1,2,3,3,1,1,2,2,9,8,7,13,6,11,12,9,10,20,- -  -,
92097250,Moritz Broschinski,"M/AM (R), ST (C)",13%,12,11,11,14,12,10,15,8,5,11,10,8,7,11,10,13,10,16,10,10,11,12,10,11,14,14,10,9,11,9,9,8,12,9,5,13,1,1,1,3,2,1,1,3,1,3,1,11,14,1,12,9,11,13,11,14,20,- -  -,Loa
96145601,Kamil Duszkiewicz,ST (C),20%,13,9,6,9,12,10,9,8,8,10,6,8,3,12,9,11,3,12,3,6,6,6,3,4,9,13,7,6,7,3,2,4,6,4,1,10,2,1,2,4,2,4,2,2,3,1,3,10,9,5,3,12,7,10,10,7,19,- -  -,
2000167234,Emmanuel Agbor,ST (C),11%,14,13,7,1,14,13,9,4,12,10,6,7,6,10,10,7,10,14,2,6,7,7,6,3,11,13,12,3,12,7,1,5,7,7,1,7,2,3,1,3,2,2,3,1,3,2,1,11,10,1,14,7,5,9,11,10,16,- -  -,
16283774,Justin Forst,"AM (C), ST (C)",10%,15,13,10,8,15,13,10,8,8,10,8,8,9,7,3,9,8,10,7,9,12,11,9,10,13,14,15,9,15,9,7,8,11,5,6,11,2,2,1,1,2,2,3,2,2,1,4,10,8,3,8,5,8,8,13,9,11,- -  -,
16282795,Thomas Geris,ST (C),16%,10,13,8,12,12,12,9,7,5,11,8,11,5,10,14,9,8,13,5,7,7,7,6,3,8,13,13,6,13,7,3,7,6,8,2,10,1,4,2,3,3,1,3,2,3,2,3,9,10,5,11,11,11,11,10,9,20,- -  -,Inj
