UID,Name,Position,Tcon/90,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Rec,Inf
2000112188,Aidan Roxburgh,D (RL),1.13,11,9,6,8,13,7,11,10,6,8,8,7,9,14,15,5,4,3,9,7,6,6,5,7,5,3,8,1,7,1,6,8,10,2,11,6,3,1,2,2,3,1,1,3,4,3,2,- -  -,
55027761,Mário Rui,D/WB/M (L),0.97,15,15,12,5,16,14,14,10,13,14,15,12,13,14,15,12,9,12,13,14,11,15,12,14,8,6,14,11,7,10,11,14,14,6,15,14,2,2,2,2,1,1,2,2,2,2,3,- -  -,Ret
83283239,Tiago Santos,D/WB/M/AM (R),1.21,16,15,13,5,14,15,14,7,8,12,8,13,12,13,13,16,8,12,8,11,11,12,7,12,14,8,14,9,9,10,10,8,12,9,14,14,3,1,2,2,3,1,2,3,1,2,1,- -  -,
29063515,George Williams,D/WB (R),0.90,13,12,9,14,13,11,11,11,12,12,12,10,12,10,14,6,13,9,11,13,10,12,7,13,9,5,9,5,12,7,13,11,11,5,12,10,2,3,2,1,3,3,3,4,2,1,1,- -  -,
2000050752,Danny Imray,D/WB (R),0.92,12,11,9,9,12,12,12,9,8,8,8,6,10,8,13,7,6,5,8,8,7,8,5,9,8,3,8,5,9,7,7,9,8,5,9,9,1,1,3,3,1,3,1,2,1,2,2,- -  -,
61085725,Josh Edwards,D/WB (L),1.09,11,11,9,14,12,10,15,10,9,10,12,10,9,12,9,9,8,11,12,10,7,10,7,10,11,5,9,5,7,8,14,12,11,6,12,11,3,1,1,2,2,1,4,2,3,1,2,- -  -,
43295110,Raoul Bellanova,D/WB/M (R),1.26,16,14,13,13,15,16,14,13,11,13,14,13,15,13,16,11,10,11,12,10,12,12,5,14,13,8,14,5,11,7,8,12,12,5,10,12,1,3,2,1,2,3,3,1,1,3,1,- -  -,
43296005,Tommaso Cassandro,D/WB (R),0.75,16,16,11,10,12,14,16,10,12,14,11,12,13,12,12,10,14,9,12,14,11,13,7,11,11,7,12,7,9,8,11,10,12,7,11,10,1,3,3,3,4,1,2,1,1,1,3,- -  -,
85096693,Frédéric Guilbert,D/WB (R),1.02,13,14,13,11,14,14,15,13,13,13,13,12,14,12,15,13,12,13,11,14,12,16,5,14,11,11,12,8,12,11,16,11,12,8,12,12,1,1,3,1,1,3,1,3,2,2,1,- -  -,
25048609,Eldar Ćivić,D/WB/M/AM (L),1.23,14,14,13,9,14,14,12,12,11,11,12,12,13,11,12,13,9,9,10,11,10,13,9,12,11,11,12,12,10,9,10,12,11,12,12,12,2,1,3,3,3,3,1,1,2,2,2,- -  -,Trn
83111579,Oleg Reabciuk,D/WB (L),0.97,16,15,13,11,17,15,15,12,15,12,16,11,11,11,16,7,6,11,12,16,10,17,7,10,9,8,12,6,9,8,13,12,11,6,12,11,2,3,2,1,1,1,1,3,1,3,1,- -  -,
28117365,Luke Thomas,D/WB (L),1.28,15,14,12,13,15,15,15,12,8,14,13,14,13,15,14,8,12,13,13,13,13,16,12,15,14,10,15,11,13,12,12,15,15,9,14,13,2,1,3,2,3,1,3,2,2,1,2,- -  -,
2002084079,Luis Townrow,"D (RL), WB (R)",0.64,10,6,14,4,10,8,14,7,13,6,5,5,7,6,17,9,15,4,5,10,4,12,3,7,5,2,8,1,4,1,3,5,6,2,3,1,3,2,2,3,2,2,1,2,2,3,3,- -  -,
29122727,Brandon Haunstrup,D (RL),0.93,13,9,11,11,13,14,12,11,12,12,9,13,11,11,10,8,7,9,12,10,8,11,7,12,10,6,10,6,9,8,6,12,9,4,12,9,3,3,3,1,2,1,3,1,2,3,2,- -  -,Inj
50047466,Valentin Rosier,D/WB (R),0.98,14,15,13,8,15,15,15,12,17,13,13,13,15,13,14,14,8,13,12,14,12,13,8,14,14,9,15,5,11,5,12,13,13,4,13,15,2,3,3,2,3,4,2,1,3,1,3,- -  -,
37039938,Rick Karsdorp,D/WB (R),1.21,15,14,14,9,18,17,17,13,15,15,15,15,15,12,17,11,7,17,12,13,13,16,6,11,10,5,14,6,8,6,15,12,15,5,12,13,3,2,2,2,2,1,3,3,3,2,3,- -  -,Unh
29165656,Ryan Sessegnon,D/WB/M/AM (L),1.31,15,14,13,8,17,15,16,8,4,13,7,13,13,11,12,14,8,14,12,14,14,15,7,12,12,12,10,9,7,10,5,12,12,9,12,15,3,2,2,2,2,3,2,1,4,2,1,- -  -,
29129408,Tennai Watson,D/WB (R),0.62,12,13,11,10,16,12,13,9,7,12,6,9,10,10,10,10,7,8,11,12,9,15,6,10,9,5,11,5,6,7,11,9,10,5,10,10,3,2,3,2,3,1,2,2,4,3,3,- -  -,Wnt
23349097,Milad Mohammadi,D/WB (L),0.89,14,15,11,8,13,14,12,11,12,12,12,10,14,10,10,10,6,10,13,12,9,14,8,11,10,8,12,8,9,9,12,12,12,8,13,12,3,1,3,1,4,2,2,1,2,1,2,- -  -,
28109882,Tyreke Wilson,D/WB (L),1.00,13,13,11,8,14,12,11,8,13,12,12,8,8,12,13,12,7,8,11,12,11,12,11,10,11,5,11,11,8,6,10,9,11,6,10,12,2,1,2,1,2,3,1,1,3,3,1,- -  -,
29141127,Jamie Morgan,D (RL),1.00,13,7,6,3,15,13,8,5,8,10,7,6,13,9,4,8,7,4,13,8,7,9,12,7,5,3,8,6,3,4,8,11,9,3,12,10,3,3,3,3,2,1,3,1,1,3,2,- -  -,
52079169,Bobby Burns,"D/WB (L), M (LC)",0.94,11,11,12,8,12,13,13,13,13,11,12,8,13,10,11,9,5,10,10,12,9,14,11,11,10,8,9,9,8,12,10,11,8,10,12,10,1,1,1,4,3,3,1,2,1,1,2,- -  -,
67213135,Sergio Akieme,D/WB (L),0.83,15,14,12,10,15,15,14,13,13,14,13,11,13,15,12,12,9,12,13,13,9,15,7,12,11,8,14,7,8,8,12,10,12,8,13,13,1,1,2,3,1,2,2,2,2,3,3,- -  -,
43043950,Amedeo Benedetti,D/WB (L),1.11,14,12,11,5,14,13,12,9,16,14,12,13,13,13,19,8,12,9,12,11,8,12,9,12,9,9,11,9,9,9,5,12,12,9,13,10,1,2,2,3,3,2,3,3,1,3,3,- -  -,
2000054209,Dante Cassanova,"D/WB (R), M (C)",1.02,11,12,12,7,16,12,11,10,5,11,10,10,13,14,11,6,10,10,9,10,12,12,9,11,9,4,11,11,10,11,10,10,9,11,13,11,2,1,1,1,1,2,1,3,3,3,1,- -  -,
96048686,Arkadiusz Reca,D/WB/M (L),0.40,15,14,12,12,12,15,12,9,13,11,12,10,11,12,13,13,8,13,12,12,9,13,5,14,11,6,13,6,11,11,14,10,12,6,12,13,2,3,3,1,1,3,1,3,2,2,3,- -  -,
81035196,Oshane Roberts,"D (RL), WB (R)",0.29,11,8,9,10,15,12,10,8,6,11,11,10,11,11,13,12,11,9,11,12,9,10,9,8,9,6,10,8,9,8,1,10,11,9,11,10,1,3,3,2,3,1,1,3,2,2,3,- -  -,Inj
19219713,Vítor Costa,D/WB/M (L),1.38,12,13,13,11,13,13,12,10,13,13,10,13,15,13,12,12,5,12,12,12,13,13,12,13,12,12,14,13,7,10,13,10,13,10,14,13,3,1,3,2,3,1,2,3,1,3,1,- -  -,
85045661,Dimitri Foulquier,"D (RL), WB (R)",1.34,15,13,13,10,15,15,14,13,11,13,14,13,13,13,14,11,7,12,14,12,10,13,8,13,11,8,13,5,8,8,10,13,12,6,12,13,3,2,1,4,4,1,2,3,2,2,1,- -  -,
28095476,Mandela Egbo,"D (RL), WB/M/AM (R)",1.16,14,14,14,11,15,14,12,9,14,9,12,8,11,9,14,9,8,11,10,11,7,14,7,13,11,6,9,7,10,7,14,11,10,6,11,9,1,2,1,1,2,1,1,4,3,1,1,- -  -,
37076007,Million Manhoef,D/WB/M/AM (RL),1.08,13,15,13,8,12,14,13,12,8,11,13,13,14,13,15,13,9,11,8,12,11,12,11,12,12,7,13,7,7,7,10,12,13,6,10,12,1,1,2,2,3,2,3,1,3,3,3,- -  -,
2002080589,Miroslav Mihajlović,D/WB (R),0.89,17,16,13,10,13,14,16,13,16,11,9,9,9,13,12,16,9,13,9,8,8,12,8,13,12,6,13,5,9,10,11,11,10,5,11,16,4,1,3,2,1,1,3,1,1,3,3,- -  -,
28088510,Kane Vincent-Young,"D/WB (RL), M/AM (R)",1.06,11,10,9,8,12,11,12,9,9,8,8,7,12,8,14,11,10,6,9,12,6,12,3,7,9,6,7,3,7,11,5,9,10,6,10,10,3,2,1,1,3,2,2,1,2,1,3,- -  -,Unh
78074600,Marcelo Saracchi,"D (RL), WB/M (L)",0.94,16,17,10,6,13,15,14,6,13,11,14,11,12,10,17,9,10,12,10,12,9,14,11,12,12,8,14,9,6,9,12,10,11,7,11,12,3,2,3,3,3,1,2,4,1,1,4,- -  -,
37049345,Damil Dankerlui,"D (RL), WB/M/AM (R)",0.88,15,13,12,6,13,15,11,10,13,12,10,10,13,11,11,11,9,12,12,12,10,14,10,11,9,7,12,9,8,7,10,9,11,11,11,11,3,3,2,2,3,2,1,3,1,2,2,- -  -,
43036586,Leonardo Spinazzola,D/WB/M (L),1.35,14,13,11,10,10,15,11,10,8,13,8,13,14,13,13,16,6,16,11,12,14,12,5,15,14,8,16,7,10,9,8,10,14,7,9,16,4,1,1,2,2,1,4,3,3,1,3,- -  -,
85067228,Kévin Malcuit,"D (R), WB (RL), M (R)",0.65,8,7,10,11,12,7,7,7,13,13,14,13,13,13,12,12,8,12,13,13,10,14,7,13,11,5,12,6,8,8,12,12,12,9,14,13,3,1,3,1,3,2,1,2,2,4,2,- -  -,
24060257,Ivan Milicević,D/WB/M (L),0.92,12,9,9,11,14,13,15,12,12,11,13,9,12,10,13,8,8,10,10,12,12,13,9,14,8,7,11,7,12,11,14,11,12,7,12,12,1,1,3,1,1,2,1,3,1,2,3,- -  -,Inj
29159820,Cameron Coxe,"D (R), WB (RL)",1.12,13,12,10,12,11,12,11,8,11,11,11,10,11,10,13,12,9,10,11,12,10,14,6,9,11,6,10,8,8,8,11,9,7,2,9,9,2,1,3,1,3,3,1,1,2,3,1,- -  -,
37044524,Joshua Brenet,"D/WB (RL), AM (R)",1.06,15,12,10,11,15,13,15,10,14,12,11,11,13,13,14,13,7,13,10,13,11,13,8,11,12,6,12,6,9,9,12,11,12,8,11,12,1,3,1,3,1,1,3,1,3,3,2,- -  -,Wnt
91155475,Mohamed Dräger,D/WB/M (R),1.21,13,13,12,10,12,14,13,11,14,13,13,11,13,12,12,10,6,12,12,13,12,15,8,12,10,9,12,9,9,9,11,10,12,9,12,12,1,2,3,3,3,3,3,2,1,1,2,- -  -,Inj
29131858,Matt Penney,D/WB/M/AM (L),0.91,9,11,10,10,14,12,16,12,9,11,8,10,9,12,15,13,10,12,8,12,13,11,11,13,12,8,10,10,10,11,11,9,11,10,11,11,2,3,1,2,2,2,2,3,3,1,4,- -  -,
27043476,Riza Durmisi,D/WB/M (L),0.43,11,11,12,4,11,13,9,5,16,14,12,10,13,13,13,15,9,13,12,12,12,13,13,12,11,9,13,15,5,10,12,12,12,11,12,13,3,3,3,3,1,2,2,1,1,1,1,- -  -,
28091348,Jamie Sterry,D/WB (R),0.63,11,11,10,9,7,13,12,9,11,11,10,11,10,10,3,9,10,11,12,11,8,13,6,13,8,4,9,7,8,4,7,8,11,5,12,8,3,3,3,3,3,2,1,1,3,3,1,- -  -,Ask
29133548,James Bree,D/WB/M (R),1.20,14,13,12,13,13,14,13,12,10,12,11,12,13,13,14,9,10,11,13,14,9,16,8,12,11,6,11,11,11,8,12,13,11,7,12,13,2,3,1,1,3,3,1,3,3,2,1,- -  -,
61089723,Josh Reid,D/WB (L),0.83,12,11,12,8,13,13,14,8,10,10,11,9,12,10,16,6,8,12,10,13,9,15,3,12,10,2,8,3,8,2,8,11,10,3,11,11,2,3,1,2,1,3,1,2,1,3,4,- -  -,
16191707,Jusuf Gazibegović,D/WB/M (R),1.09,14,14,13,7,13,16,14,13,11,12,13,12,13,12,16,8,8,13,15,12,12,12,5,12,9,5,12,4,9,8,10,12,11,8,12,13,2,1,3,1,2,1,2,1,2,2,2,- -  -,Opt
2002094914,Ionuţ Silaghi,D/AM (R),0.56,16,15,9,3,14,12,16,10,9,10,13,9,9,14,17,14,12,11,10,12,8,11,8,11,8,5,12,11,11,9,8,7,8,4,11,15,2,3,3,3,2,2,2,1,2,1,2,- -  -,
67258411,Juan Miranda,D/WB/M/AM (L),1.29,14,13,13,14,15,13,14,13,11,15,14,13,13,13,14,12,11,12,13,12,12,13,7,12,12,8,15,12,12,8,13,12,14,11,14,13,2,4,3,2,3,2,3,2,1,3,3,- -  -,
2000108978,Joey Phuthi,"D (RL), WB (R)",1.02,13,11,9,14,13,11,13,8,13,10,8,11,7,14,10,6,4,4,10,8,7,7,5,12,10,11,10,1,4,6,7,9,5,4,13,7,3,4,1,4,2,2,1,2,1,2,3,- -  -,Wnt
83169876,Rodrigo Conceição,"D/WB/M (R), AM (RL)",0.50,15,15,12,5,15,15,13,11,16,13,16,10,13,11,16,15,7,12,10,12,11,15,11,13,12,7,12,8,9,8,9,9,11,2,11,12,2,1,2,3,2,4,1,1,4,3,2,- -  -,Wnt
49050736,Adrien Truffert,D/WB/M/AM (L),0.84,14,13,13,5,13,14,14,12,13,14,13,12,13,13,13,13,9,13,12,12,12,13,6,13,11,10,13,4,9,12,10,12,14,6,12,13,1,1,2,1,3,1,2,1,1,2,2,- -  -,
29156525,James Brown,D/WB (RL),0.70,11,9,9,10,14,11,14,13,9,12,11,10,12,12,12,11,10,10,13,12,9,14,5,10,11,7,11,7,12,8,8,12,10,4,12,11,2,2,4,3,2,3,1,3,2,1,3,- -  -,
62095383,Adam Marušić,"D/WB (RL), M (R)",0.51,14,13,12,12,15,15,15,14,15,12,16,13,12,12,16,13,8,15,16,16,11,16,3,12,8,10,13,3,8,12,3,12,13,11,12,13,3,1,3,2,3,1,3,1,3,1,1,- -  -,nEU
67228777,Alejandro Pozo,D/WB/M/AM (R),0.64,16,17,15,4,14,15,14,9,10,13,11,13,14,14,15,14,10,14,12,11,10,13,10,13,12,10,12,9,3,11,6,12,11,11,12,14,3,3,2,1,4,1,1,2,2,1,2,- -  -,
83169864,Nuno Tavares,"D (RL), WB/M/AM (L)",0.71,16,14,12,13,17,16,14,14,12,11,13,11,9,12,13,12,8,13,11,12,13,13,11,13,13,7,13,7,9,12,10,12,12,6,13,13,2,2,1,2,2,3,1,1,2,2,1,- -  -,
19226738,Jorge,D/WB/M (L),0.81,13,14,12,12,13,14,12,12,12,13,12,11,12,13,10,14,8,14,11,12,12,13,11,13,13,8,15,11,10,13,11,12,13,11,13,15,1,2,1,1,2,1,3,3,1,2,2,- -  -,
29143882,Bright Osayi-Samuel,D/WB/AM (R),1.01,16,16,15,7,12,16,14,13,12,8,11,11,16,8,15,15,3,16,12,14,11,16,5,8,17,9,13,9,5,6,3,14,11,10,12,13,2,3,2,3,3,1,3,2,4,4,4,- -  -,
2000130212,Jayden Barber,D/WB (R),1.11,14,12,13,3,15,13,13,9,6,8,8,5,6,11,16,10,7,7,7,9,7,11,2,10,12,2,10,1,7,4,6,8,10,4,11,10,1,1,1,4,1,3,2,1,2,4,1,- -  -,
37058363,Tyrell Malacia,D/WB (L),1.00,15,18,14,7,17,14,15,8,15,13,16,15,16,15,16,11,11,13,14,15,12,16,7,13,12,7,13,9,9,7,12,14,13,7,12,13,2,3,2,2,2,3,3,1,3,2,3,- -  -,
92063452,Tim Leibold,D/WB/M (L),0.72,13,14,11,7,14,13,14,10,15,12,14,13,13,13,15,12,13,14,11,13,12,16,10,13,11,8,13,14,8,11,14,12,13,7,13,13,3,3,3,3,4,2,2,3,3,2,1,- -  -,
2000119451,Daniel Baldwin,D (R),0.69,14,12,8,9,13,14,14,8,5,5,7,5,13,7,13,10,12,2,8,6,3,7,3,9,3,2,6,1,5,3,5,6,6,2,8,4,1,1,2,2,4,3,1,2,3,2,2,- -  -,
61064419,Reghan Tumilty,D/WB (R),0.40,12,12,10,11,10,11,11,10,11,9,8,9,12,9,11,7,9,9,12,10,9,10,10,9,8,9,9,9,10,8,9,8,10,4,10,11,2,2,3,1,2,2,4,2,2,2,3,- -  -,
2002080762,Gergő Juhász,D/WB/M/AM (R),1.43,14,11,14,9,16,11,13,9,14,11,14,9,7,12,11,7,13,9,5,14,8,12,5,7,8,4,10,3,5,4,3,5,9,4,5,13,2,3,2,2,3,3,4,2,2,2,3,- -  -,
71104595,Vitaliy Mykolenko,D/WB (L),0.82,15,15,12,12,15,15,15,11,12,14,15,13,16,14,16,8,10,14,13,13,12,16,8,13,12,7,12,5,13,12,10,13,13,4,14,12,1,3,1,2,3,1,2,1,1,2,3,- -  -,Ask
91100531,Philipp Max,D/WB/M/AM (L),0.97,13,13,14,9,15,14,15,11,13,11,14,12,12,13,15,12,10,11,12,15,13,15,13,16,12,9,14,13,7,9,14,11,14,14,13,12,2,4,2,3,2,1,2,1,1,1,3,- -  -,Trn
19225946,William,D/WB (RL),1.17,10,12,11,7,12,11,11,10,16,12,12,11,13,11,15,14,6,13,13,15,12,15,10,12,10,7,14,10,7,9,14,12,11,6,15,13,1,4,2,1,2,3,2,3,3,3,1,- -  -,Inj
38048142,Bendegúz Bolla,D/WB/M (R),0.59,15,15,14,12,12,15,13,10,12,14,10,12,11,13,12,11,7,13,13,12,12,14,12,12,12,7,13,6,5,11,11,12,12,8,11,13,1,1,1,3,4,2,3,1,3,3,1,- -  -,
43202413,Claud Adjapong,D/WB/M (R),1.10,14,15,12,10,12,15,14,9,11,12,10,11,14,11,14,12,9,11,11,13,11,13,10,10,11,7,12,9,11,11,7,11,12,5,11,11,1,3,3,3,2,1,1,3,3,3,1,- -  -,Inj
55062009,Ricardo Pereira,D/WB/AM (R),1.32,14,11,11,9,10,13,11,8,11,14,13,13,12,13,15,13,7,14,14,15,13,16,8,14,13,10,12,7,6,12,7,12,12,12,16,14,3,3,3,1,3,2,1,2,1,1,2,- -  -,
2000142249,Connor Cook,D (R),1.47,11,10,10,9,15,10,8,5,7,9,8,8,13,9,12,6,12,5,10,8,6,8,4,7,7,1,6,2,8,5,2,9,6,3,14,7,3,3,1,2,1,2,3,2,1,2,3,- -  -,
29169813,Brandon Fleming,D/WB/M/AM (L),0.91,12,12,10,11,11,12,12,8,9,13,9,13,9,11,13,11,7,12,13,14,14,15,10,14,12,9,12,12,9,8,4,13,14,9,14,10,3,1,2,2,1,3,2,4,3,2,2,- -  -,Wnt
55082273,Pedro Pereira,D/WB/M (RL),1.12,14,14,13,11,15,13,14,11,12,12,14,10,12,9,14,8,6,11,11,12,11,13,7,11,10,6,11,7,11,10,10,11,11,7,11,12,4,3,1,3,1,2,2,3,2,1,3,- -  -,
91109613,Tobias Pachonik,D/WB/M (R),0.89,12,11,14,11,15,12,13,12,10,12,12,11,13,11,12,10,10,12,13,13,12,14,8,11,10,5,13,6,10,7,10,12,11,10,13,13,1,2,3,3,3,3,2,2,3,2,1,- -  -,
71050075,Eduard Sobol,D/WB/M (L),1.46,14,13,12,10,13,13,14,11,11,10,11,12,14,12,13,10,12,12,12,14,12,13,11,13,9,8,12,14,10,8,12,13,11,12,13,12,1,3,3,2,1,3,3,1,3,2,2,- -  -,
2002102596,Jan Lerch,"D (RL), M (R)",1.06,13,14,15,13,14,12,13,11,8,12,15,10,11,14,15,8,4,8,12,11,10,14,8,14,11,6,11,4,8,7,10,11,10,6,11,14,2,3,2,3,2,1,3,3,4,1,2,- -  -,
2002083649,Frank Song,D/M (L),0.84,15,15,10,9,7,14,16,13,12,12,8,11,14,13,17,6,15,14,10,12,11,16,7,15,9,10,13,5,7,10,11,11,14,7,10,11,1,2,3,3,2,3,3,3,1,1,2,- -  -,Wnt
2002080877,Adam Steele,D/WB (R),0.75,13,13,15,13,13,12,15,13,13,11,10,4,12,12,15,11,15,6,12,15,7,12,5,9,7,3,7,1,5,6,9,9,9,2,9,10,3,3,4,4,2,1,3,2,2,1,2,- -  -,
91119867,Leon Guwara,D/WB (L),1.06,15,12,12,12,17,15,13,12,8,10,10,11,12,11,15,8,7,10,12,12,9,11,7,10,12,5,11,6,10,8,13,11,12,6,12,13,2,1,3,3,2,2,1,3,1,2,3,- -  -,Opt
84105508,João Correia,D/WB/M (R),0.92,15,15,9,6,17,15,14,8,14,15,13,12,12,12,13,14,8,13,10,12,12,14,9,12,13,8,13,4,9,7,11,9,11,10,11,14,1,3,2,4,2,2,4,1,1,2,2,- -  -,Frt
43429372,Fabiano Parisi,D/WB/M (L),1.13,17,17,15,8,14,16,15,13,12,13,13,13,16,13,16,7,12,14,14,13,13,16,10,14,17,9,13,6,8,11,10,13,14,7,15,14,3,2,2,3,3,3,3,3,3,2,1,- -  -,
51055821,Jorge Sánchez,"D (RL), WB (R)",0.97,15,15,11,9,15,15,15,9,8,15,13,11,13,12,15,8,7,12,15,12,11,16,4,12,10,6,14,4,11,6,10,15,12,9,15,12,1,2,1,3,1,2,3,1,2,2,3,- -  -,Wnt
28127166,Conor Bradley,D/WB/M/AM (R),1.18,15,14,13,12,15,15,13,10,12,12,12,12,13,13,13,12,10,12,10,13,13,13,7,12,12,11,13,7,8,9,7,10,12,8,10,13,1,1,4,3,1,3,1,2,3,1,2,- -  -,
29191562,Rio Adebisi,"D (RL), WB (L)",1.05,13,12,12,12,15,15,14,12,10,9,10,9,10,9,12,6,6,12,11,13,11,14,4,9,10,4,10,4,9,3,9,10,10,7,10,12,4,2,1,2,1,4,1,3,1,2,1,- -  -,
16018619,Michael Novak,"D/WB (RL), M (R)",2.15,10,7,10,11,13,8,9,10,14,10,12,13,11,11,13,8,11,11,13,14,10,13,5,5,4,6,8,7,13,7,14,12,12,7,14,8,3,1,1,2,2,2,2,1,3,2,3,- -  -,
19273277,Dodo,D/WB (R),0.82,16,14,16,8,16,17,14,15,9,13,8,12,13,13,13,14,8,14,12,13,12,14,9,12,14,8,15,8,7,8,14,11,12,8,12,14,1,4,3,2,4,2,1,1,2,3,3,- -  -,
85046582,Ruben Aguilar,"D (RL), WB/M (R)",1.20,13,13,14,6,16,13,15,11,14,14,15,13,13,13,16,10,8,13,12,14,11,14,5,14,12,6,13,6,8,7,11,12,13,7,13,13,2,3,2,1,2,3,2,1,2,1,2,- -  -,
28116389,Kyle John,"D (RL), WB/M/AM (R)",0.92,15,7,10,6,9,13,8,8,12,13,9,10,13,13,14,6,12,6,10,8,6,9,7,12,6,4,9,2,3,5,8,10,9,4,9,7,3,2,3,2,3,3,3,1,4,1,2,- -  -,Wnt
29128303,Tom Field,D/WB (L),1.11,13,12,12,11,12,12,12,11,8,11,12,10,11,11,12,10,5,9,11,11,9,13,11,12,10,5,11,10,10,8,8,10,11,6,12,10,1,2,2,1,2,3,4,2,3,1,3,- -  -,
67263766,Sergio Carreira,D/WB (R),1.33,15,14,15,5,10,16,15,12,15,15,15,13,14,13,15,10,9,12,13,13,12,13,6,12,13,7,13,7,9,10,13,12,13,7,12,14,2,2,3,2,2,1,2,2,3,1,2,- -  -,
43067444,Alberto Almici,D/WB/M (R),0.69,11,13,10,11,13,11,10,11,11,13,13,11,13,12,13,8,11,12,13,13,11,13,11,13,11,7,14,13,13,9,13,13,13,10,12,12,2,4,1,4,2,1,4,3,1,2,3,- -  -,
2002090764,Cauê Moraes,D/WB (L),0.75,15,13,9,14,8,12,13,13,15,12,13,8,13,12,14,7,7,9,10,12,8,10,7,9,8,2,11,3,8,8,8,8,12,4,11,15,3,1,4,1,1,2,2,2,2,3,1,- -  -,
29191358,Reece Hutchinson,D/WB (L),0.79,11,11,11,10,12,11,12,11,9,11,11,12,12,12,10,9,6,10,11,12,8,12,8,9,10,9,11,8,10,8,8,11,10,6,11,11,3,3,2,3,3,1,3,2,3,1,1,- -  -,
28115792,Neco Williams,"D/WB (RL), M/AM (R)",1.11,14,15,13,12,15,15,14,13,12,12,12,13,11,13,14,12,8,11,11,13,12,13,7,15,13,10,14,6,11,12,11,11,12,6,12,13,2,2,2,2,3,1,2,2,1,3,1,- -  -,
29122000,Callum Johnson,D/WB (R),1.63,13,12,9,11,13,13,14,12,12,13,12,8,14,11,13,3,11,8,12,12,7,14,9,11,10,6,10,6,10,6,9,12,11,6,12,8,2,1,2,4,3,2,4,1,2,2,1,- -  -,
24046409,Marijan Čabraja,D/WB/AM (L),0.76,13,12,12,8,15,13,15,11,14,12,14,9,11,11,13,8,7,10,13,12,8,15,4,13,9,8,13,5,7,9,12,11,9,6,12,12,1,3,1,1,3,2,1,1,1,3,1,- -  -,
43093403,Stefano Sabelli,D/WB/M (R),0.59,11,11,11,10,14,11,11,8,15,12,14,12,13,12,13,8,13,11,13,13,11,15,5,12,10,7,12,6,11,7,11,12,12,6,14,12,1,3,1,3,3,2,3,1,2,1,2,- -  -,
2000012523,Vinicius Tobias,D/WB (R),1.45,16,15,14,8,14,17,13,11,10,11,12,14,10,13,14,13,13,12,10,12,12,12,9,10,13,7,14,9,8,9,7,9,12,12,10,13,2,2,1,2,2,1,1,2,1,3,3,- -  -,Wnt
61014168,Stephen O'Donnell,D/WB (RL),1.19,8,10,10,12,13,8,14,12,11,13,10,12,12,14,16,8,14,12,13,14,8,14,4,13,9,6,13,5,9,10,16,12,15,5,13,12,2,3,4,4,4,2,1,3,3,4,1,- -  -,
28093560,Dion Kelly-Evans,"D/WB (RL), M (R)",0.77,14,10,8,11,10,14,10,9,17,9,13,8,9,8,14,6,11,8,10,9,7,13,7,9,7,5,8,6,4,7,2,8,10,7,10,10,2,1,1,2,3,1,1,2,1,1,2,- -  -,Frt
67196209,Aarón,D/WB/M (L),0.83,13,14,15,10,14,13,15,9,12,13,13,15,12,13,14,13,6,14,12,12,14,12,14,14,12,7,15,16,7,8,15,12,13,11,13,15,1,1,2,3,4,2,1,4,4,2,2,- -  -,
28055045,Todd Kane,"D (RL), WB (R)",0.84,11,10,11,11,15,13,12,7,13,10,10,9,11,11,14,9,10,11,8,14,7,15,11,14,9,9,10,9,9,9,7,10,8,7,11,10,2,2,1,3,2,1,3,2,3,2,1,- -  -,Wnt
28080370,Ben Wyatt,D/WB (L),0.77,12,11,10,7,13,11,12,7,8,10,15,11,10,10,14,6,5,8,10,15,8,15,3,8,7,4,10,6,7,4,8,10,9,2,12,10,2,1,3,2,2,1,3,2,2,1,2,- -  -,
72056311,Jahkeele Marshall-Rutty,"D (RL), WB (R), AM (RL)",1.20,12,13,12,9,13,13,11,10,12,12,11,13,11,11,17,13,11,12,12,12,13,13,10,14,14,10,14,8,9,12,11,11,13,8,11,15,1,2,1,4,2,3,2,3,3,1,2,- -  -,Loa
67245731,Martín Aguirregabiría,D/WB (R),0.88,14,13,12,7,13,14,13,11,13,13,14,10,13,12,13,9,12,13,12,12,10,13,7,11,10,8,12,8,6,8,11,13,9,5,13,12,3,2,3,2,1,1,2,1,3,2,3,- -  -,
29163017,Danny McNamara,D/WB (R),1.20,13,13,11,10,15,12,13,12,10,14,11,12,11,13,14,12,10,12,13,12,12,13,5,12,12,5,12,4,10,8,8,13,12,5,12,14,3,2,2,2,1,2,2,1,3,2,2,- -  -,
31042288,Liam Bennett,D/WB (R),0.87,13,11,12,8,12,13,14,12,14,12,17,9,13,12,16,9,12,11,12,15,9,18,7,10,11,5,10,9,9,8,8,10,10,4,11,10,1,2,1,1,3,1,1,3,1,1,2,- -  -,
