Name,Position,Av Rat,Av Rat.1,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Rec,Inf,Acc
Lui Smythe,M/AM (L),-,-,6.0,6.0,3.0,8.0,8.0,1.0,3.0,5.0,1.0,2.0,3.0,3.0,4.0,8.0,13.0,1.0,10.0,14.0,4.0,2.0,4.0,14.0,1.0,3.0,1.0,1.0,9.0,8.0,5.0,6.0,3.0,10.0,4.0,6.0,4.0,4.0,4.0,5.0,2.0,3.0,16.0,12.0,5.0,12.0,7.0,3.0,- -  -,Yth,14.0
Alex Hunt,M/AM (L),-,-,12.0,7.0,3.0,10.0,18.0,8.0,5.0,9.0,2.0,3.0,4.0,6.0,5.0,6.0,8.0,2.0,11.0,8.0,7.0,4.0,6.0,6.0,1.0,11.0,9.0,2.0,6.0,7.0,10.0,5.0,3.0,9.0,9.0,8.0,6.0,6.0,7.0,7.0,3.0,1.0,6.0,6.0,7.0,8.0,7.0,3.0,- -  -,U18,10.0
Drey Dressel,WB/AM (R),-,-,10.0,7.0,2.0,7.0,6.0,5.0,6.0,7.0,3.0,1.0,3.0,4.0,8.0,5.0,8.0,1.0,4.0,12.0,4.0,4.0,4.0,5.0,2.0,6.0,3.0,3.0,5.0,9.0,4.0,7.0,3.0,10.0,9.0,7.0,10.0,5.0,5.0,7.0,2.0,1.0,6.0,13.0,5.0,8.0,9.0,2.0,- -  -,Yth,11.0
Kelvin Creech,"AM (RC), ST (C)",-,-,4.0,6.0,3.0,12.0,7.0,4.0,5.0,9.0,3.0,4.0,3.0,4.0,4.0,6.0,10.0,1.0,11.0,12.0,4.0,3.0,5.0,14.0,3.0,6.0,9.0,3.0,4.0,14.0,7.0,8.0,3.0,9.0,11.0,6.0,7.0,4.0,6.0,7.0,3.0,3.0,8.0,4.0,7.0,10.0,9.0,2.0,- -  -,Yth,14.0
Callum Burke,"D/AM (L), ST (C)",-,-,14.0,3.0,2.0,6.0,10.0,7.0,5.0,9.0,3.0,2.0,1.0,5.0,4.0,6.0,9.0,2.0,7.0,12.0,4.0,4.0,4.0,4.0,2.0,6.0,4.0,1.0,8.0,9.0,6.0,9.0,2.0,5.0,9.0,9.0,5.0,6.0,7.0,5.0,2.0,1.0,9.0,5.0,5.0,8.0,8.0,1.0,- -  -,Yth,10.0
Richard Griffiths,AM (R),-,-,11.0,5.0,4.0,6.0,15.0,4.0,4.0,6.0,4.0,3.0,2.0,4.0,2.0,7.0,12.0,3.0,7.0,12.0,2.0,3.0,5.0,7.0,3.0,5.0,2.0,3.0,2.0,14.0,7.0,6.0,1.0,7.0,6.0,5.0,6.0,5.0,4.0,5.0,1.0,2.0,17.0,6.0,5.0,10.0,8.0,3.0,- -  -,Yth,9.0
Harvey Walker,"WB (L), M (RL), AM (RLC)",-,-,9.0,7.0,3.0,7.0,8.0,4.0,4.0,9.0,1.0,3.0,1.0,6.0,7.0,6.0,11.0,1.0,9.0,9.0,3.0,2.0,4.0,4.0,2.0,6.0,3.0,2.0,4.0,10.0,7.0,5.0,3.0,8.0,5.0,7.0,7.0,6.0,6.0,6.0,2.0,4.0,2.0,7.0,7.0,8.0,6.0,2.0,- -  -,,12.0
Ryan Chambers,"AM (RC), ST (C)",-,-,6.0,5.0,1.0,12.0,6.0,3.0,3.0,4.0,2.0,1.0,1.0,3.0,2.0,5.0,12.0,3.0,5.0,11.0,1.0,1.0,4.0,13.0,1.0,7.0,6.0,3.0,3.0,12.0,10.0,5.0,2.0,7.0,12.0,5.0,4.0,2.0,4.0,6.0,2.0,3.0,3.0,9.0,6.0,12.0,16.0,2.0,- -  -,Yth,13.0
Leon O'Brien,"M/AM (R), ST (C)",-,-,14.0,5.0,3.0,15.0,10.0,5.0,3.0,10.0,3.0,1.0,1.0,5.0,6.0,7.0,9.0,1.0,8.0,15.0,4.0,3.0,7.0,10.0,3.0,8.0,7.0,2.0,12.0,13.0,10.0,11.0,1.0,11.0,4.0,8.0,8.0,7.0,6.0,7.0,2.0,3.0,15.0,10.0,8.0,6.0,6.0,1.0,- -  -,Yth,9.0
Arthur Lomax,AM (RLC),-,-,7.0,5.0,4.0,6.0,9.0,3.0,7.0,9.0,2.0,2.0,3.0,8.0,2.0,7.0,13.0,2.0,12.0,5.0,6.0,8.0,7.0,4.0,2.0,6.0,5.0,1.0,8.0,8.0,8.0,6.0,4.0,8.0,16.0,11.0,5.0,8.0,7.0,6.0,1.0,2.0,6.0,7.0,9.0,10.0,6.0,1.0,- -  -,,12.0
Jack Wilson,"M (R), AM (RL)",-,-,7.0,6.0,1.0,7.0,6.0,6.0,5.0,4.0,2.0,2.0,1.0,3.0,1.0,6.0,12.0,3.0,11.0,15.0,4.0,5.0,8.0,8.0,3.0,4.0,4.0,2.0,5.0,9.0,7.0,5.0,1.0,9.0,14.0,5.0,6.0,2.0,6.0,8.0,2.0,2.0,5.0,12.0,8.0,12.0,6.0,1.0,- -  -,,15.0
Brinley Corbin,"M (L), AM (LC)",-,-,8.0,5.0,3.0,7.0,8.0,2.0,5.0,8.0,1.0,3.0,2.0,4.0,3.0,9.0,11.0,3.0,10.0,11.0,4.0,2.0,6.0,9.0,1.0,10.0,2.0,3.0,10.0,9.0,8.0,7.0,3.0,6.0,2.0,4.0,6.0,6.0,6.0,8.0,2.0,3.0,2.0,12.0,8.0,9.0,3.0,4.0,- -  -,Yth,13.0
Sean Shields,M/AM (RL),-,-,13.0,9.0,2.0,9.0,11.0,6.0,6.0,12.0,1.0,1.0,2.0,6.0,9.0,10.0,10.0,3.0,11.0,14.0,5.0,6.0,10.0,7.0,2.0,8.0,6.0,4.0,11.0,16.0,10.0,8.0,2.0,9.0,12.0,7.0,11.0,9.0,9.0,10.0,1.0,3.0,6.0,10.0,9.0,10.0,6.0,1.0,- -  -,Trn,8.0
Mustapha Carayol,"M (L), AM (RLC)",-,-,8.0,11.0,3.0,10.0,9.0,5.0,8.0,9.0,1.0,2.0,1.0,6.0,7.0,9.0,11.0,3.0,10.0,13.0,4.0,6.0,13.0,7.0,3.0,9.0,5.0,3.0,8.0,16.0,11.0,10.0,1.0,11.0,8.0,8.0,11.0,9.0,7.0,11.0,3.0,1.0,6.0,9.0,9.0,10.0,4.0,3.0,- -  -,,14.0
Andrew Hackett,M/AM (R),-,-,12.0,6.0,3.0,12.0,9.0,4.0,2.0,7.0,3.0,4.0,2.0,5.0,3.0,13.0,13.0,1.0,6.0,8.0,2.0,13.0,3.0,9.0,2.0,5.0,7.0,2.0,7.0,11.0,9.0,7.0,3.0,5.0,14.0,4.0,7.0,5.0,3.0,6.0,3.0,2.0,5.0,5.0,5.0,10.0,12.0,2.0,- -  -,Yth,9.0
Tavonga Kuleya,M/AM (RL),-,-,8.0,7.0,3.0,7.0,9.0,5.0,9.0,7.0,3.0,3.0,3.0,7.0,7.0,8.0,14.0,3.0,7.0,12.0,4.0,9.0,8.0,11.0,4.0,9.0,5.0,1.0,4.0,9.0,7.0,5.0,2.0,8.0,6.0,6.0,8.0,8.0,8.0,6.0,3.0,2.0,7.0,9.0,9.0,11.0,11.0,3.0,- -  -,Loa,12.0
Dan Nkrumah,M/AM (L),-,-,10.0,7.0,3.0,12.0,8.0,9.0,6.0,4.0,3.0,3.0,1.0,8.0,2.0,10.0,11.0,3.0,10.0,8.0,6.0,7.0,6.0,9.0,2.0,7.0,8.0,3.0,8.0,9.0,12.0,10.0,1.0,10.0,14.0,7.0,9.0,7.0,9.0,11.0,4.0,1.0,8.0,10.0,11.0,14.0,12.0,3.0,- -  -,Loa,10.0
Courtney Senior,"M (R), AM (RL)",-,-,10.0,9.0,1.0,9.0,9.0,4.0,6.0,8.0,3.0,3.0,2.0,9.0,6.0,9.0,14.0,2.0,10.0,10.0,3.0,4.0,9.0,5.0,1.0,7.0,8.0,3.0,6.0,16.0,9.0,9.0,2.0,13.0,9.0,7.0,8.0,9.0,8.0,13.0,2.0,3.0,9.0,11.0,9.0,9.0,7.0,2.0,- -  -,,15.0
Harvey Tomlinson,"AM (RL), ST (C)",-,-,6.0,5.0,3.0,6.0,5.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,1.0,5.0,10.0,3.0,5.0,12.0,2.0,2.0,3.0,6.0,2.0,4.0,3.0,1.0,1.0,9.0,11.0,5.0,1.0,9.0,14.0,4.0,8.0,4.0,2.0,4.0,3.0,1.0,4.0,5.0,5.0,14.0,6.0,1.0,- -  -,Loa,13.0
Taizo Marcel,AM (RLC),-,-,7.0,6.0,4.0,11.0,7.0,5.0,4.0,5.0,2.0,1.0,2.0,2.0,1.0,6.0,13.0,4.0,8.0,12.0,3.0,3.0,11.0,11.0,2.0,4.0,5.0,4.0,5.0,11.0,10.0,8.0,1.0,11.0,8.0,7.0,8.0,5.0,6.0,4.0,3.0,1.0,3.0,10.0,4.0,14.0,10.0,1.0,- -  -,,13.0
Freddie Price,D/WB/M/AM (L),-,-,9.0,8.0,1.0,11.0,12.0,5.0,2.0,6.0,2.0,1.0,3.0,6.0,2.0,14.0,12.0,1.0,12.0,16.0,6.0,6.0,7.0,11.0,2.0,2.0,5.0,1.0,6.0,10.0,10.0,8.0,2.0,11.0,14.0,6.0,9.0,6.0,5.0,5.0,1.0,2.0,6.0,14.0,6.0,11.0,5.0,2.0,- -  -,,12.0
Zain Geall,"M/AM (R), ST (C)",-,-,13.0,5.0,2.0,14.0,8.0,4.0,4.0,8.0,2.0,3.0,1.0,1.0,1.0,10.0,12.0,3.0,8.0,5.0,3.0,2.0,7.0,1.0,3.0,11.0,8.0,3.0,10.0,14.0,10.0,5.0,2.0,7.0,5.0,5.0,9.0,6.0,3.0,7.0,1.0,3.0,15.0,5.0,5.0,11.0,9.0,1.0,- -  -,U18,10.0
Tom Parkinson,D/M/AM (L),-,-,8.0,6.0,1.0,9.0,8.0,8.0,7.0,8.0,3.0,3.0,4.0,6.0,1.0,8.0,10.0,3.0,5.0,11.0,8.0,7.0,5.0,8.0,1.0,7.0,7.0,2.0,7.0,4.0,7.0,3.0,1.0,7.0,6.0,6.0,8.0,7.0,8.0,7.0,4.0,1.0,9.0,8.0,7.0,6.0,8.0,1.0,- -  -,Yth,10.0
Rylee Wright,AM (RL),-,-,8.0,6.0,3.0,8.0,6.0,1.0,3.0,10.0,1.0,1.0,2.0,4.0,1.0,11.0,13.0,3.0,9.0,7.0,1.0,2.0,4.0,8.0,1.0,3.0,5.0,2.0,5.0,9.0,9.0,6.0,2.0,13.0,11.0,11.0,10.0,7.0,2.0,6.0,3.0,3.0,5.0,7.0,6.0,15.0,10.0,1.0,- -  -,,13.0
Kyrell Wheatley,M/AM (R),-,-,10.0,8.0,2.0,10.0,8.0,6.0,9.0,9.0,1.0,3.0,2.0,7.0,6.0,9.0,10.0,4.0,8.0,9.0,7.0,5.0,10.0,7.0,2.0,7.0,7.0,2.0,8.0,9.0,10.0,7.0,2.0,9.0,17.0,10.0,8.0,8.0,7.0,9.0,2.0,1.0,9.0,9.0,9.0,9.0,6.0,2.0,- -  -,,9.0
Miguel Ngwa,M/AM (RL),-,-,1.0,1.0,2.0,12.0,5.0,3.0,3.0,4.0,1.0,2.0,2.0,5.0,5.0,4.0,19.0,3.0,2.0,7.0,4.0,1.0,4.0,2.0,1.0,3.0,4.0,2.0,7.0,20.0,13.0,9.0,1.0,12.0,2.0,3.0,9.0,8.0,3.0,2.0,3.0,3.0,5.0,9.0,1.0,12.0,13.0,3.0,- -  -,,16.0
Kai O'Keeffe,"M (R), AM (RL), ST (C)",-,-,1.0,4.0,2.0,10.0,10.0,2.0,5.0,9.0,2.0,2.0,3.0,5.0,1.0,5.0,11.0,1.0,7.0,8.0,1.0,5.0,6.0,4.0,1.0,1.0,3.0,2.0,9.0,6.0,8.0,10.0,4.0,9.0,4.0,10.0,9.0,9.0,9.0,6.0,3.0,1.0,4.0,6.0,4.0,9.0,2.0,2.0,- -  -,Yth,9.0
David Smith,"AM (RLC), ST (C)",-,-,11.0,5.0,2.0,7.0,10.0,4.0,8.0,8.0,2.0,2.0,3.0,8.0,6.0,6.0,14.0,2.0,7.0,13.0,3.0,7.0,6.0,5.0,3.0,6.0,7.0,3.0,3.0,8.0,8.0,10.0,2.0,9.0,13.0,7.0,5.0,4.0,6.0,8.0,2.0,3.0,8.0,7.0,7.0,7.0,5.0,3.0,- -  -,Wnt,14.0
Liam Anderson,"AM (RL), ST (C)",-,-,6.0,6.0,1.0,9.0,6.0,3.0,4.0,9.0,1.0,3.0,3.0,1.0,5.0,7.0,12.0,1.0,8.0,9.0,1.0,1.0,4.0,10.0,3.0,7.0,7.0,1.0,4.0,9.0,7.0,8.0,2.0,10.0,8.0,12.0,8.0,4.0,2.0,10.0,4.0,3.0,5.0,6.0,3.0,11.0,14.0,1.0,- -  -,U18,11.0
Paris Lock,"AM (RL), ST (C)",-,-,7.0,5.0,2.0,8.0,6.0,5.0,6.0,7.0,2.0,2.0,3.0,5.0,6.0,5.0,11.0,2.0,9.0,15.0,6.0,7.0,5.0,4.0,3.0,7.0,5.0,3.0,7.0,12.0,7.0,8.0,1.0,9.0,9.0,6.0,7.0,5.0,6.0,5.0,1.0,2.0,5.0,7.0,6.0,10.0,12.0,1.0,- -  -,U18,11.0
Remi Onabanjo,D/M/AM (L),-,-,11.0,4.0,1.0,7.0,8.0,5.0,4.0,7.0,1.0,1.0,3.0,4.0,3.0,5.0,11.0,3.0,7.0,12.0,5.0,6.0,4.0,4.0,2.0,4.0,4.0,3.0,6.0,9.0,6.0,3.0,2.0,10.0,16.0,4.0,7.0,7.0,4.0,4.0,2.0,2.0,11.0,5.0,4.0,10.0,14.0,3.0,- -  -,U18,11.0
David Kawa,"AM (RL), ST (C)",-,-,7.0,6.0,1.0,7.0,7.0,5.0,7.0,8.0,3.0,2.0,2.0,6.0,3.0,13.0,9.0,1.0,8.0,8.0,7.0,3.0,7.0,7.0,2.0,7.0,6.0,3.0,6.0,5.0,7.0,7.0,3.0,10.0,13.0,6.0,8.0,4.0,4.0,6.0,3.0,2.0,5.0,8.0,7.0,9.0,11.0,1.0,- -  -,U18,9.0
Kaan Bennett,"AM (RLC), ST (C)",-,-,12.0,8.0,3.0,7.0,11.0,4.0,10.0,10.0,2.0,4.0,1.0,4.0,8.0,7.0,11.0,3.0,8.0,13.0,2.0,2.0,8.0,5.0,1.0,3.0,6.0,1.0,7.0,5.0,8.0,8.0,2.0,9.0,9.0,7.0,7.0,7.0,8.0,10.0,2.0,1.0,7.0,12.0,9.0,11.0,15.0,1.0,- -  -,Loa,13.0
Jonah Williams,M/AM (RL),-,-,11.0,6.0,2.0,12.0,6.0,6.0,4.0,9.0,1.0,4.0,2.0,4.0,5.0,13.0,10.0,2.0,7.0,9.0,1.0,5.0,5.0,3.0,2.0,4.0,4.0,1.0,5.0,11.0,10.0,10.0,3.0,11.0,3.0,7.0,11.0,7.0,6.0,5.0,1.0,3.0,2.0,6.0,4.0,8.0,15.0,1.0,- -  -,Loa,8.0
Tom Stokes,"AM (L), ST (C)",-,-,10.0,10.0,1.0,10.0,7.0,6.0,9.0,10.0,2.0,4.0,2.0,8.0,4.0,11.0,11.0,1.0,9.0,16.0,6.0,6.0,8.0,4.0,3.0,8.0,8.0,1.0,7.0,9.0,9.0,9.0,3.0,8.0,18.0,10.0,11.0,6.0,7.0,11.0,2.0,1.0,8.0,10.0,9.0,10.0,12.0,1.0,- -  -,Loa,11.0
Marvellous Onabirekhanlen,"M (L), AM (RL), ST (C)",-,-,7.0,3.0,3.0,7.0,5.0,2.0,13.0,12.0,2.0,1.0,2.0,4.0,4.0,4.0,12.0,1.0,10.0,15.0,3.0,3.0,7.0,7.0,3.0,6.0,7.0,1.0,4.0,8.0,9.0,12.0,2.0,8.0,9.0,5.0,11.0,5.0,4.0,7.0,3.0,2.0,7.0,7.0,6.0,12.0,5.0,3.0,- -  -,Yth,12.0
Tayshen Robinson,D/WB/M/AM (L),-,-,7.0,6.0,1.0,10.0,5.0,7.0,6.0,8.0,4.0,2.0,3.0,6.0,3.0,6.0,14.0,2.0,3.0,12.0,4.0,1.0,2.0,1.0,4.0,12.0,4.0,2.0,4.0,10.0,5.0,9.0,2.0,7.0,5.0,7.0,12.0,6.0,4.0,7.0,1.0,3.0,3.0,6.0,6.0,13.0,5.0,2.0,- -  -,,13.0
Matt Bell,M/AM (L),-,-,7.0,4.0,2.0,10.0,5.0,4.0,1.0,9.0,1.0,1.0,1.0,4.0,1.0,7.0,12.0,2.0,6.0,16.0,3.0,3.0,5.0,8.0,2.0,4.0,2.0,2.0,1.0,9.0,11.0,9.0,1.0,5.0,4.0,11.0,7.0,3.0,3.0,3.0,1.0,1.0,2.0,6.0,2.0,9.0,8.0,3.0,- -  -,U18,14.0
Cameron Pooni,M/AM (RL),-,-,7.0,8.0,1.0,7.0,6.0,6.0,3.0,4.0,1.0,2.0,2.0,3.0,3.0,7.0,6.0,2.0,8.0,12.0,3.0,6.0,6.0,8.0,3.0,7.0,1.0,3.0,3.0,10.0,12.0,6.0,1.0,10.0,14.0,8.0,11.0,8.0,3.0,8.0,1.0,1.0,4.0,7.0,7.0,9.0,9.0,1.0,- -  -,Yth,11.0
Kelly N'Mai,"M/AM (RL), ST (C)",-,-,12.0,7.0,2.0,6.0,10.0,5.0,6.0,8.0,2.0,3.0,1.0,5.0,5.0,6.0,14.0,1.0,7.0,15.0,4.0,2.0,5.0,4.0,2.0,3.0,4.0,3.0,5.0,12.0,8.0,5.0,1.0,10.0,14.0,5.0,8.0,5.0,5.0,8.0,2.0,2.0,11.0,9.0,6.0,15.0,12.0,3.0,- -  -,Int,14.0
Stephen Padrao,"AM (RL), ST (C)",-,-,6.0,4.0,1.0,13.0,5.0,1.0,2.0,4.0,3.0,2.0,2.0,4.0,3.0,8.0,9.0,2.0,7.0,13.0,1.0,2.0,5.0,7.0,1.0,4.0,3.0,2.0,4.0,13.0,11.0,6.0,4.0,11.0,5.0,5.0,9.0,5.0,5.0,8.0,4.0,2.0,6.0,5.0,5.0,9.0,10.0,3.0,- -  -,U18,12.0
Nathan Freckleton,"AM (RL), ST (C)",-,-,6.0,2.0,2.0,9.0,4.0,4.0,1.0,7.0,1.0,1.0,3.0,3.0,1.0,6.0,11.0,3.0,5.0,13.0,2.0,3.0,4.0,3.0,1.0,4.0,4.0,4.0,3.0,9.0,4.0,4.0,1.0,5.0,15.0,7.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,5.0,7.0,11.0,15.0,2.0,- -  -,U18,14.0
Lynden Ferguson,M/AM (R),-,-,6.0,5.0,1.0,9.0,5.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,4.0,13.0,3.0,10.0,13.0,1.0,1.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,10.0,4.0,3.0,3.0,7.0,6.0,4.0,5.0,3.0,4.0,5.0,1.0,1.0,2.0,13.0,4.0,13.0,14.0,1.0,- -  -,Yth,13.0
Benjani Jr,"AM (RL), ST (C)",-,-,7.0,4.0,3.0,6.0,5.0,1.0,3.0,10.0,2.0,1.0,1.0,1.0,2.0,8.0,12.0,1.0,9.0,15.0,1.0,4.0,5.0,4.0,3.0,3.0,7.0,4.0,5.0,7.0,9.0,10.0,3.0,12.0,14.0,5.0,6.0,4.0,6.0,5.0,2.0,3.0,7.0,6.0,3.0,14.0,10.0,1.0,- -  -,,12.0
Millenic Alli,"AM (RL), ST (C)",-,-,9.0,8.0,1.0,9.0,8.0,5.0,9.0,11.0,3.0,1.0,4.0,5.0,8.0,9.0,12.0,2.0,9.0,11.0,4.0,2.0,8.0,3.0,1.0,9.0,7.0,3.0,8.0,13.0,9.0,8.0,2.0,11.0,13.0,5.0,7.0,5.0,5.0,8.0,2.0,1.0,9.0,11.0,8.0,12.0,9.0,3.0,- -  -,Trn,12.0
Kyle Lancaster,M/AM (R),-,-,7.0,7.0,4.0,7.0,6.0,3.0,2.0,4.0,1.0,2.0,2.0,5.0,1.0,9.0,14.0,3.0,5.0,7.0,5.0,5.0,6.0,9.0,3.0,8.0,3.0,3.0,5.0,6.0,10.0,7.0,2.0,7.0,17.0,7.0,7.0,5.0,4.0,7.0,3.0,3.0,6.0,2.0,3.0,11.0,13.0,1.0,- -  -,Inj,14.0
Louis Boyd,M/AM (L),-,-,10.0,7.0,2.0,10.0,8.0,8.0,7.0,8.0,2.0,2.0,1.0,5.0,3.0,16.0,9.0,2.0,8.0,15.0,5.0,7.0,6.0,12.0,1.0,6.0,4.0,1.0,3.0,10.0,7.0,7.0,4.0,9.0,14.0,8.0,8.0,5.0,8.0,8.0,1.0,2.0,7.0,9.0,10.0,10.0,11.0,3.0,- -  -,Loa,9.0
Cameron Munn,"AM (RLC), ST (C)",-,-,6.0,3.0,1.0,8.0,4.0,1.0,3.0,8.0,4.0,2.0,1.0,2.0,1.0,7.0,13.0,2.0,4.0,8.0,3.0,4.0,1.0,9.0,2.0,4.0,6.0,2.0,4.0,8.0,4.0,10.0,3.0,11.0,9.0,6.0,5.0,4.0,3.0,2.0,1.0,2.0,6.0,5.0,3.0,11.0,14.0,3.0,- -  -,U18,12.0
Isaac Ebejer,M/AM (RL),-,-,9.0,3.0,1.0,8.0,4.0,1.0,3.0,10.0,3.0,3.0,1.0,2.0,1.0,7.0,10.0,1.0,4.0,15.0,2.0,3.0,1.0,5.0,2.0,3.0,1.0,1.0,2.0,9.0,8.0,7.0,3.0,7.0,14.0,8.0,8.0,2.0,2.0,8.0,2.0,3.0,2.0,4.0,4.0,8.0,5.0,1.0,- -  -,U18,11.0
Omari Williams,AM (L),-,-,6.0,3.0,2.0,9.0,5.0,4.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,6.0,11.0,1.0,7.0,6.0,1.0,2.0,2.0,10.0,2.0,4.0,1.0,3.0,2.0,8.0,14.0,6.0,3.0,8.0,2.0,7.0,10.0,3.0,2.0,6.0,2.0,3.0,1.0,6.0,5.0,12.0,15.0,4.0,- -  -,U18,10.0
Matty MacArthur,"M (RL), AM (RLC)",-,-,8.0,6.0,3.0,9.0,9.0,6.0,4.0,5.0,3.0,2.0,3.0,6.0,1.0,7.0,9.0,3.0,6.0,8.0,5.0,2.0,5.0,10.0,2.0,9.0,6.0,1.0,2.0,13.0,12.0,6.0,1.0,11.0,5.0,7.0,10.0,7.0,6.0,9.0,4.0,2.0,5.0,9.0,5.0,12.0,9.0,1.0,- -  -,Loa,15.0
Nicholas Constandinides,M/AM (RL),-,-,5.0,2.0,1.0,8.0,3.0,1.0,1.0,10.0,2.0,1.0,1.0,1.0,1.0,3.0,12.0,1.0,3.0,14.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,3.0,2.0,9.0,9.0,8.0,2.0,4.0,12.0,5.0,8.0,4.0,1.0,2.0,2.0,3.0,2.0,4.0,1.0,13.0,6.0,2.0,- -  -,Loa,12.0
Sam Hodges,"DM, M/AM (RLC)",-,-,10.0,4.0,3.0,7.0,6.0,5.0,4.0,6.0,2.0,3.0,2.0,2.0,2.0,7.0,8.0,3.0,6.0,10.0,1.0,3.0,3.0,10.0,1.0,8.0,3.0,2.0,1.0,9.0,8.0,5.0,1.0,10.0,6.0,7.0,3.0,1.0,5.0,6.0,1.0,1.0,5.0,6.0,2.0,9.0,13.0,4.0,- -  -,Loa,12.0
Dan Barton,M/AM (L),-,-,3.0,5.0,1.0,10.0,4.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,6.0,12.0,3.0,4.0,12.0,2.0,3.0,3.0,10.0,3.0,12.0,3.0,3.0,2.0,11.0,5.0,3.0,1.0,6.0,17.0,9.0,9.0,5.0,2.0,4.0,2.0,2.0,5.0,4.0,4.0,11.0,15.0,2.0,- -  -,,12.0
Joe Nyahwema,"M (L), AM (RL)",-,-,6.0,5.0,1.0,9.0,6.0,3.0,2.0,9.0,1.0,2.0,4.0,2.0,1.0,8.0,13.0,3.0,8.0,9.0,2.0,2.0,4.0,6.0,3.0,3.0,4.0,2.0,1.0,12.0,7.0,4.0,3.0,8.0,11.0,7.0,11.0,5.0,2.0,5.0,3.0,3.0,7.0,6.0,6.0,11.0,9.0,3.0,- -  -,,11.0
Theo Alexandrou,"M (R), AM (RL), ST (C)",-,-,5.0,5.0,1.0,8.0,4.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,11.0,1.0,5.0,13.0,1.0,3.0,2.0,10.0,3.0,9.0,2.0,2.0,3.0,9.0,6.0,6.0,2.0,10.0,8.0,10.0,7.0,4.0,4.0,3.0,3.0,1.0,1.0,5.0,6.0,12.0,10.0,2.0,- -  -,Yth,13.0
Ryan Williams,AM (LC),-,-,4.0,7.0,3.0,13.0,4.0,1.0,6.0,1.0,1.0,3.0,3.0,2.0,3.0,8.0,11.0,4.0,7.0,13.0,1.0,1.0,6.0,11.0,3.0,13.0,3.0,1.0,8.0,12.0,8.0,7.0,2.0,4.0,2.0,7.0,5.0,6.0,4.0,5.0,1.0,1.0,16.0,4.0,3.0,11.0,6.0,2.0,- -  -,Yth,9.0
Ben Krauhaus,AM (RL),-,-,7.0,5.0,2.0,8.0,6.0,6.0,6.0,6.0,1.0,4.0,3.0,5.0,5.0,7.0,6.0,3.0,7.0,12.0,3.0,6.0,4.0,11.0,4.0,8.0,3.0,3.0,5.0,7.0,10.0,7.0,1.0,4.0,16.0,9.0,7.0,5.0,6.0,8.0,1.0,2.0,6.0,3.0,5.0,7.0,12.0,1.0,- -  -,U18,8.0
Dillon De Silva,"M (R), AM (RL)",-,-,9.0,10.0,3.0,11.0,7.0,3.0,5.0,6.0,3.0,2.0,1.0,6.0,3.0,5.0,12.0,1.0,4.0,10.0,5.0,3.0,6.0,1.0,3.0,2.0,4.0,2.0,4.0,11.0,10.0,6.0,1.0,10.0,2.0,9.0,11.0,7.0,6.0,11.0,3.0,1.0,5.0,6.0,8.0,11.0,15.0,4.0,- -  -,,13.0
Greg Jenner-Naylor,"M (L), AM (RL)",-,-,9.0,5.0,1.0,3.0,6.0,4.0,5.0,4.0,1.0,2.0,2.0,3.0,3.0,5.0,9.0,2.0,6.0,7.0,1.0,1.0,7.0,3.0,3.0,11.0,7.0,3.0,3.0,5.0,7.0,5.0,1.0,13.0,10.0,8.0,7.0,4.0,5.0,6.0,2.0,1.0,5.0,7.0,4.0,9.0,9.0,2.0,- -  -,Yth,11.0
Alexandros Zervoulias,"M/AM (R), ST (C)",-,-,10.0,2.0,2.0,12.0,6.0,1.0,3.0,5.0,2.0,1.0,3.0,1.0,3.0,9.0,9.0,2.0,6.0,15.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,4.0,1.0,12.0,7.0,8.0,2.0,4.0,2.0,1.0,4.0,3.0,2.0,4.0,1.0,3.0,6.0,10.0,5.0,8.0,15.0,1.0,- -  -,Yth,13.0
Ewan Gordon-Clement,"AM (RL), ST (C)",-,-,8.0,4.0,2.0,6.0,6.0,2.0,8.0,6.0,3.0,3.0,1.0,1.0,2.0,7.0,9.0,3.0,6.0,15.0,4.0,4.0,5.0,11.0,2.0,3.0,1.0,4.0,4.0,10.0,10.0,8.0,1.0,13.0,5.0,7.0,7.0,4.0,1.0,4.0,2.0,1.0,6.0,6.0,4.0,9.0,10.0,1.0,- -  -,U21,11.0
