UID,Name,Position,Con/90,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Rec,Inf
2000189976,Gabriel Ortelli,GK,1.18,6,13,6,14,14,4,4,5,11,4,10,4,6,11,6,1,11,1,6,2,3,2,4,2,3,2,1,5,1,3,2,3,5,3,2,4,14,6,1,5,7,7,6,5,12,8,4,- -  -,
2000105668,Jake Askew,GK,1.38,5,15,4,14,11,5,3,5,14,8,7,6,7,12,7,3,14,2,7,4,4,3,1,2,1,2,1,5,1,1,1,2,4,1,3,2,15,6,6,5,6,6,3,6,12,9,6,- -  -,
2002083162,Jamie Watters,GK,1.17,2,8,10,10,12,1,4,2,11,4,5,3,7,11,17,3,3,1,8,5,10,8,2,2,1,3,1,3,1,3,3,3,2,1,1,2,11,7,10,7,13,5,8,12,12,9,8,- -  -,Inj
29130341,Max O'Leary,GK,1.54,12,14,8,13,13,9,12,12,7,12,12,13,12,11,6,7,10,11,13,12,14,12,2,3,2,3,15,7,3,2,3,3,15,2,2,10,13,11,12,6,11,14,13,10,12,8,13,- -  -,Lst
2002095960,Dale Biggs,GK,1.45,7,11,15,14,8,6,4,7,6,7,8,5,10,12,10,3,7,1,10,6,13,3,5,1,2,3,5,7,1,3,3,3,6,2,1,7,13,8,5,1,9,12,9,6,7,6,10,- -  -,
29221758,Luke Jackson,GK,1.67,9,9,9,11,18,9,3,8,10,12,15,8,10,14,16,3,11,3,10,8,10,6,3,3,1,2,4,7,1,2,3,2,9,3,2,5,12,9,11,5,10,11,8,14,9,15,8,- -  -,Ask
2002083888,Eddie Flynn,GK,1.44,12,14,12,5,5,9,3,3,10,5,7,3,6,11,4,1,7,1,9,11,6,4,4,3,3,1,1,7,1,3,3,3,4,2,2,5,8,10,9,6,13,4,8,8,5,6,6,- -  -,
2002113439,Manuel Varela,GK,1.25,7,16,8,10,4,6,7,7,8,12,9,6,6,8,10,1,8,2,11,17,4,12,3,2,3,2,7,5,1,1,3,2,5,2,2,9,8,12,7,1,13,10,10,7,10,12,8,- -  -,Int
2002095699,Kevin Reynolds,GK,1.32,4,11,8,10,12,6,4,4,8,4,9,2,7,11,9,1,3,2,9,6,1,3,3,2,3,2,1,6,1,3,2,1,3,3,2,1,6,6,4,2,12,7,5,7,4,6,4,- -  -,
2002084025,Alex Walkinshaw,GK,1.83,7,13,4,8,10,6,3,2,8,5,6,3,3,10,13,1,3,3,7,3,5,6,2,3,1,3,2,6,1,1,3,1,4,3,3,1,6,7,5,1,13,6,7,10,6,9,5,- -  -,
29174851,Lewis Elsom,GK,1.42,3,9,8,5,7,3,5,6,5,6,7,6,11,8,14,3,12,10,6,11,10,5,3,1,1,3,2,6,4,1,1,1,7,3,1,7,10,11,11,14,10,10,9,8,12,10,10,- -  -,
2002096011,Tom Hewitt,GK,1.35,8,8,9,10,3,7,6,4,10,6,6,5,9,5,15,2,11,3,9,11,4,10,3,3,1,3,7,3,1,1,2,2,7,3,2,6,12,8,7,3,7,10,9,9,10,8,6,- -  -,
2000081255,Matteo Salamon,GK,1.35,10,12,6,7,8,8,1,4,9,2,14,4,8,9,13,2,10,1,3,4,1,3,4,3,3,1,1,8,1,1,1,3,6,2,3,3,11,7,8,5,13,7,5,10,12,14,6,- -  -,
89043855,Charlie Searle,GK,1.57,9,9,4,6,10,8,2,4,9,7,9,4,5,8,9,1,5,3,6,4,3,3,3,3,2,2,2,2,1,3,2,3,3,3,1,3,9,6,6,9,12,10,5,11,10,10,5,- -  -,
2000138316,Finley Purcell,GK,1.50,4,11,4,12,7,2,1,4,7,5,5,5,6,12,3,3,6,1,5,4,3,3,2,2,2,2,1,1,1,1,2,3,6,3,2,2,14,9,5,5,12,7,5,13,8,12,5,- -  -,
2000016813,Kelechi Chibueze,GK,1.85,12,9,11,10,10,11,5,11,6,12,6,10,9,10,11,1,8,3,8,9,9,7,3,1,3,2,3,5,2,1,1,3,6,3,1,6,13,11,16,13,8,13,12,14,9,9,11,- -  -,Inj
61074625,Ross Stewart,GK,1.61,10,13,9,13,11,8,11,12,5,9,12,7,9,12,10,1,5,3,10,10,12,12,3,3,1,1,8,6,5,3,3,2,11,2,1,8,13,13,11,7,11,11,9,12,12,12,11,- -  -,Opt
2002080524,Victor Ibragimov,GK,3.77,8,16,12,11,12,7,10,10,11,9,14,10,11,10,16,2,6,2,11,7,10,11,3,2,1,3,6,7,1,3,1,2,10,2,2,8,11,12,11,2,11,12,10,16,15,10,10,- -  -,
2000079583,Alec McLachlan,GK,1.62,11,8,6,9,13,8,2,4,5,7,15,7,4,13,8,2,8,3,8,5,6,3,3,3,3,2,2,5,1,1,1,1,5,3,1,2,12,6,5,15,10,8,8,12,9,12,8,- -  -,
2000191267,Josh Blunkell,GK,1.41,8,7,6,10,10,7,4,6,11,7,15,4,5,11,7,3,11,1,11,4,5,4,3,2,1,1,1,7,1,1,1,2,4,3,2,4,12,11,8,6,11,9,6,5,7,10,7,- -  -,
2000197989,Stan Amos,GK,1.58,8,11,6,12,14,9,1,6,13,2,11,4,6,12,3,3,4,3,2,3,3,2,5,1,2,2,1,6,1,1,2,1,5,2,2,3,14,6,7,5,12,6,6,12,11,7,6,- -  -,
2000022064,Aaron Jones,GK,1.33,8,14,4,9,11,5,2,2,15,5,8,5,7,12,7,2,11,1,7,4,6,2,2,3,3,2,3,6,1,3,1,3,5,2,2,2,8,7,6,5,9,9,5,10,7,13,2,- -  -,
2002092133,Aung Kyaw Kyaw,GK,1.18,7,13,7,8,13,7,3,5,9,6,6,3,6,9,16,3,3,2,6,8,6,5,1,1,3,3,3,4,1,2,3,3,4,3,1,4,7,7,9,13,6,5,5,8,7,5,4,- -  -,
16043253,Markus Kuster,GK,1.59,9,10,14,16,14,9,11,14,8,10,14,11,11,9,16,3,12,1,14,12,9,11,3,4,6,2,9,4,8,12,14,5,9,4,6,5,15,12,11,6,13,14,12,10,12,11,14,- -  -,Inj
61013783,David Mitchell,GK,1.50,4,5,5,10,8,2,4,3,5,8,12,10,11,10,10,3,11,9,9,8,4,6,3,2,1,1,7,4,5,3,2,2,6,3,3,8,12,9,13,2,11,6,12,14,10,9,8,- -  -,
55070267,André Ferreira,GK,2.74,11,13,10,15,13,10,11,11,11,11,13,10,12,11,12,1,8,2,12,13,10,12,4,3,2,3,10,8,6,2,1,2,11,2,2,10,15,9,12,13,14,13,12,10,16,9,12,- -  -,
29217987,James Holden,GK,1.34,9,9,5,14,9,6,3,12,13,7,16,8,9,15,15,1,4,3,10,9,8,7,3,1,2,1,1,7,1,2,1,1,10,3,3,5,16,7,6,11,8,13,10,5,7,12,14,- -  -,
2000179761,Ewan Oxborough,GK,1.34,8,8,2,13,10,4,2,5,6,1,10,2,5,13,2,3,10,1,7,4,3,3,2,1,1,3,1,3,1,2,1,1,8,2,3,1,13,7,6,5,10,9,6,14,7,15,4,- -  -,
2000212991,Daniel Young,GK,1.72,6,9,6,9,16,7,2,3,6,4,4,3,8,12,10,1,4,1,6,3,2,2,1,3,2,1,1,1,1,1,2,1,5,2,2,2,11,7,4,5,8,3,3,11,12,8,6,- -  -,
92056834,Mark Flekken,GK,1.67,9,14,11,15,12,9,10,15,10,12,13,15,12,12,14,1,14,3,11,14,9,10,5,3,1,2,13,8,7,1,1,2,12,4,1,12,14,12,14,13,12,14,14,9,16,15,15,- -  -,
2002095237,Brian Daniels,GK,1.59,6,12,9,11,14,8,4,4,13,4,9,2,9,4,6,2,13,2,9,1,2,2,3,1,1,3,4,5,1,1,2,1,3,3,2,6,10,8,7,1,7,2,9,9,8,9,4,- -  -,
2000107946,Reuben Perry,GK,1.43,8,11,5,5,5,4,4,4,13,4,10,3,8,11,3,1,13,1,5,5,4,4,3,3,2,3,4,4,2,3,1,2,4,3,3,3,5,7,5,5,6,7,5,9,11,9,6,- -  -,
29159064,Kai McKenzie-Lyle,GK,1.86,11,9,13,15,12,10,8,16,6,6,13,7,10,9,15,1,6,1,10,8,9,12,5,1,2,1,5,6,8,2,3,1,5,1,1,9,18,10,8,6,8,9,13,12,10,9,8,- -  -,
28060298,Ross Fitzsimons,GK,1.50,15,10,11,13,12,13,8,12,8,8,10,11,11,6,12,3,8,1,10,9,2,9,2,1,1,2,7,6,5,2,2,2,7,2,3,6,10,10,11,8,11,11,9,6,9,9,7,- -  -,
2000044865,Jake Balme,GK,1.38,8,12,2,5,9,6,1,2,14,4,9,5,9,12,15,3,1,3,9,2,2,2,2,2,2,3,1,5,1,3,1,2,3,1,3,1,4,6,3,12,12,7,3,10,12,14,4,- -  -,
55041557,Jonas Mendes,GK,1.50,7,11,9,12,12,7,9,12,8,10,12,11,11,12,10,11,9,6,12,11,7,11,2,1,3,1,6,5,3,1,3,3,9,3,1,6,14,12,12,12,9,12,13,15,13,12,9,- -  -,
2002103883,Guno Oostwoud,GK,1.46,10,6,3,11,14,5,6,4,8,7,7,5,10,9,11,3,13,2,10,9,3,10,3,3,2,2,1,6,1,2,3,2,3,11,2,3,7,6,4,3,6,10,4,14,9,10,3,- -  -,
2000027346,James Walker,GK,1.50,11,6,8,8,14,10,1,3,11,7,14,6,6,13,11,1,10,1,9,6,6,4,3,1,1,2,1,5,1,1,1,2,4,2,3,1,11,10,7,5,9,5,3,15,13,8,5,- -  -,
29023101,Ross Worner,GK,1.50,4,5,5,8,5,3,4,3,8,11,10,10,11,8,12,2,7,3,9,13,5,5,2,3,1,2,5,4,4,2,3,1,5,3,3,5,13,9,9,11,10,7,12,10,7,10,9,- -  -,
2000062723,Luke Chadwick,GK,1.55,5,12,7,14,12,9,7,8,8,7,10,6,8,11,12,1,7,3,7,3,2,5,3,2,1,3,5,5,1,1,2,3,6,1,3,7,15,7,7,5,11,9,9,8,9,8,8,- -  -,
78063165,Sergio Rochet,GK,1.88,10,13,12,15,12,11,10,11,6,12,13,12,13,12,13,3,12,3,12,12,13,13,5,3,1,1,9,7,3,3,2,2,13,3,2,10,13,9,12,9,13,11,14,14,16,14,13,- -  -,
2002082775,Newman Cockrill,GK,1.74,6,12,6,9,15,7,4,3,10,6,7,5,8,7,10,1,12,1,3,2,2,6,3,3,2,3,3,6,1,3,1,1,3,1,1,3,9,10,5,5,12,7,9,9,13,15,5,- -  -,
28116463,Nathan Shepperd,GK,1.87,11,11,12,13,11,10,12,8,7,10,13,12,13,10,12,4,8,4,11,10,8,11,6,3,3,1,8,9,6,2,2,1,9,3,2,7,9,10,11,4,12,8,12,7,13,8,11,- -  -,
78074060,Ignacio De Arruabarrena,GK,1.54,13,14,12,11,15,14,10,9,5,13,14,12,11,10,18,1,14,3,12,11,13,13,4,3,3,2,8,8,2,3,3,3,11,2,2,6,10,10,12,6,9,12,15,15,14,14,13,- -  -,Trn
2002106811,Mario Siles,GK,1.44,7,14,6,7,12,8,4,6,9,7,12,5,8,12,12,2,4,3,8,12,6,8,2,3,1,1,5,5,1,1,3,1,6,3,3,6,7,7,6,1,12,8,7,6,13,8,8,- -  -,
2000109142,Harvey Giles,GK,2.67,11,8,5,10,7,12,3,4,7,3,11,2,4,12,15,1,10,2,4,4,1,4,2,2,2,2,1,5,1,3,3,1,5,3,3,3,10,11,6,5,9,6,6,8,11,10,5,- -  -,
7506718,Nikolay Mihaylov,GK,1.70,4,5,7,15,10,4,3,8,6,13,8,12,12,11,11,6,13,5,14,12,8,9,4,3,3,3,9,7,9,2,3,3,9,9,2,7,13,12,13,7,13,11,11,8,10,14,9,- -  -,
2002103884,Osman Mujezinovic,GK,1.26,9,8,13,13,12,10,5,4,6,6,11,6,9,7,12,1,5,3,8,7,6,7,3,3,2,3,7,4,1,1,1,3,4,3,3,8,11,10,7,1,6,13,12,10,15,11,10,- -  -,
29217524,Cian Tyler,GK,1.79,7,12,5,16,13,5,1,9,6,11,4,5,7,9,11,2,5,1,8,7,6,4,4,1,3,2,3,5,1,1,1,1,11,1,2,3,15,12,6,5,13,10,8,6,13,15,8,- -  -,Wnt
29175186,Jon McCracken,GK,2.39,13,15,12,17,8,13,5,8,7,14,11,13,11,10,11,1,14,2,12,10,11,9,3,3,1,1,6,7,1,3,1,1,9,2,3,3,15,12,12,1,12,14,13,5,12,6,11,- -  -,
2002083976,Franck Obekop,GK,1.15,7,11,6,9,6,5,3,2,7,5,7,3,3,9,7,2,4,3,6,2,1,1,1,2,3,2,1,3,1,3,2,1,4,3,2,5,9,5,6,2,13,5,5,16,13,6,4,- -  -,
2002084443,Houcine El Gharbaoui,GK,1.51,8,12,12,10,11,4,4,4,5,3,6,4,10,5,17,1,8,3,5,6,2,3,3,3,3,1,4,5,1,1,2,2,3,3,2,3,8,8,11,1,4,9,6,10,13,10,2,- -  -,
2002096100,Craig Thompson,GK,1.45,7,15,8,9,13,4,3,6,16,6,9,5,6,5,11,3,8,1,4,5,1,3,3,1,2,2,4,4,1,2,1,3,6,3,1,5,5,6,8,13,8,6,4,13,12,14,6,- -  -,
2002090692,Gustavo Meza,GK,1.60,7,10,9,13,13,7,10,10,16,12,11,9,13,11,15,2,12,2,9,14,7,13,1,3,2,3,8,4,1,3,1,1,7,2,3,13,10,12,11,2,15,15,13,14,14,11,12,- -  -,
2000217732,Trent Carter-Rodgers,GK,1.61,10,6,5,11,12,7,1,4,8,4,3,4,6,11,11,3,11,3,9,4,4,3,2,1,1,1,1,4,1,2,2,1,5,2,3,1,13,8,3,5,12,8,8,7,12,15,5,- -  -,
2002083880,Andrew Newby,GK,1.49,6,8,7,12,8,5,7,6,12,5,12,6,10,12,15,2,14,1,8,6,16,6,3,1,2,1,3,4,2,3,3,2,6,1,3,6,10,10,6,2,9,9,8,9,14,5,8,- -  -,
2002083526,Ade Beales,GK,1.69,9,9,14,13,11,5,8,8,6,8,7,8,10,10,14,3,14,3,12,9,9,5,3,3,3,3,2,8,1,3,1,1,4,3,2,5,11,9,7,2,10,5,9,13,12,6,10,- -  -,
2002102272,Bernard Ladislović,GK,1.51,10,16,16,11,12,7,10,8,8,10,8,7,13,9,11,3,4,2,13,8,8,12,3,2,1,2,5,7,1,3,3,3,8,3,3,6,10,7,9,2,14,5,12,10,14,10,6,- -  -,Int
19016415,Rafael Cabral,GK,1.60,6,8,10,14,14,5,8,4,7,14,12,12,13,12,12,6,13,5,12,12,12,12,5,3,1,3,11,8,4,2,1,1,11,8,1,8,12,13,12,10,14,13,13,12,15,15,14,- -  -,
2002095970,Paul Murphy,GK,1.37,8,7,8,7,12,5,5,4,5,5,10,2,6,11,16,1,12,3,3,7,5,9,3,2,1,2,1,4,1,1,1,2,5,7,1,5,5,7,7,5,12,1,8,12,10,9,7,- -  -,
2000123306,Munro Gellan,GK,1.67,8,8,2,13,8,4,1,6,8,1,5,1,5,12,8,1,1,3,10,4,3,2,3,2,1,2,1,5,1,2,1,3,4,1,2,1,11,10,6,5,12,4,4,6,11,10,5,- -  -,
2002090671,Shemel Charles,GK,1.82,4,4,3,10,11,2,4,5,14,11,6,6,9,10,15,2,14,2,12,11,4,6,3,2,1,2,1,6,1,3,2,1,3,2,2,3,10,8,12,1,9,12,7,7,14,12,5,- -  -,Yth
2002084124,Cenk Stretton,GK,5.27,1,3,9,10,13,1,1,2,6,4,8,1,8,8,12,3,8,3,5,9,1,4,3,2,2,1,1,4,1,3,1,1,1,2,2,2,11,8,6,1,10,9,8,13,12,13,5,- -  -,
2000190590,Malachi Osei-Owusu,GK,1.58,3,10,6,6,8,3,3,3,5,7,9,4,6,5,15,2,7,1,8,4,5,4,1,2,3,3,4,2,1,2,1,3,6,2,1,3,10,10,7,5,13,11,8,13,8,6,10,- -  -,
2002095234,Andreas Giorgallidis,GK,1.51,7,11,5,9,5,10,6,3,8,3,13,3,5,10,12,2,9,2,8,16,2,10,2,1,1,1,3,4,1,3,3,3,4,1,1,1,5,4,3,1,6,8,4,8,13,12,3,- -  -,
2000123845,Chris Stanley,GK,1.34,5,12,2,4,7,5,1,2,8,2,3,6,6,13,8,3,5,3,4,4,3,3,4,3,2,1,1,5,1,3,3,2,4,2,3,2,5,7,5,5,12,6,4,13,12,11,6,- -  -,
2000058754,Gabriel Breeze,GK,1.69,10,7,7,10,12,8,4,4,13,5,12,7,8,12,8,3,8,1,10,5,4,4,4,2,3,3,1,6,1,2,3,1,8,3,1,4,12,6,5,5,12,11,9,10,11,8,4,- -  -,
2000052139,Harry Christy,GK,1.36,8,12,10,13,6,6,5,8,10,9,9,9,11,12,12,3,10,3,5,5,6,4,3,3,1,1,2,4,1,3,3,1,9,3,3,4,15,11,9,5,11,9,10,14,11,10,11,- -  -,
2000205904,Michele Vallon,GK,4.25,10,7,8,10,7,8,4,7,12,7,10,5,4,13,15,2,11,1,6,2,4,4,2,2,1,1,2,6,1,1,3,3,11,2,2,1,10,7,7,5,13,9,10,6,13,9,8,- -  -,
2002090713,Freddy Rodríguez,GK,1.46,8,14,10,13,10,9,10,10,7,10,6,5,7,12,16,1,11,1,12,13,6,9,2,3,3,1,5,6,1,2,1,3,8,1,2,4,10,11,12,1,10,12,14,8,13,9,10,- -  -,
2002096284,Halipha Nacro,GK,1.56,4,6,2,11,5,5,2,5,9,3,10,4,6,8,5,3,4,3,5,4,1,3,1,2,3,2,1,3,1,1,2,2,7,1,2,4,7,5,5,5,8,3,4,11,11,8,3,- -  -,
28115826,Jacob Carney,GK,1.81,13,14,10,14,12,9,9,7,5,13,9,8,10,9,16,2,5,3,10,10,6,9,3,3,3,1,9,7,4,3,3,2,8,3,2,8,12,8,10,5,12,9,9,12,14,12,7,- -  -,Opt
2002096036,Jose Pablo Reyes,GK,1.71,5,16,9,13,13,7,12,10,8,6,6,8,10,14,8,3,11,2,9,9,6,10,3,3,2,3,6,6,1,3,1,2,6,2,3,9,10,11,11,2,11,10,12,10,10,10,11,- -  -,Int
2002109007,Michael Rees,GK,1.85,5,15,11,10,11,3,4,4,13,4,7,7,9,10,5,2,1,1,4,6,4,1,2,3,1,1,3,6,1,1,3,2,5,3,2,3,10,9,9,1,11,7,3,7,10,8,6,- -  -,Loa
2000015385,Joe Collinge,GK,1.49,11,10,4,6,10,8,1,2,14,5,13,2,1,12,17,2,5,3,6,4,2,3,2,2,3,3,1,2,1,2,2,2,1,1,1,1,4,7,5,5,12,3,3,7,12,6,7,- -  -,
37013324,Kelle Roos,GK,1.60,11,13,7,14,14,9,10,10,9,9,10,10,8,9,15,7,9,1,10,12,11,11,5,2,4,2,9,7,6,3,2,3,11,4,2,9,14,8,9,11,11,14,16,14,14,12,14,- -  -,
2000216557,Alexei Rojas Fedorushchenko,GK,1.80,13,16,11,14,12,12,5,10,5,10,15,10,11,8,16,1,11,2,13,7,8,6,3,1,1,1,5,9,1,2,2,1,12,1,1,5,13,11,8,5,12,15,13,8,9,13,8,- -  -,
25017111,Václav Hladký,GK,1.25,9,10,9,11,15,8,5,8,9,12,13,13,12,10,15,11,14,5,11,10,8,7,2,2,3,2,8,3,3,2,6,7,11,5,6,9,12,9,9,13,12,14,14,15,12,16,14,- -  -,
2002112199,Soulaimane Kari,GK,1.91,9,8,9,9,12,12,6,2,13,6,4,2,7,9,9,3,6,1,3,11,5,11,1,1,1,2,2,6,1,1,3,3,5,1,2,6,13,5,10,2,10,8,4,13,4,11,2,- -  -,
2002112027,Lee Si-Woo,GK,1.65,7,15,7,10,5,10,6,5,17,11,10,7,9,12,15,3,11,2,10,9,12,7,2,3,1,3,4,5,1,2,1,2,4,3,3,6,8,12,11,1,10,5,7,11,10,10,5,- -  -,Yth
2000183423,Max Foulkes,GK,1.71,8,13,6,7,12,5,3,3,11,6,14,2,4,12,5,1,7,2,6,5,4,3,1,3,2,3,3,2,1,1,3,3,7,3,3,2,5,9,6,5,8,7,6,8,5,9,3,- -  -,
2000209901,Conor Brann,GK,1.55,9,8,7,12,6,10,3,6,7,8,13,4,12,12,13,1,13,2,9,5,9,4,3,1,2,3,3,5,1,1,3,1,6,2,3,1,12,9,6,5,12,7,10,11,9,13,6,- -  -,
2002095865,Yulian Ivanov,GK,1.61,7,11,11,7,9,9,3,3,14,5,4,4,12,6,11,3,6,3,8,14,3,5,3,3,3,1,5,5,1,3,1,3,4,2,1,3,12,6,8,2,12,9,6,11,14,8,5,- -  -,
2002083606,Amir Rezaie,GK,1.51,3,12,13,12,13,4,5,4,7,4,1,3,11,10,4,3,7,1,6,7,8,8,4,2,3,2,2,6,1,2,1,2,4,1,1,7,12,9,8,8,10,6,4,13,4,8,6,- -  -,
2000141101,Ben Hoy,GK,1.51,5,12,5,10,11,5,1,3,5,3,7,4,10,11,15,1,12,3,2,4,5,3,2,3,1,2,1,5,1,2,3,3,2,1,2,1,7,9,3,5,8,7,9,9,13,9,4,- -  -,
2002090669,Rafael Espinoza,GK,1.45,7,14,6,5,11,6,3,4,9,6,5,3,11,10,6,3,6,1,6,7,6,7,2,2,1,3,1,3,1,3,1,2,3,3,3,5,5,5,11,12,13,5,6,15,7,13,6,- -  -,
2002084065,Andy Yates,GK,1.95,9,7,3,7,11,8,2,2,5,4,9,4,4,8,12,3,3,1,5,3,3,3,2,3,3,2,3,6,1,3,2,2,2,2,1,1,12,6,3,1,11,6,7,12,7,9,4,- -  -,
2002109646,Owen Ortega,GK,2.03,12,13,4,8,13,12,4,5,8,5,7,5,6,8,11,3,8,2,8,6,7,5,3,2,3,1,4,6,1,3,3,1,5,3,3,7,7,6,8,12,11,11,6,10,7,8,6,- -  -,Int
2002101072,Tomás Adroaldo,GK,1.36,8,6,1,11,12,3,3,3,4,6,6,2,8,7,13,3,8,1,4,10,1,5,1,1,3,2,1,4,1,1,1,3,2,1,3,5,7,9,6,1,12,3,3,9,7,9,4,- -  -,
2000192321,Niall Jordan,GK,1.77,7,14,6,7,13,8,2,3,12,3,9,3,3,10,16,2,4,3,6,3,2,2,2,2,2,1,1,4,1,1,3,1,3,1,2,2,7,8,6,5,12,7,4,5,11,5,6,- -  -,
2002103864,Rabson Mweetwa,GK,1.43,10,12,4,9,6,11,1,1,11,2,9,3,3,8,9,2,2,3,5,8,1,5,2,1,1,2,1,4,1,3,1,2,4,3,3,1,9,5,5,2,12,6,7,10,13,13,1,- -  -,
59042978,Stas Pokatilov,GK,2.08,7,9,8,12,11,7,4,3,5,11,15,9,12,13,10,2,12,1,13,9,8,8,4,1,3,2,7,7,1,3,1,2,10,2,2,5,13,9,7,5,13,8,11,9,13,6,10,- -  -,
2002081072,Oleg Ladygin,GK,2.30,10,11,15,11,12,8,8,8,9,8,11,4,12,10,14,3,13,1,10,13,4,9,3,2,2,2,3,6,1,3,1,1,5,1,3,7,6,11,7,1,13,7,8,11,13,15,11,- -  -,
2002094901,Julien Lesueur,GK,2.66,4,15,11,10,7,7,7,10,7,10,13,6,10,10,14,2,10,2,14,14,8,10,4,2,1,3,5,9,1,2,1,3,8,3,2,10,10,12,12,2,14,8,12,7,13,13,10,- -  -,Yth
2002112691,Jack Schrijvers,GK,1.58,4,13,8,9,13,4,4,5,8,7,7,4,12,8,13,1,5,2,12,7,1,3,3,2,1,2,4,4,1,3,2,2,7,3,2,5,7,11,9,1,11,8,7,17,10,12,9,- -  -,Yth
2002083948,Jayson Keeshan,GK,1.75,2,11,8,10,11,4,2,4,17,5,9,4,6,6,9,3,3,2,7,5,6,6,3,3,1,2,2,3,1,3,1,3,3,1,1,6,8,8,7,6,5,8,6,13,13,9,4,- -  -,
2002112189,Waldik Ananias Luciano,GK,1.64,8,9,2,9,9,4,6,1,15,4,7,2,6,9,3,3,14,1,6,17,2,10,3,1,3,3,1,6,1,1,2,1,1,1,2,3,6,5,5,1,6,5,7,5,5,10,3,- -  -,Yth
2002100992,Momodou Bah,GK,1.73,10,5,6,7,7,8,3,4,7,5,6,2,4,6,12,2,6,3,6,7,5,1,3,1,1,3,1,3,1,1,3,1,2,8,3,1,10,7,9,4,12,5,5,7,4,16,5,- -  -,
2002084090,Andrew Murphy,GK,4.09,11,9,2,9,13,8,5,1,6,4,3,1,6,10,3,3,11,1,4,9,3,8,3,3,2,3,1,4,1,3,1,2,2,5,3,1,6,6,6,6,12,5,3,9,7,9,2,- -  -,
2002083049,Josep Baños,GK,2.00,9,13,14,15,9,10,11,9,8,10,5,7,10,13,15,1,4,3,12,5,10,8,5,3,3,1,6,8,1,3,2,3,9,8,3,7,14,13,13,1,11,12,12,12,14,10,11,- -  -,
2002084080,Joel Keeshan,GK,4.21,5,11,4,11,10,6,6,3,12,6,4,4,6,9,10,3,4,1,5,15,1,9,3,1,2,1,3,5,1,2,2,3,2,2,1,6,10,6,6,2,4,5,8,13,8,7,6,- -  -,
2000212990,Jordan Whitcombe,GK,2.02,8,8,5,8,12,7,1,2,8,2,9,6,6,12,8,1,10,3,2,2,2,1,2,2,2,1,1,5,1,2,2,3,3,3,2,2,13,6,6,5,12,6,7,10,11,10,6,- -  -,
2002095227,Loris Stammen,GK,5.16,8,8,5,13,13,6,4,5,8,4,8,3,7,6,4,1,6,2,7,4,10,1,4,2,2,1,2,6,1,3,3,2,4,2,3,5,9,8,8,2,12,8,5,10,8,7,5,- -  -,Trn
2002106883,Andreson,GK,1.83,12,14,14,13,12,8,8,10,12,9,9,7,6,8,14,2,10,3,14,7,7,6,3,2,3,2,6,5,1,2,1,2,7,3,2,6,11,6,11,7,12,10,12,6,12,6,6,- -  -,
90012130,Ben Chapman,GK,1.82,5,6,6,7,12,5,2,4,10,8,10,4,7,13,3,3,10,2,5,7,5,6,2,1,3,3,4,5,2,1,3,2,6,2,1,5,7,7,6,7,8,7,5,5,7,6,5,- -  -,
2002112242,Carlos,GK,1.70,6,14,7,10,11,9,7,7,13,6,6,5,10,12,8,1,2,3,11,7,7,11,4,1,3,3,5,6,1,1,2,2,5,3,1,3,6,11,13,10,7,9,8,10,14,11,6,- -  -,
2002102175,Vladimir Yarkovoy,GK,1.60,9,10,8,10,14,9,6,7,17,8,9,6,13,12,15,1,13,1,10,11,5,7,3,3,2,3,4,8,1,3,2,3,10,2,3,9,10,12,11,3,14,11,12,7,11,8,10,- -  -,
2000159643,George Porter,GK,1.68,3,12,4,14,15,4,2,5,5,4,4,2,6,12,15,3,9,1,1,3,2,2,3,1,2,3,1,6,1,1,3,3,3,1,1,1,13,8,5,15,12,4,4,8,6,10,6,- -  -,
2002081390,Mehdi El Amrani,GK,2.34,9,8,12,10,11,7,9,10,11,8,10,6,10,12,6,2,11,1,8,6,15,4,3,1,2,3,2,8,1,2,3,1,4,2,3,5,9,9,6,1,12,12,8,7,12,13,8,- -  -,
2002094489,Marijo Kokot,GK,2.45,6,13,15,14,13,9,6,9,9,11,10,9,10,12,14,1,5,2,12,9,11,8,3,2,2,2,4,5,1,1,3,1,6,3,3,8,14,12,9,2,12,9,14,7,13,14,11,- -  -,
2000198344,Toby Fisher,GK,1.71,8,9,6,9,12,3,1,4,8,5,11,6,8,12,6,1,1,2,4,5,3,4,3,3,1,1,1,3,1,3,1,2,5,2,2,3,9,10,6,5,12,10,10,9,10,5,6,- -  -,
2002083745,José Cunha,GK,1.42,8,10,8,8,12,9,1,2,11,5,6,2,4,11,7,2,5,2,5,6,5,3,1,2,3,2,1,3,1,1,1,1,5,3,2,5,8,8,9,6,5,3,5,12,10,6,4,- -  -,
2000042650,Eddie Brearey,GK,1.94,9,9,6,9,7,6,2,2,12,5,13,7,11,12,8,2,5,2,6,4,3,3,3,3,1,3,1,7,1,3,3,3,9,3,2,2,12,5,6,5,6,8,4,8,6,9,3,- -  -,
