UID,Name,Position,ShT/90,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Amb,Cons,Cont,Dirt,Imp M,Inj Pr,Prof,Spor,Vers,Temp,Rec,Inf
28010314,Calum Butcher,"D (C), DM, M (C)",0.15,11,11,11,12,8,10,10,11,15,10,11,10,12,11,11,4,13,10,13,12,9,12,6,6,7,11,11,8,12,8,8,11,7,10,13,10,3,4,3,2,2,2,3,3,2,3,4,13,10,4,17,10,11,13,8,11,9,- -  -,
28107096,Tyler Cordner,D (C),0.05,9,7,10,12,12,9,12,13,8,9,11,10,8,11,12,3,14,6,9,10,9,12,3,2,2,3,9,4,12,3,4,9,8,4,11,8,1,3,2,2,1,2,1,2,1,2,2,12,11,1,6,13,7,14,9,12,8,- -  -,
29144078,Devante Rodney,"AM (RL), ST (C)",1.17,13,11,11,13,10,14,13,13,12,9,8,9,6,8,10,10,6,7,3,12,8,11,6,8,10,11,8,6,7,10,2,5,6,10,4,10,2,3,2,3,2,1,2,1,1,1,1,9,10,4,5,10,12,14,14,9,13,- -  -,Lst
28066818,Ben Pearson,"DM, M (C)",0.28,11,12,12,9,11,11,12,13,17,13,13,14,12,13,18,11,11,11,15,15,14,16,8,8,9,7,14,8,9,7,3,12,15,10,14,13,1,3,2,1,2,3,1,3,3,4,3,16,15,4,15,12,5,11,6,11,2,- -  -,Inj
19242476,Carlos Vinícius,ST (C),1.45,12,11,14,15,16,14,14,17,12,14,13,16,14,14,14,12,10,12,8,13,14,12,10,12,12,14,14,11,8,12,2,7,11,15,8,15,1,1,1,2,1,3,3,3,3,2,1,14,14,11,10,16,8,15,14,10,13,- -  -,
52061367,Ryan Delaney,D (C),0.28,10,10,12,16,12,9,13,14,11,12,14,10,11,9,11,5,9,6,10,12,6,13,5,5,5,5,7,4,12,5,8,11,8,5,12,9,1,1,3,1,1,2,1,1,3,1,3,11,10,3,8,8,8,12,13,8,18,- -  -,Wnt
29016942,John Rooney,"DM, M/AM (C)",0.19,8,9,12,8,12,6,9,10,14,12,10,12,8,9,15,11,11,11,7,7,12,10,11,10,11,10,12,13,7,13,6,7,12,12,8,14,3,3,3,2,2,3,3,1,3,1,2,12,9,8,11,14,4,10,6,11,7,- -  -,Lst
28116466,Owen Evans,D/WB/M/AM (L),0.28,12,10,7,3,14,12,9,1,10,3,7,9,8,12,11,9,11,9,8,12,7,7,2,8,7,7,7,6,2,3,6,6,6,1,11,8,1,4,2,3,2,1,2,3,1,2,2,12,10,3,11,12,14,11,11,13,19,- -  -,
29033731,Scot Bennett,"D (C), DM, M (C)",0.07,9,9,10,10,14,8,10,12,9,10,14,12,11,10,12,5,11,9,12,11,12,14,4,5,8,6,9,5,12,5,9,11,10,4,11,9,1,4,2,3,2,1,4,2,3,3,2,11,13,5,6,11,9,13,9,14,12,- -  -,
2000155561,Aidomo Emakhu,ST (C),2.36,14,13,12,8,15,13,12,11,12,10,9,11,9,10,12,13,4,13,8,10,10,12,7,8,12,11,12,5,10,9,3,4,10,8,4,11,3,1,1,1,1,3,1,1,1,2,1,15,11,6,6,10,4,15,11,12,12,- -  -,
61093553,Finlay Robertson,"DM, M (C)",0.15,9,10,12,2,10,10,10,11,8,11,10,11,9,10,15,11,10,12,10,11,12,10,10,11,10,8,11,8,6,7,2,11,12,8,12,12,2,1,2,1,1,2,3,3,2,3,3,12,10,5,12,10,10,16,10,8,13,- -  -,
29141476,Max Sanders,"DM, M (C)",0.15,12,13,12,8,12,12,13,9,9,10,10,11,10,9,13,12,10,10,10,14,14,13,12,9,13,8,11,12,7,9,6,7,14,9,9,12,2,1,3,3,2,2,1,1,3,1,3,11,13,6,8,14,10,13,12,9,11,- -  -,
28088523,Mohamed Eisa,ST (C),1.10,13,13,12,11,12,13,12,8,8,12,9,14,10,10,18,11,6,14,7,9,7,8,5,8,11,15,12,8,10,10,4,5,11,11,4,13,2,3,2,3,3,4,1,1,1,3,3,11,12,6,5,10,10,8,9,11,14,- -  -,
24039427,Duje Ćaleta-Car,D (C),0.12,11,11,15,15,14,12,14,16,14,15,13,12,13,12,15,10,11,8,14,14,12,14,5,5,8,7,13,8,15,10,8,14,14,8,14,9,2,3,2,3,3,2,2,2,3,2,1,13,14,8,11,13,12,14,14,7,13,- -  -,Wnt
29086008,Mason Bennett,"AM (RLC), ST (C)",1.08,15,13,13,11,15,14,13,15,13,10,14,9,10,9,15,11,3,12,6,12,8,13,8,11,12,11,8,4,9,9,3,3,9,9,9,11,3,2,1,2,1,3,1,2,1,3,3,15,10,2,10,8,15,9,9,12,11,- -  -,
2000022070,Quaine Bartley,ST (C),1.37,9,7,11,14,11,9,12,16,14,12,13,13,10,9,12,11,8,12,9,13,8,13,9,7,7,10,10,9,9,7,4,6,7,8,6,13,1,1,2,1,1,2,2,1,1,1,1,13,4,6,5,4,6,15,11,4,15,- -  -,
54005896,Mateusz Klich,"DM, M/AM (C)",0.68,11,10,12,11,18,11,18,11,15,13,15,13,12,12,17,12,13,13,11,16,14,20,10,10,8,12,13,11,7,13,4,10,14,16,11,13,3,4,3,2,3,3,1,1,1,3,3,11,14,17,10,14,4,13,3,11,8,- -  -,Set
29130351,Joe Morrell,"DM, M (C)",0.07,11,12,12,6,13,12,14,10,6,12,11,12,10,11,14,11,8,12,11,10,11,13,8,11,12,11,12,11,10,11,4,11,12,8,12,12,2,4,2,2,1,1,2,4,3,2,1,14,14,4,4,10,2,14,9,9,5,- -  -,
2000015388,Eden Bailey,ST (C),1.77,10,8,10,9,11,11,13,12,10,12,10,8,6,9,15,12,8,10,5,9,8,14,5,7,9,10,9,5,8,8,5,4,6,8,7,9,3,2,3,1,4,2,2,1,3,2,3,10,10,2,5,10,7,7,10,10,17,- -  -,
61084411,Euan Henderson,"AM (RL), ST (C)",0.66,13,12,12,10,13,14,11,11,7,10,8,12,10,9,10,8,7,12,6,9,10,11,6,6,10,13,11,8,6,7,5,4,9,10,6,11,1,1,1,3,2,1,2,3,3,1,2,10,11,5,6,6,2,10,13,5,13,- -  -,
28101329,Michael Phillips,"D (C), DM, M (C)",0.06,14,10,8,8,13,13,13,5,9,9,9,8,9,9,13,5,7,7,11,8,10,15,7,8,3,9,13,6,7,3,1,8,9,2,12,8,2,1,2,3,1,3,3,2,1,1,3,14,11,7,4,18,2,10,10,16,16,- -  -,
53173177,Ismaïla Coulibaly,"M (C), AM (RLC), ST (C)",0.98,15,13,11,10,10,14,11,11,7,13,7,12,10,11,9,11,5,13,11,14,9,13,8,9,13,11,12,7,8,11,4,5,11,9,5,13,3,1,3,1,1,1,2,1,2,2,2,11,9,6,6,5,8,8,9,12,12,- -  -,Loa
2000147443,Gabriel Overton,ST (C),1.01,15,12,13,8,13,16,12,10,8,11,10,9,8,7,13,12,4,13,5,12,7,12,5,7,12,11,9,5,5,8,3,4,8,12,6,11,2,2,3,1,1,1,3,2,3,2,1,13,10,3,7,12,10,13,15,11,15,- -  -,Loa
2000189647,Alasdair Davidson,D (RC),0.50,8,10,7,8,12,11,11,9,10,9,8,4,7,14,9,5,9,5,13,6,3,7,4,7,1,4,8,1,7,1,5,12,6,1,11,4,3,2,3,1,3,1,3,3,1,3,1,12,10,5,12,11,11,11,11,12,20,- -  -,
2000207717,Gideon Tetteh,AM (RL),-,13,12,12,10,14,12,13,9,7,11,8,8,10,9,11,12,4,11,8,11,10,10,10,9,11,8,11,6,8,7,5,5,10,7,6,11,3,2,1,1,3,1,2,1,1,3,2,16,9,5,5,9,4,14,8,10,8,- -  -,
29179966,Isaac Olaofe,"M (R), AM (RL), ST (C)",1.70,15,11,12,9,14,12,12,13,13,8,14,12,9,8,13,12,7,12,5,12,8,12,7,9,11,11,11,5,10,9,2,4,8,9,7,9,4,3,1,2,2,1,2,3,3,2,3,14,14,4,8,11,6,13,12,9,12,- -  -,Unh
29236409,Lee Seok-Jae,"AM (LC), ST (C)",1.29,12,12,4,4,13,12,4,2,9,7,5,6,3,6,14,7,10,6,4,3,3,5,3,2,8,9,10,3,8,4,1,2,9,2,3,6,1,1,2,1,2,3,3,1,1,1,2,13,17,2,13,6,11,9,12,8,10,- -  -,
29182334,Mwiya Malumo,"AM (RL), ST (C)",1.34,13,10,5,4,13,12,3,11,7,3,3,4,5,9,8,8,12,9,3,4,5,6,4,9,11,7,13,4,5,1,1,4,9,2,1,8,3,2,1,1,1,1,2,1,4,2,2,14,19,5,12,8,7,13,10,12,17,- -  -,
15020308,Kenny Dougall,"DM, M (C)",0.38,11,15,12,11,14,11,14,12,15,11,14,11,12,10,15,6,13,9,11,14,11,15,12,8,11,7,11,11,12,10,3,11,11,10,14,11,2,2,3,2,2,3,1,2,1,3,2,14,12,2,12,17,6,13,12,13,14,- -  -,
29136230,Ryan Yates,"DM, M/AM (C)",0.36,11,13,12,14,14,13,16,13,12,12,15,11,12,12,15,6,12,13,14,15,12,15,7,10,10,11,12,10,15,9,4,12,13,4,14,12,1,1,1,2,3,3,2,3,3,3,1,12,14,8,8,13,4,14,13,13,10,- -  -,Wnt
28106490,Joe Powell,M/AM (C),0.19,12,12,12,8,13,11,13,11,9,11,10,11,11,11,12,11,9,9,5,10,12,11,12,11,13,12,12,13,8,12,6,5,12,12,6,12,2,3,3,1,1,2,3,1,1,1,2,12,8,7,10,12,10,18,13,14,13,- -  -,
29125338,Joe Riley,"D/WB (R), DM, M (RC)",0.29,12,11,10,7,15,13,14,9,13,9,10,10,8,8,7,8,7,10,10,9,7,13,10,9,11,8,9,9,4,8,7,9,11,5,10,11,3,3,1,2,3,3,3,3,1,1,3,13,11,4,13,8,14,8,8,13,7,- -  -,
29195609,AJ Greaves,"DM, M (C)",0.23,11,10,9,11,12,13,13,11,15,9,12,9,8,9,6,10,12,10,12,10,9,12,8,10,10,8,8,9,9,6,8,10,9,9,11,9,2,1,2,3,4,1,1,3,1,2,4,13,9,6,14,10,5,13,13,10,19,- -  -,Lst
61075183,Jack Aitchison,"M (L), AM (RLC), ST (C)",0.61,12,12,10,8,13,14,11,8,8,10,8,11,9,9,15,11,6,11,8,11,10,12,7,7,14,11,14,5,8,8,3,5,10,11,6,14,2,1,2,3,3,2,3,2,3,3,3,8,9,3,6,6,12,11,11,12,19,- -  -,
48036809,Romain Perraud,D/WB (L),0.13,14,14,15,7,15,14,15,11,14,13,12,13,14,13,15,12,9,15,14,14,13,15,10,14,12,8,12,13,8,16,8,10,12,10,12,14,3,1,2,3,1,1,3,1,3,2,2,15,15,5,8,13,6,14,11,14,13,- -  -,Inj
4002123,Shaun Whalley,"M (R), AM (RC)",0.32,10,9,10,7,12,10,8,8,10,10,9,12,12,11,12,11,8,11,9,12,12,11,9,12,11,11,11,10,6,12,5,8,11,11,5,12,1,3,2,4,1,1,1,2,2,3,2,6,11,8,9,12,13,16,11,13,12,- -  -,Lst
29218010,Tyrese Sinclair,"AM (RLC), ST (C)",0.52,13,12,9,15,8,12,9,6,8,9,10,8,7,6,12,12,7,10,6,12,10,13,11,11,11,9,10,11,10,10,5,5,9,6,7,11,3,1,4,3,1,2,2,1,1,2,2,13,6,5,15,7,13,12,9,12,14,- -  -,Wnt
28110728,Kyle Taylor,M/AM (C),0.63,12,9,11,5,11,13,12,10,6,6,8,14,6,10,3,9,6,9,9,14,13,13,7,10,14,11,11,5,4,10,3,8,14,10,8,11,3,2,3,1,1,3,3,1,2,2,3,11,9,3,5,8,4,11,9,8,14,- -  -,Lst
29164360,Tom Whelan,"DM, M/AM (C)",1.19,12,12,13,8,14,11,14,10,11,10,10,11,10,10,14,7,10,8,11,12,10,14,5,8,9,10,8,7,7,8,2,8,11,7,10,9,1,3,3,2,3,1,1,2,2,2,2,13,11,3,10,7,3,13,13,9,15,- -  -,Lst
85027988,Abdoulaye Doucouré,"DM, M/AM (C)",0.40,14,13,14,12,16,13,16,15,13,12,14,13,12,13,14,12,10,13,12,16,13,17,5,11,11,13,14,7,12,13,5,12,13,8,12,14,4,2,1,1,2,3,2,3,1,4,3,15,13,5,11,14,9,15,15,11,12,- -  -,Set
29233210,Sean Roughan,"D (LC), WB (L)",0.12,12,11,12,12,12,13,14,12,12,11,10,11,10,11,13,7,13,13,14,12,12,13,11,13,12,6,11,9,12,5,10,13,13,7,12,12,1,2,3,3,2,1,2,1,3,1,3,14,10,5,6,10,8,14,8,10,9,- -  -,Wnt
90059564,Ashley Hunter,"AM (RLC), ST (C)",0.21,13,14,9,6,12,12,9,7,18,11,9,11,9,6,15,15,7,12,9,6,8,13,7,11,12,10,8,10,8,11,13,6,8,9,6,13,2,3,3,2,2,3,1,2,2,1,3,12,6,15,18,9,5,11,5,13,3,- -  -,Wnt
215502,Ben Fox,"D (R), DM, M (C)",0.13,9,9,10,11,14,9,12,12,10,10,12,10,11,12,12,10,10,10,9,11,8,12,7,9,9,8,11,10,10,8,6,11,12,7,12,11,1,2,2,3,2,2,1,1,2,2,2,10,12,4,8,8,13,15,13,14,11,- -  -,
85046589,Timothée Dieng,"D (C), DM, M (C)",0.13,11,10,11,12,14,10,15,13,12,10,13,11,9,11,11,6,10,9,10,13,8,14,5,8,9,10,9,6,12,5,7,11,11,9,13,10,2,1,2,1,3,3,2,3,1,1,2,11,13,7,11,10,9,12,9,14,10,- -  -,Set
85096693,Frédéric Guilbert,D/WB (R),0.54,13,14,13,11,14,14,15,13,13,13,13,12,14,12,15,13,12,13,10,14,12,16,5,14,12,11,12,8,12,11,16,11,12,8,12,12,1,2,3,3,3,3,2,3,3,2,3,14,13,5,14,12,1,14,12,15,12,- -  -,Ask
29179724,Baba Fernandes,D (C),0.23,11,8,8,13,13,12,11,12,15,11,12,8,8,9,12,8,10,8,9,10,6,12,2,4,3,7,8,3,16,6,4,12,8,3,10,9,2,4,2,2,1,2,1,3,3,3,2,13,9,5,8,8,6,13,10,11,15,- -  -,Wnt
28093742,Kieran Green,"DM, M/AM (C)",0.91,9,9,8,12,13,11,12,11,11,9,12,10,9,9,12,6,11,8,12,8,11,14,11,7,10,9,10,7,10,7,3,8,10,5,11,10,3,2,1,1,2,2,2,3,3,1,3,12,10,6,11,11,2,12,10,11,14,- -  -,Lst
28106685,Josh Dasilva,"DM, M (C)",0.64,13,12,12,12,14,13,13,13,12,14,11,14,13,13,15,14,9,13,11,14,13,13,8,12,13,13,13,9,10,14,8,11,14,10,12,13,2,3,1,1,2,1,2,2,2,2,3,13,15,5,8,11,9,15,12,16,13,- -  -,Inj
91147345,Robin Koch,"D (LC), DM, M (C)",0.03,13,11,12,16,13,15,13,14,7,13,12,14,13,12,13,5,9,9,15,15,11,13,2,5,8,5,12,3,15,8,10,14,13,6,14,11,1,3,3,3,2,3,2,2,2,1,2,14,14,5,7,12,13,15,15,17,17,- -  -,Req
29191063,Fábio Tavares,"AM (RL), ST (C)",0.79,17,13,12,6,11,16,10,5,7,12,10,10,8,9,10,12,3,13,2,8,7,13,8,8,13,14,10,6,8,8,2,3,8,9,6,13,2,2,1,3,2,3,2,3,1,3,1,9,8,3,2,7,2,11,10,7,10,- -  -,Loa
85140175,Yoane Wissa,"M/AM (L), ST (C)",1.25,15,14,12,8,14,15,14,12,10,13,10,12,12,12,13,13,7,14,8,13,13,14,9,12,13,13,12,11,8,10,6,6,13,13,6,13,2,2,1,4,1,2,1,1,3,3,3,13,13,6,8,12,7,14,15,13,14,- -  -,Inj
29235467,Ayman Benarous,"M (C), AM (RLC)",0.58,14,10,10,8,13,13,13,12,12,10,12,10,11,11,13,15,9,10,11,11,10,12,10,12,13,10,12,7,10,10,6,10,12,10,11,12,2,3,2,3,3,1,1,3,3,2,1,12,10,8,10,9,7,14,10,11,16,- -  -,Wnt
29217857,Tyreece Simpson,ST (C),1.18,12,11,8,14,15,14,13,16,9,9,13,11,10,9,8,9,9,11,8,14,12,8,5,7,9,13,8,5,12,10,6,6,10,10,6,9,3,4,2,3,3,2,1,3,1,1,2,12,11,7,7,7,7,10,10,8,7,- -  -,
71099020,Emmanuel Dennis,"WB/M (R), AM (RLC)",0.32,18,15,12,6,13,18,12,13,14,12,16,14,9,9,12,14,8,10,5,10,7,10,8,12,13,13,13,8,8,10,5,5,12,14,7,13,4,2,3,2,1,1,2,2,1,3,3,16,10,8,12,12,5,7,8,11,9,- -  -,
29193662,Mungo Bridge,D (LC),0.12,13,12,11,12,11,13,11,10,10,10,12,12,10,8,12,9,12,7,10,11,9,10,5,8,9,7,10,3,11,3,9,10,12,3,11,9,1,2,1,3,1,2,1,1,1,2,1,11,9,5,11,8,6,12,11,10,10,- -  -,
2000078970,Josh Doyle,ST (C),0.87,11,9,9,15,10,9,12,9,15,8,14,8,10,10,8,5,2,10,8,9,7,10,9,8,10,11,9,9,11,10,3,4,10,7,2,8,1,2,3,1,3,3,3,2,1,3,3,11,9,6,9,8,10,11,12,7,19,- -  -,
5007409,Jack Cork,"DM, M (C)",0.23,10,11,12,13,18,11,16,12,14,13,15,15,14,14,18,11,11,12,14,17,11,19,8,9,12,10,12,8,12,11,8,12,12,7,14,12,1,1,2,3,1,2,3,1,3,3,2,15,15,6,9,13,6,18,13,13,19,- -  -,
28045434,Jordan Cousins,"DM, M (RC)",0.25,13,13,11,12,17,13,18,10,11,9,10,8,14,12,17,5,10,10,11,14,9,18,8,8,10,7,9,6,9,10,11,12,10,7,12,10,3,1,4,2,2,2,2,3,2,2,3,17,18,4,3,10,16,16,14,14,13,- -  -,Opt
29011985,Gary Madine,ST (C),0.53,12,8,10,16,11,10,11,15,16,12,14,13,12,13,13,11,11,11,10,15,14,13,3,7,7,12,13,10,16,9,6,8,12,13,8,13,2,3,1,1,4,4,2,1,3,2,2,6,12,17,16,13,11,8,3,8,5,- -  -,
28090681,Joe Williams,"DM, M/AM (C)",0.24,12,12,12,11,13,11,14,12,15,13,14,11,11,12,15,10,10,10,12,16,11,15,12,11,10,8,13,9,10,8,5,11,12,9,12,14,2,2,3,4,1,3,1,1,3,2,3,11,12,2,13,14,13,15,11,10,14,- -  -,
61089979,Mouhamed Niang,"D (C), DM, M (C)",0.09,11,12,11,12,12,11,14,13,17,12,13,11,10,11,11,6,7,12,12,10,14,14,8,9,7,4,9,9,11,4,2,10,12,4,12,8,3,3,1,2,2,4,2,4,2,2,2,11,12,6,14,3,2,12,11,5,14,- -  -,Wnt
61064267,Scott McKenna,D (C),0.11,12,11,11,15,12,14,13,15,15,13,14,12,12,12,15,7,16,7,13,12,8,13,4,5,7,6,10,7,15,10,10,13,11,10,14,10,1,2,3,3,1,3,2,3,2,1,3,15,14,7,13,14,8,14,10,12,13,- -  -,Wnt
2000063720,Tom Blackwell,"AM (R), ST (C)",1.44,12,11,9,9,10,11,12,7,4,6,7,8,7,9,11,8,6,8,7,10,7,11,6,8,6,7,8,5,6,7,2,2,6,9,3,9,1,3,3,3,4,1,3,2,3,1,2,14,9,3,3,10,4,13,13,12,12,- -  -,
90087670,Taylor Allen,D/WB/M (L),0.04,13,9,11,13,9,13,12,11,12,9,10,12,8,9,14,11,5,10,10,12,10,13,4,12,11,10,10,7,11,9,4,9,10,9,10,11,1,2,3,1,1,2,2,1,1,1,4,11,7,13,10,11,5,14,11,11,11,- -  -,
2000130160,Daniel Kanu,ST (C),1.87,11,11,4,16,13,12,4,9,14,9,7,7,8,12,5,11,5,14,6,7,5,9,6,4,10,10,15,7,14,4,5,4,8,2,3,9,3,2,2,2,3,3,2,3,1,3,2,11,9,5,5,4,5,11,11,8,16,- -  -,Loa
28111504,Lewis Bryon,"D (RC), DM, M (C)",0.65,14,9,7,4,10,12,6,6,10,7,7,8,7,14,6,5,7,6,10,7,9,12,6,8,6,2,12,6,7,6,6,5,5,3,11,7,1,2,3,3,1,1,1,3,3,3,1,9,12,6,10,9,15,12,12,13,16,- -  -,
90055311,Akil Wright,"D (C), DM, M (C)",0.40,11,10,10,12,12,12,13,13,13,10,14,10,10,10,13,8,8,10,11,11,8,14,3,5,8,5,8,4,10,8,4,9,10,4,12,9,4,2,2,2,3,2,1,2,3,1,3,8,14,6,8,10,4,13,12,12,13,- -  -,
5130916,Sam Baldock,"AM (C), ST (C)",1.67,11,11,11,7,12,11,11,9,9,11,12,12,12,10,16,8,14,13,9,15,10,16,7,10,10,13,11,8,11,12,5,5,11,15,6,12,1,2,3,3,1,2,4,1,2,1,1,9,12,4,4,11,18,17,14,11,14,- -  -,
37073313,Devyne Rensch,"D (RLC), WB (RL), DM, M (C)",0.08,13,13,12,10,13,13,11,13,6,11,11,12,11,11,16,13,11,14,13,15,12,14,4,10,12,7,12,7,9,5,6,12,14,11,13,13,4,2,1,2,2,1,1,1,1,3,2,14,11,6,4,9,7,14,13,16,13,- -  -,
89059284,Tom White,"DM, M (C)",0.51,12,11,10,9,16,13,15,11,13,9,13,10,10,11,18,12,9,11,11,12,10,16,8,7,8,7,9,8,8,7,3,9,9,6,11,10,1,2,2,1,4,1,1,2,1,1,3,12,12,6,5,10,3,15,17,11,11,- -  -,Wnt
29219121,James Connolly,D (RC),0.23,12,8,9,12,11,12,12,11,11,11,12,11,11,10,14,6,12,10,12,11,8,12,6,7,7,7,9,7,11,6,10,12,10,7,12,10,2,3,1,1,1,2,1,1,1,3,2,13,12,9,6,12,8,12,11,13,12,- -  -,
28027622,Adam Forshaw,"DM, M (C)",0.50,10,15,14,8,12,10,12,10,15,16,13,16,14,16,16,7,11,13,14,15,14,15,11,10,12,5,15,12,6,9,3,10,14,11,11,14,3,3,3,2,2,2,3,1,1,3,2,11,14,7,7,13,17,15,13,14,12,- -  -,
29090577,Hayden White,"D (RC), WB (RL)",0.06,13,12,11,11,13,15,12,11,16,9,8,9,8,7,12,10,7,9,9,8,10,10,4,9,10,3,7,7,9,6,7,10,9,5,10,9,2,3,1,2,3,1,3,3,2,3,3,10,9,7,12,7,12,12,10,11,10,- -  -,Wnt
2000220516,Jay Errington,ST (C),0.85,8,8,8,9,13,10,8,8,9,9,9,8,7,8,12,7,8,8,5,9,7,10,1,2,8,10,7,3,7,5,1,2,6,5,3,6,3,3,1,2,2,2,2,1,1,1,2,10,10,4,6,9,5,12,11,5,11,- -  -,
52097828,Dawson Devoy,M/AM (C),0.23,13,13,13,9,12,12,13,7,8,8,9,11,11,11,15,14,3,12,8,10,12,12,8,8,12,9,11,5,9,9,4,7,12,14,7,12,2,1,2,3,1,3,2,2,3,2,2,15,10,6,7,11,5,13,12,11,12,- -  -,
29071123,Ollie Clarke,"DM, M (C)",0.15,12,9,11,8,14,10,13,12,15,10,15,10,10,10,15,7,12,10,9,13,10,13,6,9,11,9,11,7,8,12,8,10,11,9,12,11,2,1,2,1,1,2,2,4,1,3,3,7,15,9,12,9,11,15,12,13,9,- -  -,
61033344,Jay Fulton,"DM, M (C)",0.30,10,11,12,13,8,10,11,14,15,12,15,12,11,13,10,12,12,11,13,13,12,12,9,11,11,12,12,9,13,9,8,10,12,10,15,13,2,1,3,2,2,1,1,1,3,2,2,11,16,5,15,9,4,11,8,10,16,- -  -,Req
31039354,Ricky Aguiar,"M (C), AM (RC)",0.38,13,11,11,8,11,13,10,7,9,9,10,8,7,9,11,10,6,8,6,10,8,11,6,8,9,8,10,8,6,9,1,4,9,5,5,10,1,3,1,4,2,3,3,1,3,2,2,12,8,5,3,8,5,12,11,10,14,- -  -,
2000058756,Jack Ellis,"D (RC), WB (R)",0.08,13,10,9,12,15,10,8,8,15,6,9,8,7,12,16,5,12,5,12,8,8,8,4,9,4,5,9,1,9,4,2,14,9,3,9,7,4,3,2,1,2,3,3,3,1,2,4,14,15,2,13,9,6,11,8,10,19,- -  -,
29191024,Ellis Chapman,"DM, M (C)",0.12,11,11,8,9,12,11,13,10,6,12,10,12,10,12,12,8,7,11,8,11,12,10,9,10,10,8,11,7,8,11,4,11,12,8,10,10,4,2,4,2,4,2,3,2,1,1,3,15,10,6,4,10,4,10,9,9,5,- -  -,
29156781,Declan Evans,D (C),0.26,11,8,9,10,10,11,9,12,11,10,10,9,9,9,10,3,9,6,11,10,3,11,2,2,3,5,9,3,11,3,7,10,8,3,10,5,2,2,3,3,3,3,3,3,3,2,2,11,10,3,3,8,6,9,8,5,9,- -  -,
52064763,Alan Browne,M/AM (C),0.34,12,13,12,11,12,10,13,12,12,13,14,11,12,11,12,11,14,12,13,15,11,15,12,10,9,11,12,9,12,13,8,12,12,9,13,12,2,3,2,1,2,4,1,3,1,1,2,11,13,1,11,10,9,14,15,16,13,- -  -,Lst
29235127,Isaac Ogundere,"D (RC), WB (R)",0.20,13,10,9,9,11,13,11,8,8,10,8,10,10,11,16,9,8,11,10,9,8,13,4,8,8,7,9,8,8,6,5,9,9,5,10,9,3,3,2,4,2,2,3,3,2,3,3,15,8,2,6,11,6,15,13,13,10,- -  -,
29141814,Sam Surridge,ST (C),2.76,12,12,10,15,13,13,14,11,13,15,13,10,14,11,15,12,7,13,7,13,8,15,7,10,11,12,10,6,14,9,9,7,11,13,8,13,2,1,3,2,3,1,3,3,3,3,2,15,14,2,5,11,5,15,6,8,14,- -  -,Lst
29106774,Harrison Biggins,M (C),0.51,12,13,11,13,12,13,12,11,8,9,10,9,9,9,7,7,8,11,10,13,8,13,6,8,12,7,9,6,11,9,6,10,11,6,9,10,1,3,2,2,2,1,1,1,2,3,3,10,12,6,8,8,7,10,10,12,11,- -  -,Wnt
18004415,Funso Ojo,"DM, M (C)",0.10,9,10,8,8,10,9,11,10,16,11,13,12,10,9,14,14,12,13,12,15,12,15,8,8,9,8,12,10,11,7,8,12,12,8,10,14,3,1,2,1,3,3,1,2,2,4,1,12,11,4,15,12,11,2,6,16,5,- -  -,Lst
28090966,Wes McDonald,"M (RL), AM (RLC)",0.32,14,10,10,8,12,12,11,11,7,9,8,10,9,5,12,15,6,9,8,8,10,7,8,10,12,10,10,9,7,9,8,7,10,9,7,10,1,2,1,3,3,3,1,3,2,3,3,14,5,2,5,8,5,13,12,9,13,- -  -,Wnt
2000051481,Adetayo Adedoja,ST (C),1.15,7,6,6,5,14,9,11,7,11,11,2,12,2,12,11,10,9,6,3,5,5,6,4,5,7,11,7,5,7,5,1,3,7,5,4,7,3,2,4,1,2,2,2,3,1,3,1,13,14,1,12,10,9,12,11,9,11,- -  -,
28026279,Romaine Sawyers,M/AM (C),1.22,11,12,13,11,13,11,11,12,9,11,8,14,11,12,13,15,13,11,9,14,13,12,10,11,13,10,14,9,8,12,7,8,14,12,8,15,3,4,3,1,2,2,1,1,4,1,1,15,13,7,7,12,3,16,13,13,15,- -  -,Ask
28063828,Lewis Baker,"DM, M/AM (C)",0.35,10,10,8,9,14,12,12,10,10,10,9,13,9,11,10,11,8,10,10,11,14,12,16,14,10,10,12,15,5,12,5,7,14,17,10,13,2,3,1,3,1,2,2,2,3,2,2,12,13,5,8,10,4,13,16,11,16,- -  -,
2000193932,Justin Osagie,"D (C), DM, M (C)",0.35,9,11,10,11,14,11,12,6,12,11,8,12,10,10,18,6,12,6,15,9,13,10,7,7,5,4,13,7,11,9,7,11,9,3,16,13,1,1,3,3,2,3,2,1,2,1,3,10,8,7,5,15,11,14,13,13,13,- -  -,
2000081553,Josh Parker,ST (C),1.53,8,7,6,7,8,8,10,8,6,8,8,9,8,8,9,6,7,8,5,9,7,8,3,5,7,11,7,5,8,9,2,3,7,7,4,9,2,3,1,2,1,4,3,3,1,2,2,9,11,3,4,8,3,12,10,5,10,- -  -,
