UID,Name,Position,ShT/90,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Amb,Cons,Cont,Dirt,Imp M,Inj Pr,Prof,Spor,Vers,Temp,Rec,Inf
29106923,Macauley Southam-Hales,D/WB/M (R),0.34,15,13,10,8,13,14,12,7,8,9,8,9,9,8,13,12,6,11,8,12,9,12,10,12,12,7,10,7,8,6,6,8,9,6,9,11,1,2,1,3,3,2,3,1,1,4,2,13,12,5,9,10,8,13,8,13,10,- -  -,Wnt
2000034625,Mitchell Henry,AM (RL),0.24,12,10,10,4,9,13,12,9,8,9,8,7,8,6,13,8,6,6,6,7,8,8,5,7,7,8,7,6,6,7,4,4,6,6,3,8,4,3,1,3,3,3,2,2,2,1,2,11,9,7,5,7,5,10,9,9,16,- -  -,
29087568,Sam Long,"D (RC), WB (R)",0.06,12,10,10,12,17,12,14,12,10,9,13,10,15,11,12,9,14,10,10,17,9,15,5,11,11,5,9,5,12,4,12,11,10,6,12,10,1,2,4,3,1,2,3,3,4,3,3,7,13,1,2,5,5,17,17,18,15,- -  -,
29107387,Otis Khan,"D/WB/M (R), AM (RLC)",0.09,12,12,10,7,10,10,11,6,10,9,8,9,8,8,13,13,4,10,7,8,10,9,10,11,11,8,10,13,5,10,2,5,10,10,7,11,3,2,1,1,2,3,2,2,2,4,2,16,11,12,6,11,4,12,8,12,6,- -  -,
29000733,Chris Gunter,"D (RL), WB (R)",0.06,8,10,11,9,18,9,15,9,10,9,11,10,11,8,9,5,13,10,10,14,8,14,9,11,9,6,11,8,10,7,9,11,10,10,11,9,1,1,3,3,2,2,2,3,3,4,4,11,10,3,5,15,6,18,9,14,10,- -  -,
13129752,Benjamin Tetteh,"AM (RL), ST (C)",1.59,13,13,14,15,11,13,12,15,16,11,13,12,10,9,12,11,6,11,7,8,11,10,6,10,12,13,10,9,13,11,5,8,10,9,7,11,2,2,2,3,1,1,2,3,1,3,2,9,14,12,15,10,15,11,7,8,8,- -  -,Lst
28094949,Harry Wilson,AM (RLC),0.23,14,14,14,6,13,14,13,8,11,12,9,15,9,14,15,14,12,14,7,12,14,13,14,15,15,14,14,16,5,14,3,6,14,15,7,15,2,3,2,2,2,1,3,2,1,2,1,14,12,8,5,12,9,14,10,9,13,- -  -,
28109689,Rhian Brewster,"AM (RL), ST (C)",1.67,14,15,15,10,12,14,13,9,15,14,15,13,10,12,16,14,6,13,7,10,13,9,7,10,12,16,12,14,10,12,7,8,11,13,8,15,3,2,3,1,3,2,3,3,3,2,4,16,9,15,15,13,12,14,6,10,8,- -  -,
29010507,Barry Bannan,"DM, M (RC)",0.25,11,9,13,6,15,9,11,5,8,13,7,13,13,13,7,12,14,12,13,14,14,16,11,16,12,11,14,13,9,13,5,8,15,15,12,14,2,2,1,2,2,3,3,1,3,3,2,13,13,16,7,13,3,7,10,12,9,- -  -,
2000112404,Jewison Bennette,AM (RL),0.41,17,14,9,8,13,18,13,11,6,11,9,10,8,8,16,14,7,13,6,11,13,12,6,12,14,8,12,7,4,9,1,6,10,4,5,12,1,2,3,3,3,2,2,2,1,2,1,12,11,3,11,8,7,13,2,13,8,- -  -,
52090358,Promise Omochere,"AM (RL), ST (C)",1.24,14,12,12,13,13,13,12,13,11,8,9,10,9,9,10,12,4,12,8,9,10,10,6,9,12,11,11,7,11,9,5,6,10,9,7,10,1,2,2,3,3,1,3,1,2,3,4,13,13,5,5,9,4,10,11,12,12,- -  -,
29038690,Jamie Paterson,M/AM (RLC),0.35,12,15,14,7,10,11,9,5,9,13,7,13,8,10,8,15,10,14,8,13,13,10,8,13,13,12,13,11,5,11,4,5,13,11,6,14,3,3,3,2,2,1,4,2,1,3,2,14,11,14,6,14,12,10,11,15,12,- -  -,
29071720,Andrew Hughes,D (LC),0.06,11,10,12,15,14,10,16,12,12,12,12,11,11,12,8,6,13,10,12,13,11,13,10,11,10,8,11,11,15,9,8,13,13,4,14,11,4,2,1,1,1,3,3,4,2,3,1,11,15,3,7,11,11,12,13,13,13,- -  -,
28118137,Brennan Camp,D (RC),0.31,12,14,11,10,11,12,10,8,10,9,11,10,8,12,12,5,8,11,12,12,7,11,6,13,6,4,8,4,9,7,4,9,10,8,13,12,4,2,4,2,3,1,2,2,1,1,4,9,10,3,7,7,7,13,14,7,12,- -  -,
2002086975,Georg Seiwald,"DM, M (C)",0.17,4,6,11,4,13,3,9,4,4,5,15,9,5,10,8,5,10,4,9,10,6,13,4,4,4,6,10,6,8,8,1,8,10,5,4,10,4,3,3,1,1,3,2,2,3,1,3,8,8,4,11,18,14,10,15,7,16,- -  -,
28127274,Tony Springett,"M (RLC), AM (RL)",0.62,14,14,14,6,10,14,13,7,6,9,7,13,7,9,14,15,5,11,4,12,11,13,11,11,14,8,11,8,5,10,3,4,12,8,4,13,3,2,2,2,2,2,3,1,3,2,3,14,7,4,5,9,4,14,11,12,12,- -  -,
29199843,Siriki Dembélé,"M/AM (RL), ST (C)",0.74,16,15,14,6,12,15,10,8,12,10,8,12,8,6,11,17,5,11,6,10,10,11,8,11,16,11,11,7,5,9,2,5,11,9,6,15,3,2,4,3,1,1,3,1,1,2,3,12,10,5,3,12,10,14,11,9,11,- -  -,
28121775,Jayden Major,M/AM (L),0.66,10,12,6,9,11,12,6,4,11,7,3,6,4,7,4,13,3,4,3,7,10,10,7,10,8,8,9,5,3,6,5,3,7,3,3,14,3,2,1,1,1,1,3,3,2,3,3,10,7,8,8,8,7,10,10,10,14,- -  -,
29108070,James Ball,"DM, M/AM (C)",0.78,10,11,11,13,13,11,13,12,10,9,10,10,10,10,16,9,11,10,9,12,10,13,9,10,9,10,9,13,10,11,4,8,11,10,9,9,2,1,3,3,3,2,2,1,1,2,1,15,15,3,10,12,4,16,14,15,15,- -  -,Ask
5112839,Luke Chambers,D (C),0.07,6,8,9,12,16,6,11,11,13,12,13,9,12,11,17,3,18,10,13,14,6,15,3,7,7,8,9,4,11,4,12,12,7,4,13,9,1,4,2,3,1,2,3,1,3,2,1,13,15,3,7,13,2,18,16,13,18,- -  -,
28121373,George Nunn,"WB/M (L), AM (RL), ST (C)",-,13,8,9,12,11,15,9,8,8,9,10,8,8,8,16,6,4,9,6,9,8,13,5,9,6,10,7,4,8,5,9,4,6,8,6,7,2,1,1,3,3,1,2,2,2,1,2,12,11,6,13,9,15,13,13,10,17,- -  -,Loa
29175620,Tom Holmes,D (RC),0.17,12,12,11,14,14,12,14,16,15,10,17,12,11,10,16,7,15,11,13,14,9,15,7,9,9,8,12,10,13,9,14,15,11,12,14,9,3,3,1,2,1,3,2,1,3,1,2,12,12,6,12,11,8,15,10,14,7,- -  -,
29006437,John Akinde,ST (C),1.18,11,8,8,14,10,10,10,15,15,11,18,11,9,10,7,7,7,11,9,13,7,11,5,8,9,11,11,5,12,7,6,4,11,15,5,9,3,2,1,4,2,2,2,1,2,1,2,10,10,4,6,10,9,13,15,8,11,- -  -,
29120982,Charles Vernam,"M (L), AM (RLC)",0.72,14,12,9,5,11,13,11,10,9,11,11,11,9,10,13,14,6,12,7,12,11,12,8,10,13,10,11,4,7,9,6,8,10,10,7,12,2,2,2,3,2,2,3,2,3,3,1,14,12,2,5,10,12,10,7,14,9,- -  -,Wnt
29191145,Jack Rudoni,M/AM (RLC),0.46,12,13,11,11,10,11,14,8,11,10,11,14,11,11,16,14,7,15,9,13,11,15,11,10,13,11,12,9,11,8,3,8,13,11,12,14,3,2,2,3,2,3,3,3,1,2,1,15,11,5,8,12,7,16,12,14,10,- -  -,
90065502,Dan Scarr,D (C),0.07,8,8,15,15,13,11,14,15,17,10,17,10,9,11,15,4,13,7,10,18,8,17,6,5,6,5,8,5,17,5,6,12,8,6,12,8,1,4,1,3,1,2,2,2,2,3,2,10,15,7,7,12,5,14,12,11,12,- -  -,Wnt
29162646,Ryan Clampin,D/WB (L),0.06,12,10,10,12,14,12,11,10,14,11,10,9,10,10,12,11,7,10,11,11,9,14,8,11,11,6,10,8,10,9,6,11,10,8,10,10,1,4,4,1,1,3,1,2,4,3,1,10,13,2,10,9,13,12,11,14,15,- -  -,Inj
52097526,Darragh Burns,AM (RLC),0.42,15,14,14,8,13,13,13,8,10,10,9,13,9,12,13,13,5,13,9,12,13,12,8,11,13,10,12,6,8,13,4,6,13,11,6,12,3,3,3,2,1,4,1,1,1,3,1,18,11,5,5,11,6,14,11,14,14,- -  -,
52077463,Paudie O'Connor,D (C),0.10,8,9,13,15,12,9,13,16,18,10,15,9,10,11,15,3,13,6,12,12,4,14,2,4,5,4,8,2,14,4,3,11,9,4,15,8,1,2,2,3,2,2,1,3,3,1,2,13,13,4,7,10,7,13,11,6,5,- -  -,
5008069,Scott Sinclair,"M (L), AM (RLC), ST (C)",0.41,11,11,11,7,15,10,7,6,9,13,9,13,8,10,10,13,8,13,6,10,11,9,13,11,12,14,12,12,7,11,5,3,10,15,4,12,3,1,3,3,1,2,3,2,2,1,1,11,12,10,6,12,9,12,15,11,14,- -  -,Wnt
89063107,Iliman N'Diaye,"AM (RLC), ST (C)",1.06,14,15,13,8,12,14,11,8,6,11,11,13,12,12,8,15,10,14,8,10,11,12,8,10,15,13,14,10,12,12,6,5,12,10,7,13,3,2,3,3,2,2,1,3,3,2,1,10,12,2,11,11,5,10,12,11,15,- -  -,
28025337,George Francomb,"D (RC), WB (R), DM, M (RC)",0.06,8,8,10,10,13,8,10,11,8,9,11,10,10,10,11,7,15,9,9,12,9,14,11,10,9,10,11,9,12,11,4,12,11,8,10,11,1,1,1,1,3,1,2,3,1,1,2,10,13,3,3,9,13,12,10,17,12,- -  -,
28051933,Jake Caprice,D/WB (RL),0.07,13,11,12,10,11,12,14,11,5,10,9,11,10,9,9,13,8,12,10,11,10,13,7,12,10,6,10,6,8,6,8,9,10,4,9,9,3,1,3,1,3,2,1,4,2,2,3,11,13,8,4,10,6,9,11,10,10,- -  -,
28004100,Joel Ward,D (RLC),0.08,10,12,12,15,14,10,11,13,15,15,16,11,16,13,18,3,14,11,13,16,9,15,8,9,10,5,10,6,14,8,10,14,11,5,15,11,3,1,1,3,1,2,2,4,4,3,2,12,13,1,5,10,5,15,10,13,13,- -  -,Unh
28062873,Ryan McLaughlin,D/WB/M/AM (R),0.22,13,11,11,9,10,13,11,11,12,11,11,10,8,9,14,9,6,10,11,12,9,12,8,10,8,9,11,6,10,7,4,11,10,5,12,12,2,3,2,3,1,1,3,3,3,3,4,12,12,4,9,10,13,12,12,11,12,- -  -,
89038587,Kieffer Moore,ST (C),1.54,11,8,14,17,16,12,13,15,14,13,14,13,12,12,16,11,11,14,11,14,11,14,7,10,10,13,13,8,15,12,9,10,11,14,8,12,2,1,2,1,3,1,1,1,2,2,3,15,14,4,13,14,8,13,13,14,14,- -  -,
28127526,Rio Campbell,"M (RL), AM (RLC), ST (C)",0.42,14,12,11,6,13,11,6,6,8,7,4,7,6,6,9,12,10,6,4,7,6,8,7,10,12,6,9,6,6,9,6,6,5,1,7,9,2,1,1,1,1,1,1,1,3,2,3,12,8,2,10,9,13,13,14,12,15,- -  -,Inj
2000053239,Yaser Asprilla,"AM (RLC), ST (C)",0.72,13,12,10,12,13,13,13,11,13,11,12,12,11,12,10,13,6,13,5,11,13,13,11,12,14,11,12,11,8,11,4,5,13,8,6,13,1,2,1,4,1,1,1,3,3,1,3,10,11,3,10,10,8,12,9,11,15,- -  -,
28016320,Chris Stokes,D (LC),0.52,9,9,11,13,13,8,13,13,11,11,11,9,10,10,13,6,11,10,12,11,5,13,7,8,10,7,10,8,13,7,12,11,9,8,13,9,3,3,1,2,3,3,3,3,4,1,3,11,13,9,9,10,12,12,16,13,15,- -  -,
29045199,Billy Bodin,"M (RL), AM (RLC), ST (C)",1.84,10,12,11,9,9,9,9,10,5,11,6,11,9,10,11,14,11,12,6,10,11,8,13,12,11,12,12,14,8,12,5,5,10,11,4,12,1,2,1,2,3,3,2,2,2,3,2,15,13,3,7,11,16,11,12,13,12,- -  -,
28025342,Dave Stephens,D (C),0.07,5,10,15,17,5,6,6,18,10,7,9,9,10,3,11,1,12,4,15,13,5,10,1,2,6,4,5,2,14,2,4,15,5,7,12,3,1,3,2,3,3,3,2,3,1,3,1,12,14,2,7,4,12,13,14,3,14,- -  -,
300030,Charlie Brown,ST (C),1.86,14,11,9,8,12,14,14,8,8,11,6,10,12,10,12,8,7,11,8,15,9,15,6,7,10,12,8,5,8,6,2,4,8,4,5,9,4,3,3,2,2,1,2,1,1,1,2,13,8,3,5,5,4,11,12,4,12,- -  -,
29143049,Sam Austin,"WB (R), M/AM (RLC)",0.33,12,12,7,7,14,12,10,6,3,5,7,10,8,8,13,8,12,9,8,13,7,13,5,10,9,10,9,4,5,10,2,6,7,3,5,9,2,1,3,2,3,2,1,2,2,2,1,12,17,3,2,5,2,18,15,13,12,- -  -,
69221980,Harry Pritchard,"M (LC), AM (L)",0.26,10,10,10,5,11,11,12,7,11,10,13,10,9,10,14,11,6,11,7,12,11,11,10,11,8,10,11,8,9,11,10,5,11,8,6,11,2,1,3,3,1,3,1,1,3,2,3,10,12,5,3,8,13,10,6,4,8,- -  -,
48036788,Saïd Benrahma,AM (RLC),0.52,14,15,13,7,14,13,14,9,10,11,10,13,11,12,14,18,6,14,6,10,13,13,10,13,17,13,17,13,8,11,6,5,13,12,6,17,1,4,3,4,3,2,1,2,3,1,2,13,12,6,4,11,5,14,13,13,12,- -  -,Set
89008104,Inih Effiong,ST (C),0.99,13,10,12,11,14,13,14,15,6,8,10,7,6,7,11,8,2,9,5,12,4,14,2,4,11,12,7,8,12,6,6,3,7,6,3,9,1,1,2,2,2,3,1,1,3,3,2,7,7,9,6,9,5,11,14,6,11,- -  -,
28049780,Adam Thompson,D (RC),0.08,11,10,11,12,12,11,13,11,11,11,12,12,9,10,13,4,9,8,12,12,7,11,6,8,7,5,10,7,11,7,6,12,10,5,12,10,2,1,3,1,3,1,3,3,1,2,2,12,12,7,4,5,5,14,14,8,14,- -  -,
89054235,Mike Fondop,ST (C),1.33,8,10,10,14,12,11,12,16,13,9,10,10,8,8,8,12,7,8,4,12,8,13,4,6,10,10,10,8,12,10,5,5,9,10,6,9,3,2,4,2,1,2,1,1,1,1,2,9,11,3,11,6,8,10,11,9,16,- -  -,
28117374,Will Forrester,D (C),0.14,13,10,12,12,13,12,13,13,11,13,13,12,10,13,15,6,12,7,13,13,10,12,5,5,7,6,11,6,11,6,5,12,12,6,12,12,4,3,2,2,3,1,2,2,1,1,1,15,12,8,11,13,7,13,11,10,13,- -  -,
28110717,Ryan Glover,"M (RL), AM (RLC)",0.43,10,9,9,6,12,11,11,9,5,8,8,9,6,9,12,10,8,11,7,11,13,10,8,10,13,10,11,6,5,8,2,3,10,8,6,10,4,2,2,3,3,1,2,3,1,3,1,12,7,7,5,8,6,11,12,9,11,- -  -,
29226785,Darius Johnson,AM (RL),1.06,11,12,6,9,15,11,6,4,10,10,4,13,7,12,16,14,6,7,6,7,8,7,5,7,13,8,12,6,10,6,6,5,9,4,4,13,1,1,2,3,1,1,1,2,3,3,3,9,11,7,10,12,7,11,11,12,16,- -  -,
28049315,Zaine Francis-Angol,"D (LC), WB/M (L)",0.03,10,9,11,9,15,12,12,10,8,9,10,10,10,10,12,7,6,10,8,11,10,12,3,8,8,4,9,4,9,2,6,8,11,3,9,10,1,2,3,3,2,2,1,2,3,2,1,11,12,6,2,11,9,13,12,10,11,- -  -,
29179717,Pedro Neto,"M (RL), AM (RLC), ST (C)",0.36,17,14,12,7,14,16,12,7,9,10,9,12,10,12,15,16,8,13,7,11,11,10,13,13,17,13,13,11,7,12,3,5,13,8,3,14,1,2,1,4,2,3,1,2,4,1,2,15,14,8,11,12,4,15,16,17,15,- -  -,Set
5120064,Martin Cranie,D (RC),0.10,6,11,12,13,13,6,11,13,10,12,13,13,13,13,12,8,12,10,13,15,10,15,6,9,9,6,11,5,12,5,10,12,12,7,13,11,3,2,2,3,3,2,3,3,1,2,1,13,14,7,7,12,10,12,12,14,16,- -  -,
28087595,Patrick Roberts,"M (R), AM (RLC)",0.51,14,15,13,6,15,15,12,8,8,11,9,13,9,9,10,16,8,14,9,8,13,11,13,10,15,12,12,13,5,12,4,7,12,10,7,13,3,2,3,3,2,1,2,2,1,1,4,16,11,11,7,14,11,14,12,12,10,- -  -,Wnt
29158694,Shandon Baptiste,"DM, M/AM (C)",0.13,13,13,14,9,14,13,14,12,12,13,13,14,12,12,15,12,12,14,12,13,14,13,8,9,13,11,14,9,11,11,5,9,13,10,11,13,3,1,1,2,1,1,4,3,3,2,3,14,15,7,9,12,10,14,12,13,12,- -  -,Inj
28104391,Ro-Shaun Williams,D (C),0.08,11,11,11,14,11,11,14,11,9,12,10,9,8,12,13,8,8,9,10,13,4,11,2,4,8,3,11,2,11,2,7,11,12,5,12,12,1,3,1,3,2,3,2,1,4,1,2,13,11,6,5,10,10,11,10,13,12,- -  -,Opt
55002038,Diego Costa,"AM (C), ST (C)",1.61,11,11,11,14,9,12,10,15,19,13,19,14,12,15,19,15,12,16,6,16,13,17,11,12,11,14,14,11,15,11,7,5,12,15,9,13,1,1,2,2,2,1,1,2,3,1,2,17,12,13,18,16,14,14,5,14,3,- -  -,Set
52075470,Conor McCarthy,D (C),0.06,11,10,12,15,13,11,12,12,12,9,14,12,9,11,12,8,9,9,12,12,8,13,4,9,11,8,9,6,13,5,11,13,12,5,13,12,1,2,1,1,3,2,1,1,2,1,3,13,13,5,11,8,5,14,13,11,12,- -  -,Wnt
61077455,Louis Appéré,"AM (L), ST (C)",1.54,10,10,10,14,13,10,10,13,7,10,10,12,10,10,8,8,8,12,8,15,10,15,5,8,10,10,10,5,13,13,5,8,10,10,8,10,2,3,1,1,2,2,3,2,3,3,2,10,11,5,8,12,8,13,10,13,10,- -  -,Wnt
19273472,Vitinho,D/WB/M/AM (RL),0.15,14,13,8,7,10,14,13,7,7,11,10,13,11,13,9,13,7,13,8,11,11,13,8,10,14,11,12,8,9,7,8,8,12,9,11,12,2,2,3,3,2,3,2,2,3,3,2,8,12,3,8,9,9,10,10,17,9,- -  -,
95034174,Tom Crawford,"DM, M/AM (C)",0.49,10,10,11,10,12,10,13,8,12,10,10,11,10,13,12,11,9,10,10,13,12,15,6,9,11,8,10,8,8,6,3,8,11,12,9,11,2,1,2,2,2,1,1,3,2,1,1,10,12,6,13,9,4,11,7,11,8,- -  -,
89061216,Cavaghn Miley,"DM, M (C)",0.15,8,9,9,8,8,8,14,11,13,11,13,9,10,11,4,6,12,9,12,13,11,14,6,7,6,5,9,6,9,6,5,11,12,6,11,10,2,1,2,2,3,1,3,4,3,2,1,12,13,4,8,10,15,10,10,10,17,- -  -,
29191137,Tyler Burey,"M/AM (RL), ST (C)",0.76,15,12,12,12,11,14,12,9,10,8,9,10,8,9,12,12,6,12,5,11,7,13,8,11,13,10,10,6,6,9,5,6,9,10,6,10,2,2,3,4,3,3,2,1,1,2,2,10,10,4,8,8,7,11,10,8,10,- -  -,
90043991,Nick Freeman,M/AM (RC),0.77,12,13,14,13,12,12,14,9,11,11,7,13,6,11,12,14,8,12,9,13,12,12,9,12,12,9,11,10,9,9,6,7,11,10,6,12,3,3,1,1,1,3,4,3,1,2,3,15,11,11,7,10,6,10,10,15,9,- -  -,Wnt
18023431,Christian Kabasele,D (C),0.06,14,12,15,15,12,15,12,15,12,14,12,12,10,11,13,8,10,12,13,12,9,14,6,8,9,10,12,8,14,12,10,11,10,10,12,11,1,1,2,1,2,4,3,3,1,2,3,15,13,14,8,12,9,14,12,14,14,- -  -,Req
5127741,Tom Clarke,D (RC),0.04,6,6,13,12,12,6,10,11,15,11,16,10,12,11,13,7,15,7,12,15,8,12,4,8,6,8,10,6,14,5,10,12,9,8,13,10,1,3,4,2,2,3,3,1,2,3,1,9,15,4,8,13,12,17,15,15,14,- -  -,
29127948,Levi Sutton,"D/WB (R), DM, M (C)",0.16,13,12,11,9,15,12,15,10,15,9,14,8,8,8,14,7,10,10,10,11,9,15,8,9,11,6,9,8,8,8,3,10,10,3,12,9,3,1,2,1,1,1,1,2,3,1,1,8,12,1,14,6,8,14,12,17,10,- -  -,Wnt
29157637,James Brophy,D/WB/M/AM (L),0.09,15,15,7,8,14,13,11,7,4,8,10,10,7,7,10,6,7,8,8,11,7,13,7,8,12,7,10,6,5,8,9,8,9,10,8,9,2,2,3,3,3,1,1,3,3,3,3,11,12,1,7,10,10,10,5,14,17,- -  -,Wnt
53179963,Elias Hoff Melkersen,"AM (R), ST (C)",0.90,13,14,8,6,10,12,13,7,11,12,10,12,10,11,14,13,6,12,6,9,10,12,8,11,12,11,12,9,11,10,6,7,8,11,5,11,1,3,3,3,2,2,2,2,2,3,2,15,11,10,10,12,6,14,11,10,8,- -  -,Set
29139360,Reeco Hackett,"WB (L), M (R), AM (RL), ST (C)",0.38,13,14,8,14,8,13,14,13,12,9,8,9,6,8,12,8,4,9,9,9,9,11,2,9,10,8,9,11,11,9,3,5,8,12,7,9,3,2,1,2,3,2,3,2,1,2,2,10,9,5,7,7,11,12,10,14,9,- -  -,Wnt
28032982,Jack Payne,"DM, M (C)",0.41,10,8,12,7,14,10,11,10,11,8,12,12,8,8,14,7,12,9,8,14,12,13,6,9,9,9,13,9,7,11,16,8,14,9,8,11,3,2,1,2,2,1,1,1,2,3,2,12,15,2,8,12,10,15,15,12,5,- -  -,
52100881,Ben McCormack,M/AM (C),0.53,12,13,13,8,13,12,12,9,3,8,8,12,8,11,12,11,5,11,7,11,10,10,7,9,11,7,11,5,8,8,3,5,11,6,5,11,1,1,3,2,3,2,2,1,4,3,1,15,8,9,3,8,4,14,12,11,11,- -  -,
28116316,Zak Swanson,"D (RLC), WB (R)",0.09,13,12,10,12,8,13,12,7,12,11,12,8,10,10,12,9,9,8,9,12,9,13,7,9,9,4,12,7,10,6,11,8,11,5,11,11,3,3,3,1,1,2,4,1,2,2,2,11,14,7,11,7,12,10,10,17,13,- -  -,Wnt
28107128,George Johnston,D (C),0.03,12,11,12,13,12,13,13,12,12,13,10,13,11,13,14,6,12,11,14,12,10,11,4,7,9,6,12,4,12,4,6,13,11,4,13,11,2,3,3,3,3,1,1,2,3,3,2,14,13,6,10,12,7,14,12,12,14,- -  -,
28019954,Danny Mayor,"M (C), AM (LC)",0.75,11,14,14,10,12,10,7,8,7,12,9,12,8,10,10,15,5,13,7,11,14,11,8,8,15,9,14,8,7,9,4,4,12,8,6,14,3,3,3,1,1,2,3,2,3,3,2,9,10,14,11,12,10,11,12,11,9,- -  -,
29194059,George Alexander,ST (C),1.58,12,10,10,10,14,13,13,7,15,10,12,10,10,10,12,7,9,12,5,11,10,15,5,9,11,10,9,7,8,5,3,3,7,12,5,11,1,2,3,1,3,2,2,1,2,3,3,13,12,4,10,6,5,12,11,5,9,- -  -,Wnt
19073564,Lucas Moura,"M (R), AM (RLC), ST (C)",0.52,15,13,11,11,17,15,15,8,11,13,12,12,11,12,14,13,7,13,7,15,12,16,11,12,16,13,13,9,15,9,6,6,13,11,9,13,2,3,3,1,3,2,1,1,3,2,1,15,13,6,8,8,6,16,10,14,15,- -  -,
29054968,Michael Jacobs,"M (RL), AM (RLC)",0.34,12,12,9,9,11,11,12,10,5,9,6,12,9,10,9,13,5,12,7,8,13,13,11,12,13,10,12,10,8,10,2,5,11,10,7,12,3,1,3,3,2,2,1,4,2,2,3,12,12,5,3,12,12,10,10,8,10,- -  -,Inj
19290889,Gabriel Sara,M/AM (C),0.68,14,14,12,9,14,13,14,12,11,13,10,13,13,13,11,13,11,13,8,13,13,14,12,12,13,12,13,13,14,15,11,8,14,12,7,13,1,3,1,1,1,3,1,2,3,1,1,12,12,10,15,12,12,10,9,12,11,- -  -,
2000068755,Cameron Hill,D (C),0.06,4,1,6,14,11,3,3,11,14,5,7,2,7,13,13,5,9,3,14,4,1,5,1,1,1,1,5,1,11,3,1,11,1,1,12,4,3,1,1,2,3,3,1,1,3,4,3,10,8,2,11,5,13,12,10,9,11,- -  -,
28006092,John-Joe O'Toole,"D (C), DM, M (C)",0.09,8,6,10,12,8,8,8,11,16,12,14,11,10,10,12,8,9,10,12,11,10,10,5,8,10,10,12,6,13,10,5,12,12,10,12,12,2,3,2,3,2,4,3,3,2,1,3,12,11,15,19,13,10,6,14,16,8,- -  -,
29067786,Morgan Fox,"D (LC), WB (L)",0.05,10,8,12,12,15,11,16,11,11,11,14,10,12,12,15,4,12,9,12,17,11,15,11,13,8,8,11,13,13,10,15,13,12,7,15,11,1,2,2,3,2,2,1,2,2,3,3,17,11,3,5,11,3,16,13,8,13,- -  -,
28000906,Tom Cleverley,"M (C), AM (LC)",0.41,11,14,10,7,17,11,15,6,14,12,13,14,15,11,18,8,15,13,10,16,12,16,13,13,9,10,13,13,6,12,9,9,13,8,12,13,3,1,2,1,4,1,3,1,3,2,2,13,13,2,10,10,13,18,15,17,14,- -  -,Lst
28109945,Michael Obafemi,ST (C),1.16,17,15,14,6,14,16,14,11,12,12,11,12,11,12,12,12,8,14,6,11,9,15,7,7,12,13,10,7,8,10,7,5,9,11,7,12,3,3,2,3,1,3,2,4,3,3,2,12,8,16,5,11,14,7,8,9,8,- -  -,
29107564,Ryan Haynes,D/WB/M (L),0.68,12,11,11,9,13,13,13,10,8,10,11,10,10,8,11,12,6,10,10,12,10,13,9,11,12,7,10,6,9,9,7,10,8,4,10,11,3,3,2,3,3,2,1,2,3,2,3,12,9,2,5,7,8,10,10,9,10,- -  -,
18110676,Omar Mussa,"M/AM (C), ST (C)",0.60,10,9,8,5,12,12,12,8,5,8,8,10,8,11,9,12,5,9,9,11,11,11,11,8,10,8,11,11,6,9,4,6,11,5,6,13,2,3,1,1,3,2,1,1,3,1,3,10,10,4,3,7,4,12,14,8,13,- -  -,Set
28059047,Adam Campbell,"AM (RLC), ST (C)",0.56,12,10,7,5,12,13,9,5,4,9,7,9,8,9,14,11,6,15,6,14,9,14,8,7,11,9,11,6,5,8,2,6,8,8,5,10,3,1,3,3,2,2,2,1,3,1,1,8,11,4,4,9,6,6,13,10,15,- -  -,
28106233,Luke McCormick,"DM, M/AM (C)",0.10,11,11,10,8,13,11,11,9,14,11,13,12,11,11,15,12,15,12,10,13,12,13,12,10,8,10,11,13,7,11,5,10,10,12,11,13,1,3,3,2,2,3,1,2,1,2,1,13,11,4,11,12,11,14,12,15,13,- -  -,Unh
29173774,Aaron Morley,"DM, M (C)",0.14,12,10,12,9,12,12,13,13,10,13,11,12,13,12,12,11,10,10,10,13,13,12,10,11,8,7,12,11,8,12,3,8,13,15,11,13,2,3,2,2,1,3,3,3,1,1,2,11,10,2,4,9,4,11,11,10,11,- -  -,Inj
28086156,MacAulay Gillesphey,"D (LC), WB (L)",0.08,11,13,13,13,11,12,13,12,12,10,11,11,9,9,10,6,11,7,12,12,10,13,9,9,9,5,9,12,13,7,6,11,10,5,12,10,2,2,1,2,2,3,1,3,4,2,2,11,11,1,7,12,6,10,13,13,10,- -  -,Wnt
29126485,Kayden Jackson,"AM (RL), ST (C)",1.20,16,12,10,8,11,17,12,10,8,9,5,10,8,11,13,11,7,12,4,12,10,13,6,11,11,12,8,8,8,9,5,4,8,10,4,8,4,2,3,2,2,2,2,3,4,4,3,14,13,6,3,11,8,15,11,9,12,- -  -,
29148344,George Miller,"AM (R), ST (C)",1.46,10,12,10,12,13,11,14,15,13,9,14,9,9,9,14,10,6,9,10,12,9,16,4,8,11,12,11,6,7,9,3,6,9,14,8,9,3,3,3,1,3,1,3,2,1,3,2,10,11,5,7,10,4,12,10,11,14,- -  -,
