,UID,Name,Position,Con/90,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr
254,2002095965.0,Alexis Theodorou,GK,1.44,11.0,13.0,11.0,10.0,12.0,8.0,3.0,6.0,7.0,3.0,9.0,3.0,8.0,11.0,5.0,1.0,15.0,3.0,7.0,5.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,9.0,8.0,6.0,15.0,12.0,9.0,7.0,13.0,11.0,13.0,3.0
255,96131350.0,Žan-Luk Leban,GK,1.37,14.0,11.0,12.0,14.0,8.0,13.0,6.0,7.0,8.0,11.0,12.0,8.0,15.0,14.0,15.0,2.0,11.0,3.0,11.0,9.0,9.0,6.0,5.0,2.0,3.0,3.0,6.0,6.0,2.0,1.0,1.0,1.0,12.0,4.0,1.0,4.0,12.0,15.0,9.0,5.0,14.0,12.0,9.0,8.0,10.0,8.0,12.0
256,2000123639.0,Luca Gunter,GK,0.81,9.0,12.0,11.0,11.0,13.0,8.0,4.0,7.0,11.0,10.0,10.0,10.0,11.0,13.0,15.0,2.0,6.0,2.0,11.0,8.0,8.0,7.0,4.0,2.0,2.0,1.0,5.0,7.0,1.0,2.0,1.0,2.0,8.0,2.0,3.0,5.0,13.0,12.0,10.0,5.0,14.0,13.0,15.0,11.0,13.0,7.0,12.0
257,2002095789.0,Nixon Winfield,GK,1.37,6.0,12.0,13.0,13.0,12.0,7.0,4.0,6.0,11.0,8.0,8.0,6.0,6.0,11.0,18.0,2.0,2.0,1.0,10.0,4.0,9.0,6.0,4.0,1.0,3.0,3.0,3.0,7.0,1.0,3.0,1.0,2.0,6.0,3.0,1.0,7.0,12.0,13.0,6.0,6.0,7.0,9.0,9.0,5.0,9.0,13.0,7.0
258,28122332.0,Daniel Jinadu,GK,0.84,3.0,12.0,5.0,9.0,6.0,5.0,1.0,11.0,14.0,8.0,6.0,10.0,6.0,13.0,4.0,3.0,14.0,3.0,10.0,6.0,5.0,5.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,8.0,3.0,2.0,4.0,12.0,12.0,12.0,5.0,12.0,13.0,9.0,5.0,12.0,5.0,4.0
259,13161731.0,Djigui Diarra,GK,1.14,12.0,13.0,11.0,10.0,12.0,11.0,10.0,11.0,15.0,12.0,13.0,13.0,11.0,11.0,15.0,2.0,15.0,3.0,14.0,11.0,11.0,12.0,4.0,3.0,1.0,2.0,8.0,7.0,1.0,2.0,3.0,2.0,11.0,5.0,1.0,9.0,10.0,11.0,12.0,11.0,11.0,10.0,12.0,14.0,14.0,9.0,9.0
260,2000218450.0,Addison Bliss,GK,1.29,5.0,12.0,7.0,6.0,10.0,7.0,5.0,3.0,5.0,7.0,6.0,6.0,12.0,4.0,16.0,2.0,4.0,3.0,11.0,6.0,6.0,5.0,1.0,3.0,1.0,3.0,6.0,5.0,1.0,3.0,1.0,1.0,9.0,2.0,2.0,3.0,9.0,9.0,8.0,5.0,13.0,10.0,10.0,8.0,14.0,11.0,7.0
261,2000058004.0,Donnabhan Green,GK,1.47,9.0,14.0,4.0,7.0,7.0,8.0,1.0,2.0,5.0,5.0,8.0,3.0,5.0,11.0,12.0,2.0,5.0,1.0,8.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,2.0,5.0,3.0,3.0,1.0,8.0,5.0,8.0,5.0,12.0,11.0,5.0,9.0,11.0,6.0,5.0
262,48036990.0,Alban Lafont,GK,0.99,12.0,15.0,15.0,18.0,16.0,12.0,14.0,13.0,7.0,15.0,12.0,14.0,15.0,14.0,14.0,7.0,15.0,2.0,15.0,11.0,14.0,11.0,5.0,2.0,2.0,3.0,11.0,8.0,2.0,3.0,3.0,1.0,12.0,3.0,1.0,11.0,15.0,15.0,17.0,7.0,14.0,13.0,16.0,12.0,16.0,14.0,15.0
263,71012665.0,Maksym Koval,GK,1.25,11.0,12.0,12.0,14.0,16.0,11.0,6.0,13.0,8.0,11.0,14.0,13.0,10.0,10.0,15.0,4.0,8.0,5.0,14.0,12.0,5.0,13.0,4.0,4.0,3.0,3.0,6.0,5.0,4.0,4.0,11.0,3.0,8.0,3.0,6.0,6.0,12.0,14.0,12.0,1.0,13.0,13.0,15.0,6.0,15.0,9.0,14.0
264,43115047.0,Thomas Strakosha,GK,0.79,13.0,14.0,12.0,17.0,15.0,13.0,14.0,13.0,8.0,14.0,15.0,12.0,12.0,12.0,15.0,10.0,10.0,8.0,15.0,14.0,13.0,15.0,2.0,3.0,2.0,3.0,7.0,1.0,3.0,1.0,1.0,2.0,11.0,2.0,3.0,7.0,15.0,11.0,10.0,11.0,15.0,13.0,15.0,13.0,17.0,12.0,13.0
265,2002109842.0,Ignacio Filosa,GK,0.95,7.0,15.0,14.0,15.0,5.0,7.0,8.0,10.0,11.0,10.0,10.0,10.0,10.0,12.0,6.0,2.0,6.0,2.0,13.0,14.0,6.0,9.0,4.0,3.0,2.0,1.0,7.0,8.0,1.0,1.0,3.0,2.0,9.0,1.0,2.0,10.0,13.0,15.0,14.0,2.0,9.0,13.0,10.0,8.0,14.0,8.0,10.0
266,2002083993.0,Charlie Lowe,GK,1.14,1.0,5.0,2.0,13.0,12.0,1.0,7.0,3.0,13.0,4.0,7.0,4.0,9.0,7.0,12.0,1.0,5.0,2.0,10.0,9.0,2.0,11.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,12.0,8.0,9.0,1.0,13.0,5.0,6.0,9.0,11.0,7.0,3.0
267,61076917.0,Aidan McAdams,GK,1.51,9.0,17.0,9.0,12.0,14.0,4.0,3.0,4.0,11.0,10.0,9.0,8.0,14.0,13.0,13.0,1.0,2.0,1.0,7.0,9.0,7.0,7.0,2.0,1.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,7.0,3.0,3.0,4.0,13.0,6.0,11.0,2.0,11.0,6.0,12.0,5.0,13.0,8.0,10.0
268,29241322.0,Tobi Oluwayemi,GK,0.69,11.0,11.0,9.0,14.0,15.0,12.0,3.0,7.0,6.0,10.0,12.0,10.0,10.0,14.0,5.0,1.0,9.0,3.0,9.0,8.0,9.0,6.0,3.0,2.0,1.0,2.0,4.0,6.0,1.0,2.0,3.0,1.0,13.0,3.0,1.0,6.0,12.0,12.0,14.0,5.0,13.0,12.0,13.0,12.0,13.0,10.0,11.0
269,43378804.0,Stefano Turati,GK,1.0,13.0,15.0,14.0,15.0,12.0,13.0,14.0,14.0,10.0,13.0,11.0,13.0,15.0,13.0,15.0,4.0,15.0,8.0,16.0,12.0,10.0,14.0,6.0,3.0,2.0,3.0,8.0,9.0,5.0,1.0,6.0,1.0,9.0,2.0,1.0,9.0,15.0,15.0,14.0,8.0,15.0,9.0,18.0,10.0,16.0,11.0,16.0
270,62038612.0,Marko Dmitrović,GK,0.68,7.0,9.0,11.0,13.0,11.0,7.0,9.0,7.0,9.0,13.0,14.0,13.0,15.0,14.0,12.0,6.0,10.0,9.0,13.0,10.0,9.0,12.0,3.0,10.0,8.0,5.0,9.0,7.0,8.0,10.0,10.0,8.0,4.0,10.0,8.0,7.0,14.0,14.0,13.0,8.0,14.0,16.0,15.0,10.0,15.0,9.0,16.0
271,2002083422.0,Henrik Nielsen,GK,1.29,6.0,8.0,9.0,8.0,4.0,11.0,4.0,5.0,5.0,7.0,5.0,3.0,7.0,12.0,5.0,2.0,5.0,3.0,3.0,6.0,3.0,5.0,4.0,2.0,2.0,1.0,3.0,8.0,1.0,3.0,3.0,1.0,7.0,3.0,2.0,6.0,11.0,9.0,4.0,3.0,7.0,4.0,6.0,15.0,9.0,13.0,5.0
272,67200923.0,Unai Simón,GK,1.06,13.0,14.0,8.0,15.0,14.0,13.0,12.0,12.0,13.0,14.0,12.0,16.0,13.0,14.0,15.0,1.0,12.0,3.0,15.0,13.0,15.0,12.0,4.0,1.0,3.0,3.0,13.0,9.0,13.0,1.0,2.0,3.0,13.0,3.0,1.0,13.0,16.0,15.0,16.0,13.0,14.0,13.0,16.0,9.0,16.0,13.0,16.0
273,2002095958.0,Kevin Semple,GK,1.25,11.0,12.0,5.0,12.0,12.0,11.0,5.0,5.0,13.0,10.0,11.0,5.0,7.0,9.0,14.0,1.0,14.0,2.0,9.0,2.0,7.0,5.0,3.0,3.0,2.0,3.0,2.0,6.0,1.0,1.0,2.0,1.0,7.0,2.0,1.0,3.0,12.0,7.0,10.0,1.0,12.0,7.0,10.0,6.0,9.0,8.0,6.0
274,2000108243.0,Zak Baker,GK,1.38,7.0,8.0,6.0,8.0,12.0,8.0,2.0,5.0,9.0,5.0,8.0,6.0,5.0,13.0,13.0,3.0,10.0,1.0,9.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,6.0,2.0,2.0,3.0,12.0,8.0,10.0,5.0,11.0,6.0,7.0,15.0,12.0,12.0,6.0
275,92071859.0,Philipp Köhn,GK,1.07,12.0,13.0,13.0,15.0,15.0,12.0,13.0,12.0,11.0,12.0,13.0,13.0,12.0,12.0,13.0,4.0,10.0,3.0,15.0,13.0,10.0,12.0,2.0,5.0,4.0,2.0,10.0,3.0,5.0,7.0,8.0,5.0,11.0,5.0,6.0,8.0,14.0,13.0,12.0,6.0,13.0,11.0,15.0,12.0,15.0,15.0,13.0
276,19215609.0,Álvaro Montero,GK,1.03,12.0,15.0,12.0,17.0,14.0,11.0,13.0,13.0,11.0,14.0,11.0,12.0,13.0,13.0,12.0,7.0,14.0,10.0,13.0,12.0,14.0,13.0,4.0,3.0,1.0,2.0,8.0,6.0,8.0,1.0,3.0,2.0,12.0,3.0,2.0,11.0,14.0,14.0,12.0,6.0,15.0,13.0,15.0,12.0,15.0,11.0,13.0
277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,29217819.0,Harvey Cartwright,GK,0.82,8.0,13.0,11.0,15.0,11.0,8.0,11.0,7.0,8.0,9.0,10.0,12.0,10.0,9.0,11.0,1.0,8.0,3.0,13.0,12.0,10.0,15.0,6.0,2.0,3.0,1.0,7.0,8.0,1.0,1.0,2.0,2.0,12.0,3.0,1.0,6.0,15.0,9.0,10.0,5.0,15.0,12.0,13.0,11.0,15.0,10.0,11.0
530,92076704.0,Kevin Broll,GK,1.22,12.0,12.0,11.0,12.0,18.0,11.0,9.0,8.0,9.0,11.0,14.0,10.0,10.0,13.0,12.0,3.0,4.0,3.0,13.0,10.0,11.0,10.0,5.0,3.0,2.0,3.0,7.0,7.0,1.0,2.0,1.0,2.0,8.0,3.0,3.0,8.0,11.0,12.0,13.0,5.0,15.0,15.0,11.0,5.0,13.0,8.0,14.0
531,43084560.0,Luca Lezzerini,GK,1.0,12.0,13.0,11.0,17.0,12.0,11.0,14.0,12.0,10.0,12.0,13.0,10.0,12.0,12.0,14.0,10.0,10.0,2.0,12.0,8.0,9.0,8.0,3.0,3.0,2.0,2.0,6.0,5.0,4.0,2.0,3.0,2.0,7.0,3.0,3.0,8.0,15.0,14.0,14.0,11.0,12.0,13.0,13.0,12.0,13.0,13.0,14.0
532,28118051.0,Steven Benda,GK,0.83,12.0,15.0,12.0,18.0,12.0,9.0,11.0,14.0,12.0,14.0,13.0,10.0,14.0,10.0,12.0,12.0,11.0,8.0,13.0,12.0,12.0,11.0,1.0,1.0,1.0,3.0,7.0,1.0,8.0,3.0,1.0,1.0,11.0,1.0,1.0,7.0,16.0,16.0,13.0,10.0,13.0,9.0,16.0,11.0,13.0,11.0,11.0
533,25017267.0,Tomáš Holý,GK,1.04,6.0,6.0,11.0,18.0,12.0,7.0,14.0,16.0,2.0,11.0,12.0,8.0,11.0,11.0,13.0,2.0,4.0,2.0,9.0,11.0,8.0,10.0,2.0,2.0,2.0,2.0,8.0,6.0,7.0,2.0,3.0,2.0,10.0,1.0,2.0,10.0,20.0,12.0,10.0,10.0,12.0,15.0,10.0,12.0,7.0,9.0,12.0
534,2002091229.0,Carlos Méndez,GK,1.59,5.0,11.0,7.0,14.0,13.0,7.0,8.0,6.0,7.0,9.0,9.0,8.0,13.0,7.0,7.0,2.0,7.0,1.0,9.0,10.0,8.0,8.0,2.0,2.0,2.0,3.0,5.0,5.0,1.0,1.0,2.0,1.0,6.0,3.0,3.0,3.0,10.0,6.0,10.0,1.0,14.0,5.0,13.0,17.0,14.0,13.0,9.0
535,67295644.0,Iker Álvarez,GK,1.02,11.0,13.0,14.0,16.0,12.0,12.0,6.0,9.0,8.0,12.0,12.0,9.0,13.0,13.0,4.0,2.0,3.0,1.0,14.0,11.0,12.0,9.0,6.0,3.0,1.0,2.0,9.0,8.0,1.0,2.0,2.0,1.0,11.0,1.0,2.0,4.0,15.0,13.0,14.0,7.0,16.0,14.0,12.0,6.0,13.0,9.0,15.0
536,2000050622.0,Tom Watson,GK,1.14,6.0,11.0,5.0,10.0,4.0,5.0,1.0,3.0,6.0,7.0,8.0,5.0,8.0,12.0,5.0,1.0,1.0,1.0,8.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,1.0,6.0,1.0,1.0,1.0,3.0,7.0,3.0,3.0,2.0,14.0,9.0,4.0,5.0,12.0,7.0,4.0,14.0,12.0,13.0,7.0
537,2000039902.0,Luke Bell,GK,0.74,6.0,10.0,5.0,10.0,9.0,7.0,3.0,5.0,13.0,10.0,9.0,5.0,11.0,7.0,13.0,2.0,5.0,1.0,8.0,6.0,6.0,5.0,4.0,3.0,3.0,3.0,8.0,5.0,1.0,1.0,3.0,2.0,5.0,1.0,2.0,4.0,16.0,12.0,11.0,5.0,13.0,7.0,9.0,11.0,13.0,14.0,7.0
538,71113690.0,Ruslan Neshcheret,GK,1.06,8.0,13.0,13.0,14.0,12.0,8.0,7.0,11.0,12.0,11.0,14.0,13.0,13.0,13.0,14.0,1.0,10.0,2.0,12.0,12.0,13.0,8.0,2.0,2.0,2.0,2.0,8.0,8.0,8.0,7.0,1.0,3.0,12.0,2.0,3.0,7.0,14.0,12.0,14.0,13.0,12.0,16.0,14.0,15.0,14.0,11.0,12.0
539,28094941.0,Andy Firth,GK,0.84,10.0,11.0,8.0,13.0,9.0,10.0,9.0,7.0,6.0,10.0,9.0,11.0,9.0,9.0,10.0,2.0,12.0,1.0,13.0,11.0,7.0,9.0,2.0,2.0,3.0,1.0,7.0,3.0,2.0,3.0,1.0,1.0,9.0,3.0,1.0,7.0,13.0,8.0,8.0,5.0,11.0,11.0,12.0,5.0,13.0,10.0,9.0
540,2000084119.0,Luc Rees,GK,1.6,12.0,9.0,9.0,10.0,8.0,13.0,3.0,6.0,12.0,7.0,14.0,8.0,8.0,14.0,12.0,3.0,10.0,3.0,9.0,6.0,7.0,5.0,5.0,3.0,1.0,2.0,5.0,8.0,1.0,2.0,1.0,3.0,4.0,1.0,2.0,6.0,10.0,5.0,10.0,5.0,10.0,6.0,10.0,8.0,9.0,9.0,10.0
541,28100724.0,Daniel Grimshaw,GK,0.88,11.0,14.0,11.0,13.0,12.0,11.0,12.0,9.0,6.0,10.0,14.0,11.0,16.0,11.0,15.0,2.0,7.0,1.0,13.0,13.0,12.0,11.0,5.0,1.0,1.0,3.0,11.0,9.0,1.0,3.0,3.0,3.0,11.0,4.0,3.0,10.0,14.0,8.0,7.0,14.0,12.0,14.0,13.0,11.0,15.0,13.0,11.0
542,28090964.0,Marek Rodák,GK,0.87,8.0,15.0,15.0,15.0,14.0,9.0,9.0,12.0,11.0,12.0,14.0,12.0,10.0,13.0,13.0,1.0,7.0,1.0,14.0,11.0,5.0,13.0,1.0,3.0,3.0,2.0,10.0,6.0,2.0,1.0,1.0,3.0,14.0,3.0,3.0,10.0,14.0,13.0,14.0,8.0,13.0,13.0,14.0,17.0,15.0,13.0,14.0
543,29023036.0,Sam Walker,GK,0.81,8.0,11.0,11.0,14.0,14.0,5.0,9.0,9.0,7.0,11.0,11.0,7.0,11.0,11.0,14.0,4.0,9.0,2.0,10.0,6.0,7.0,7.0,2.0,3.0,1.0,3.0,9.0,5.0,3.0,3.0,1.0,1.0,11.0,2.0,2.0,8.0,17.0,10.0,12.0,8.0,10.0,13.0,15.0,9.0,12.0,8.0,12.0
544,53004955.0,Ørjan Nyland,GK,1.14,4.0,11.0,13.0,13.0,15.0,3.0,6.0,8.0,12.0,11.0,12.0,10.0,12.0,12.0,15.0,2.0,12.0,1.0,12.0,11.0,7.0,10.0,1.0,2.0,3.0,2.0,8.0,5.0,5.0,1.0,2.0,3.0,9.0,1.0,1.0,8.0,13.0,13.0,12.0,8.0,12.0,12.0,15.0,8.0,15.0,12.0,13.0
545,28058699.0,Jonny Henly,GK,1.42,9.0,10.0,10.0,11.0,11.0,9.0,8.0,8.0,5.0,8.0,10.0,6.0,7.0,9.0,12.0,2.0,8.0,3.0,9.0,9.0,7.0,9.0,1.0,3.0,3.0,2.0,5.0,3.0,4.0,2.0,1.0,3.0,6.0,1.0,1.0,5.0,14.0,10.0,10.0,7.0,10.0,6.0,9.0,5.0,11.0,7.0,7.0
546,67196252.0,Koke Vegas,GK,0.92,10.0,13.0,11.0,12.0,12.0,9.0,10.0,12.0,12.0,12.0,13.0,12.0,13.0,12.0,12.0,1.0,11.0,3.0,13.0,11.0,9.0,12.0,4.0,3.0,1.0,3.0,9.0,9.0,8.0,3.0,1.0,1.0,11.0,2.0,3.0,9.0,13.0,13.0,12.0,9.0,13.0,12.0,14.0,11.0,14.0,12.0,14.0
547,28125794.0,Krisztián Hegyi,GK,1.04,9.0,14.0,9.0,13.0,14.0,9.0,2.0,6.0,5.0,11.0,13.0,9.0,8.0,12.0,5.0,1.0,5.0,1.0,11.0,6.0,6.0,5.0,3.0,2.0,1.0,3.0,2.0,6.0,1.0,3.0,2.0,1.0,6.0,3.0,3.0,6.0,15.0,11.0,11.0,5.0,13.0,11.0,9.0,8.0,10.0,9.0,9.0
548,61028446.0,Marc McCallum,GK,0.97,6.0,8.0,10.0,15.0,10.0,7.0,7.0,11.0,6.0,9.0,9.0,8.0,10.0,7.0,14.0,9.0,8.0,3.0,8.0,12.0,7.0,10.0,2.0,1.0,1.0,1.0,5.0,5.0,2.0,3.0,2.0,3.0,7.0,3.0,2.0,6.0,14.0,10.0,14.0,8.0,13.0,15.0,13.0,12.0,12.0,10.0,10.0
549,28110718.0,Will Dennis,GK,0.83,10.0,11.0,9.0,14.0,10.0,10.0,10.0,12.0,8.0,10.0,13.0,8.0,9.0,10.0,3.0,1.0,4.0,3.0,12.0,5.0,10.0,10.0,3.0,1.0,3.0,1.0,10.0,1.0,6.0,1.0,3.0,2.0,11.0,1.0,2.0,6.0,14.0,9.0,8.0,2.0,12.0,13.0,11.0,3.0,9.0,8.0,8.0
550,2002082127.0,Warren Jenkins,GK,1.17,5.0,14.0,7.0,13.0,14.0,4.0,5.0,4.0,10.0,5.0,8.0,5.0,10.0,12.0,7.0,3.0,2.0,1.0,5.0,2.0,4.0,5.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,5.0,12.0,6.0,10.0,1.0,12.0,8.0,8.0,5.0,8.0,11.0,8.0
551,61039095.0,Ross Laidlaw,GK,0.81,4.0,8.0,7.0,16.0,10.0,6.0,10.0,11.0,9.0,11.0,12.0,9.0,11.0,10.0,6.0,4.0,9.0,10.0,11.0,12.0,6.0,13.0,4.0,3.0,2.0,3.0,6.0,8.0,2.0,2.0,1.0,3.0,6.0,3.0,2.0,6.0,14.0,10.0,11.0,6.0,12.0,11.0,12.0,4.0,10.0,10.0,13.0
552,28091347.0,Freddie Woodman,GK,0.84,10.0,15.0,12.0,14.0,12.0,9.0,11.0,13.0,10.0,13.0,10.0,12.0,15.0,11.0,12.0,5.0,10.0,2.0,16.0,11.0,7.0,10.0,3.0,1.0,1.0,3.0,10.0,5.0,6.0,3.0,2.0,3.0,7.0,2.0,3.0,7.0,13.0,12.0,13.0,8.0,14.0,11.0,13.0,13.0,13.0,12.0,13.0
553,96075388.0,Mateusz Lis,GK,1.0,11.0,12.0,11.0,17.0,10.0,10.0,7.0,9.0,5.0,11.0,12.0,8.0,11.0,10.0,13.0,5.0,12.0,6.0,11.0,9.0,11.0,9.0,3.0,1.0,1.0,2.0,9.0,5.0,4.0,2.0,3.0,2.0,11.0,2.0,3.0,9.0,15.0,12.0,12.0,6.0,12.0,12.0,14.0,16.0,14.0,11.0,11.0
554,2002096320.0,Paul Steinmetz,GK,1.21,9.0,15.0,13.0,9.0,9.0,5.0,2.0,3.0,15.0,6.0,6.0,6.0,4.0,10.0,9.0,3.0,2.0,3.0,5.0,12.0,4.0,7.0,3.0,1.0,1.0,3.0,4.0,3.0,1.0,3.0,1.0,1.0,5.0,2.0,3.0,7.0,10.0,12.0,9.0,5.0,4.0,5.0,5.0,13.0,7.0,7.0,6.0
608,29141011.0,Will Jääskeläinen,GK,1.0,10.0,10.0,13.0,12.0,12.0,12.0,11.0,12.0,10.0,12.0,6.0,8.0,12.0,11.0,12.0,3.0,10.0,6.0,11.0,10.0,10.0,10.0,2.0,1.0,2.0,3.0,8.0,2.0,10.0,3.0,6.0,4.0,8.0,1.0,2.0,10.0,12.0,9.0,13.0,7.0,11.0,10.0,14.0,9.0,14.0,12.0,13.0
609,35018013.0,Kevin Trapp,GK,1.06,13.0,13.0,13.0,13.0,15.0,9.0,9.0,16.0,8.0,15.0,14.0,16.0,13.0,14.0,12.0,6.0,9.0,2.0,16.0,17.0,8.0,10.0,6.0,2.0,2.0,1.0,11.0,8.0,7.0,1.0,2.0,3.0,11.0,3.0,3.0,10.0,13.0,12.0,10.0,10.0,14.0,12.0,18.0,12.0,17.0,15.0,13.0
610,37028398.0,Peter Leeuwenburgh,GK,0.89,9.0,13.0,11.0,17.0,12.0,10.0,12.0,12.0,8.0,10.0,10.0,12.0,10.0,10.0,10.0,7.0,11.0,5.0,13.0,12.0,9.0,11.0,4.0,1.0,3.0,1.0,12.0,8.0,6.0,3.0,2.0,1.0,12.0,2.0,1.0,9.0,15.0,15.0,12.0,6.0,14.0,13.0,12.0,10.0,13.0,10.0,17.0
611,53131627.0,Kristoffer Klaesson,GK,0.97,11.0,13.0,10.0,16.0,11.0,10.0,10.0,12.0,11.0,11.0,15.0,9.0,10.0,9.0,14.0,9.0,13.0,5.0,13.0,12.0,9.0,8.0,1.0,3.0,3.0,3.0,7.0,6.0,3.0,3.0,3.0,3.0,11.0,2.0,3.0,6.0,17.0,12.0,12.0,11.0,12.0,13.0,12.0,14.0,15.0,12.0,8.0
612,19370048.0,Andrew,GK,0.87,10.0,14.0,11.0,13.0,14.0,12.0,11.0,10.0,11.0,12.0,14.0,9.0,15.0,13.0,13.0,1.0,9.0,3.0,13.0,14.0,12.0,12.0,5.0,3.0,7.0,2.0,10.0,8.0,1.0,3.0,2.0,3.0,15.0,2.0,2.0,9.0,14.0,8.0,12.0,16.0,12.0,11.0,15.0,12.0,15.0,8.0,12.0
613,59138294.0,Giorgi Mamardashvili,GK,1.05,11.0,13.0,14.0,18.0,12.0,10.0,13.0,14.0,9.0,12.0,14.0,12.0,13.0,12.0,15.0,1.0,13.0,3.0,12.0,13.0,13.0,12.0,3.0,1.0,3.0,2.0,8.0,6.0,2.0,3.0,1.0,2.0,15.0,1.0,2.0,12.0,17.0,16.0,15.0,12.0,13.0,16.0,14.0,10.0,16.0,13.0,14.0
614,72020546.0,Bill Hamid,GK,0.82,5.0,11.0,13.0,14.0,16.0,7.0,8.0,17.0,12.0,14.0,13.0,10.0,11.0,13.0,12.0,8.0,13.0,11.0,12.0,11.0,11.0,10.0,4.0,1.0,2.0,2.0,9.0,8.0,9.0,2.0,2.0,3.0,10.0,4.0,1.0,8.0,13.0,11.0,11.0,7.0,11.0,12.0,15.0,11.0,15.0,11.0,11.0
615,43155241.0,Guglielmo Vicario,GK,1.04,11.0,14.0,13.0,16.0,14.0,13.0,15.0,15.0,10.0,15.0,14.0,14.0,16.0,12.0,15.0,9.0,13.0,8.0,14.0,12.0,13.0,11.0,4.0,1.0,2.0,3.0,8.0,9.0,8.0,1.0,1.0,3.0,11.0,3.0,3.0,10.0,15.0,14.0,14.0,4.0,14.0,14.0,14.0,11.0,16.0,12.0,14.0
616,72056206.0,Duncan Turnbull,GK,1.5,11.0,13.0,7.0,14.0,10.0,8.0,5.0,8.0,12.0,7.0,15.0,6.0,10.0,13.0,12.0,2.0,6.0,2.0,7.0,8.0,5.0,6.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,11.0,1.0,3.0,2.0,13.0,10.0,6.0,5.0,7.0,9.0,7.0,13.0,13.0,7.0,5.0
617,43061318.0,Alberto Paleari,GK,0.84,6.0,10.0,12.0,16.0,7.0,8.0,12.0,12.0,10.0,12.0,12.0,11.0,12.0,12.0,12.0,6.0,8.0,3.0,13.0,14.0,9.0,14.0,3.0,2.0,1.0,2.0,10.0,6.0,5.0,1.0,3.0,3.0,12.0,3.0,3.0,6.0,14.0,13.0,13.0,5.0,14.0,13.0,15.0,9.0,14.0,12.0,14.0
618,29160441.0,Jack Sims,GK,0.95,10.0,9.0,5.0,6.0,14.0,10.0,1.0,2.0,6.0,7.0,10.0,6.0,11.0,13.0,5.0,1.0,13.0,2.0,8.0,5.0,3.0,4.0,2.0,3.0,1.0,2.0,1.0,6.0,1.0,3.0,3.0,2.0,7.0,3.0,1.0,2.0,11.0,6.0,8.0,5.0,13.0,10.0,6.0,9.0,10.0,11.0,7.0
619,57177195.0,Mihai Popa,GK,1.59,11.0,12.0,11.0,13.0,12.0,11.0,12.0,14.0,13.0,12.0,12.0,11.0,12.0,10.0,15.0,1.0,9.0,2.0,11.0,11.0,10.0,11.0,4.0,3.0,3.0,3.0,10.0,7.0,8.0,2.0,3.0,2.0,11.0,3.0,3.0,10.0,13.0,13.0,13.0,5.0,13.0,11.0,14.0,9.0,14.0,10.0,12.0
620,43298002.0,Marco Carnesecchi,GK,0.99,12.0,15.0,14.0,17.0,15.0,11.0,16.0,14.0,9.0,15.0,11.0,12.0,16.0,13.0,15.0,7.0,14.0,7.0,17.0,13.0,10.0,15.0,2.0,1.0,3.0,2.0,9.0,5.0,5.0,2.0,3.0,2.0,10.0,2.0,2.0,9.0,16.0,17.0,16.0,10.0,16.0,11.0,14.0,13.0,15.0,14.0,14.0
621,2002081414.0,Abulai Mané,GK,1.14,8.0,11.0,17.0,15.0,15.0,7.0,10.0,12.0,7.0,6.0,12.0,8.0,12.0,11.0,15.0,2.0,13.0,1.0,7.0,8.0,11.0,10.0,2.0,3.0,1.0,2.0,6.0,4.0,1.0,1.0,3.0,2.0,8.0,2.0,2.0,7.0,17.0,9.0,10.0,2.0,10.0,14.0,13.0,14.0,12.0,7.0,11.0
622,2000045034.0,Alfie Brooks,GK,0.9,9.0,11.0,11.0,14.0,8.0,9.0,12.0,11.0,5.0,11.0,10.0,10.0,11.0,11.0,14.0,1.0,9.0,1.0,10.0,9.0,10.0,9.0,1.0,1.0,1.0,2.0,9.0,6.0,6.0,3.0,2.0,3.0,10.0,3.0,3.0,9.0,14.0,10.0,10.0,5.0,11.0,12.0,12.0,9.0,12.0,10.0,11.0
